fold,stage,scope,support,macro_f1,nll,brier,ece_15,accuracy
0,A,training,26219,0.6484200697094179,0.01570515644273129,0.00471898798938685,0.008905110338186303,0.9971013387238262
0,A,validation,6553,0.37269782756311537,0.4751063039746546,0.18841623094578194,0.07196724629485841,0.8858538074164505
0,B,training,26219,0.8869415694836598,0.036332729107117524,0.009126903750155827,0.02856538870241057,0.9975208818032725
0,B,validation,6553,0.4005430130733605,0.48178783810410086,0.18916219111278554,0.05000038906379309,0.8844803906607661
4,A,training,26215,0.6734432358257483,0.015494716641048248,0.004592400290671181,0.008850889560172614,0.9972534808315849
4,A,validation,6557,0.3959603790124768,0.4556258275613842,0.1755476205844513,0.06577775178658116,0.895531493060851
4,B,training,26215,0.7929281090462746,0.03660316555605433,0.009478637868132921,0.028904955220681802,0.9975967957276368
4,B,validation,6557,0.40231438785802215,0.46165763700727985,0.17983088375797332,0.04498939640423465,0.8891261247521732
