label,precision,recall,f1,support
Fall,0.6469252601702933,0.3829525089605735,0.48110884401604165,8928
Spring,0.8622327790973872,0.54627539503386,0.6688162137263933,1329
Summer,0.6360641852148134,0.8325839236218048,0.7211759056714506,16235
Winter,0.7391627906976744,0.6345631688228718,0.6828807150223445,6261
