label,precision,recall,f1,support
Fall,0.7566383794141801,0.6191756272401434,0.6810397930269804,8928
Spring,0.9104638619201726,0.6350639578630549,0.74822695035461,1329
Summer,0.7353287641893339,0.8458885124730521,0.7867434333018246,16235
Winter,0.7505133470225873,0.7005270723526593,0.7246592317224287,6261
