method,fold,size,query_source,gallery_source,protocol,scope,checkpoint_fingerprint,config_fingerprint,descriptor_fingerprint,query_id,articleType,ndcg_at_5,precision_any_at_5,precision_strict_at_5,tie_rate_at_5,ndcg_at_10,precision_any_at_10,precision_strict_at_10,tie_rate_at_10,ndcg_at_20,precision_any_at_20,precision_strict_at_20,tie_rate_at_20,recall_at_10,hit_rate_at_10,precision_at_10
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1529,Tshirts,0.58780562,0.80000000,0.60000000,0.00000000,0.55697984,0.90000000,0.30000000,0.00000000,0.57577578,0.95000000,0.25000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1537,Tshirts,0.67259567,1.00000000,0.40000000,0.00000000,0.68432903,1.00000000,0.40000000,0.00000000,0.63815225,1.00000000,0.25000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1546,Casual Shoes,0.31564845,0.40000000,0.40000000,0.00000000,0.26845504,0.30000000,0.30000000,0.00000000,0.24630744,0.35000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1547,Casual Shoes,0.15039259,0.40000000,0.00000000,0.00000000,0.23261286,0.50000000,0.10000000,0.00000000,0.23698745,0.50000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1552,Footballs,0.44530150,0.40000000,0.20000000,0.00000000,0.44530150,0.20000000,0.10000000,0.00000000,0.44530150,0.10000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1562,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.53919913,1.00000000,0.10000000,0.00000000,0.58031801,1.00000000,0.20000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1572,Track Pants,0.76481736,1.00000000,0.60000000,0.00000000,0.73426868,0.90000000,0.60000000,0.00000000,0.60197428,0.70000000,0.40000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1575,Tshirts,0.57303417,1.00000000,0.20000000,0.00000000,0.58659332,1.00000000,0.20000000,0.00000000,0.59181765,1.00000000,0.20000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1580,Swimwear,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05527180,0.05000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1590,Sports Shoes,0.29877632,0.40000000,0.20000000,0.00000000,0.33760920,0.60000000,0.10000000,0.00000000,0.35783874,0.60000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1591,Shorts,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,0.59347589,1.00000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1605,Track Pants,0.65039259,1.00000000,0.40000000,0.00000000,0.63482728,0.90000000,0.40000000,0.00000000,0.63823210,0.95000000,0.35000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1615,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,0.48720890,0.90000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1619,Shorts,0.27657324,0.40000000,0.00000000,0.00000000,0.25284103,0.30000000,0.10000000,0.00000000,0.16317534,0.15000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1620,Shorts,0.36136329,0.60000000,0.00000000,0.00000000,0.27118201,0.40000000,0.00000000,0.00000000,0.22971434,0.30000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1622,Jackets,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03932066,0.10000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1623,Backpacks,0.16958010,0.20000000,0.00000000,0.80000000,0.14672784,0.20000000,0.00000000,0.80000000,0.22347028,0.40000000,0.05000000,0.50000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1649,Casual Shoes,0.50000000,1.00000000,0.00000000,0.00000000,0.50196635,0.90000000,0.10000000,0.00000000,0.50126902,0.95000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1656,Caps,0.16958010,0.20000000,0.20000000,0.00000000,0.14672784,0.20000000,0.10000000,0.00000000,0.09469336,0.10000000,0.05000000,0.15000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1662,Jackets,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1697,Backpacks,0.43439746,0.80000000,0.00000000,0.00000000,0.28189423,0.40000000,0.00000000,0.00000000,0.30881508,0.40000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1731,Sports Shoes,0.69178318,0.80000000,0.40000000,0.00000000,0.65178103,0.80000000,0.40000000,0.00000000,0.50893698,0.55000000,0.30000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1764,Track Pants,0.31997269,0.60000000,0.00000000,0.00000000,0.34808113,0.60000000,0.10000000,0.00000000,0.32796312,0.55000000,0.10000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1782,Sports Shoes,0.00000000,0.00000000,0.00000000,0.00000000,0.03181039,0.10000000,0.00000000,0.00000000,0.12565273,0.35000000,0.00000000,0.10000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1783,Sandals,0.10699313,0.20000000,0.00000000,0.00000000,0.06943122,0.10000000,0.00000000,0.00000000,0.08043345,0.15000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1790,Backpacks,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1804,Shorts,0.41520995,0.80000000,0.00000000,0.00000000,0.38255673,0.60000000,0.10000000,0.00000000,0.26506776,0.35000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1805,Casual Shoes,0.25437015,0.40000000,0.00000000,0.00000000,0.26668829,0.50000000,0.00000000,0.00000000,0.22713208,0.40000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1807,Tshirts,0.67259567,1.00000000,0.40000000,0.00000000,0.65120192,1.00000000,0.30000000,0.00000000,0.63073201,1.00000000,0.25000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1809,Tshirts,0.44615334,0.40000000,0.20000000,0.00000000,0.28952299,0.20000000,0.10000000,0.00000000,0.20356743,0.15000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1811,Tshirts,0.41520995,0.80000000,0.00000000,0.00000000,0.44497706,0.90000000,0.00000000,0.00000000,0.44777124,0.90000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1812,Tshirts,0.43439746,0.80000000,0.00000000,0.00000000,0.45742844,0.90000000,0.00000000,0.00000000,0.50815051,0.95000000,0.10000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1827,Sports Shoes,0.84960741,1.00000000,0.60000000,0.00000000,0.79695214,0.90000000,0.60000000,0.00000000,0.72855241,0.90000000,0.45000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1841,Sports Shoes,0.91520995,1.00000000,0.80000000,0.00000000,0.83980274,0.90000000,0.70000000,0.00000000,0.80691939,0.95000000,0.60000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1855,Tshirts,0.73518264,1.00000000,0.40000000,0.00000000,0.65261744,1.00000000,0.20000000,0.00000000,0.61667246,1.00000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1857,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,0.49697683,0.95000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1868,Tshirts,0.57303417,1.00000000,0.20000000,0.00000000,0.72292839,1.00000000,0.60000000,0.00000000,0.67556541,0.95000000,0.45000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1872,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.53668196,1.00000000,0.10000000,0.00000000,0.52367334,1.00000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1890,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,0.51865338,1.00000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1903,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.53471561,1.00000000,0.10000000,0.00000000,0.54221486,1.00000000,0.10000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1910,Tshirts,0.58479005,1.00000000,0.20000000,0.00000000,0.62734919,1.00000000,0.30000000,0.00000000,0.64926239,1.00000000,0.35000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1911,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,0.55517200,1.00000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1915,Water Bottle,0.21398626,0.20000000,0.00000000,0.00000000,0.15958908,0.10000000,0.00000000,0.00000000,0.15958908,0.05000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1922,Tshirts,0.66958010,1.00000000,0.20000000,0.00000000,0.57243525,0.80000000,0.20000000,0.00000000,0.54836923,0.85000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1927,Backpacks,0.50000000,1.00000000,0.00000000,0.00000000,0.43150764,0.80000000,0.00000000,0.00000000,0.45827084,0.85000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1933,Backpacks,0.74261428,1.00000000,0.40000000,0.00000000,0.65744007,1.00000000,0.20000000,0.00000000,0.58609387,0.90000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1936,Backpacks,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1994,Tshirts,0.42696583,0.80000000,0.00000000,0.00000000,0.41592386,0.80000000,0.00000000,0.00000000,0.42836492,0.85000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2002,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.53471561,1.00000000,0.10000000,0.00000000,0.50495689,0.90000000,0.10000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2009,Tshirts,0.66958010,1.00000000,0.20000000,0.00000000,0.53733159,0.70000000,0.20000000,0.00000000,0.52187170,0.80000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2033,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.57391475,1.00000000,0.20000000,0.00000000,0.56635554,1.00000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2092,Tshirts,0.66958010,1.00000000,0.20000000,0.00000000,0.57084675,0.90000000,0.10000000,0.00000000,0.54700047,0.90000000,0.10000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2104,Shirts,0.74562985,1.00000000,0.60000000,0.00000000,0.69411257,1.00000000,0.40000000,0.00000000,0.64383198,0.95000000,0.30000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2118,Track Pants,0.48522856,0.60000000,0.40000000,0.00000000,0.45689919,0.50000000,0.40000000,0.00000000,0.38380086,0.50000000,0.20000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2119,Shirts,0.00000000,0.00000000,0.00000000,0.00000000,0.10572514,0.30000000,0.00000000,0.00000000,0.13966499,0.30000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2122,Tops,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03406297,0.05000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2127,Shirts,0.60699313,1.00000000,0.20000000,0.00000000,0.60611318,1.00000000,0.20000000,0.00000000,0.56848198,1.00000000,0.10000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2132,Shirts,0.27657324,0.40000000,0.00000000,0.00000000,0.21615907,0.30000000,0.00000000,0.00000000,0.17428849,0.25000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2138,Shirts,0.56560254,1.00000000,0.20000000,0.00000000,0.54257156,1.00000000,0.10000000,0.00000000,0.52747429,1.00000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2142,Tshirts,0.66958010,1.00000000,0.20000000,0.00000000,0.61004588,1.00000000,0.10000000,0.00000000,0.60948393,1.00000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2143,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.53312711,1.00000000,0.10000000,0.00000000,0.50494667,0.95000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2146,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2149,Tshirts,0.68002731,1.00000000,0.40000000,0.00000000,0.61682540,1.00000000,0.20000000,0.00000000,0.59182779,1.00000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2153,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.53181039,1.00000000,0.10000000,0.00000000,0.50107296,0.90000000,0.10000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2160,Tshirts,0.60699313,1.00000000,0.20000000,0.00000000,0.60255833,1.00000000,0.20000000,0.00000000,0.58235695,1.00000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2187,Shorts,0.34960741,0.60000000,0.00000000,0.00000000,0.22687129,0.30000000,0.00000000,0.00000000,0.19834370,0.30000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2199,Casual Shoes,0.44916891,0.60000000,0.20000000,0.00000000,0.43033214,0.70000000,0.10000000,0.00000000,0.36793364,0.60000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2205,Tshirts,0.68002731,1.00000000,0.40000000,0.00000000,0.64995252,1.00000000,0.30000000,0.00000000,0.57947963,0.90000000,0.20000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2211,Sandals,0.50000000,1.00000000,0.00000000,0.00000000,0.43347399,0.80000000,0.00000000,0.00000000,0.41699704,0.70000000,0.10000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2212,Tshirts,0.50000000,1.00000000,0.00000000,0.00000000,0.53181039,1.00000000,0.10000000,0.00000000,0.48570687,0.90000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2215,Sandals,0.40777831,0.60000000,0.20000000,0.00000000,0.33114623,0.50000000,0.10000000,0.00000000,0.28344087,0.45000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2218,Sandals,0.10699313,0.20000000,0.00000000,0.00000000,0.06943122,0.10000000,0.00000000,0.00000000,0.04480864,0.05000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2222,Sandals,0.33916021,0.20000000,0.20000000,0.00000000,0.22009177,0.10000000,0.10000000,0.00000000,0.14204004,0.05000000,0.05000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2223,Track Pants,0.91520995,1.00000000,0.80000000,0.00000000,0.87106231,1.00000000,0.70000000,0.00000000,0.86746745,1.00000000,0.70000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2230,Sandals,0.16958010,0.20000000,0.00000000,0.00000000,0.11004588,0.10000000,0.00000000,0.00000000,0.07102002,0.05000000,0.00000000,0.10000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2231,Sandals,0.16958010,0.20000000,0.00000000,0.00000000,0.11004588,0.10000000,0.00000000,0.00000000,0.08718917,0.10000000,0.00000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2232,Tshirts,0.77657324,1.00000000,0.40000000,0.00000000,0.71867624,1.00000000,0.30000000,0.00000000,0.71110926,1.00000000,0.35000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2240,Tshirts,0.58479005,1.00000000,0.20000000,0.00000000,0.63090404,1.00000000,0.30000000,0.00000000,0.61736908,1.00000000,0.25000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2250,Flip Flops,0.41520995,0.80000000,0.00000000,0.00000000,0.47678745,0.90000000,0.10000000,0.00000000,0.50339260,0.90000000,0.15000000,0.00000000,,,
hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,1,240x320,teacher,teacher,primary,development,,,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2263,Backpacks,0.69178318,1.00000000,0.40000000,0.00000000,0.69585174,1.00000000,0.40000000,0.00000000,0.69514731,0.95000000,0.45000000,0.00000000,,,
