scope,fold,method,descriptor_fingerprint,query_id,query_source,gallery_source,encoding_seconds,search_seconds,end_to_end_seconds
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1649,teacher,teacher,0.00861293,0.12469372,0.13330664
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1656,teacher,teacher,0.00883028,0.12872035,0.13755064
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1662,teacher,teacher,0.00890148,0.12486844,0.13376992
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1697,teacher,teacher,0.00895611,0.12748188,0.13643799
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1731,teacher,teacher,0.00868622,0.12863352,0.13731974
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1764,teacher,teacher,0.00913531,0.12940450,0.13853981
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1782,teacher,teacher,0.00892244,0.12496897,0.13389140
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1783,teacher,teacher,0.00889507,0.12519554,0.13409061
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1790,teacher,teacher,0.00907952,0.12555772,0.13463723
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1804,teacher,teacher,0.00906422,0.13063360,0.13969782
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1805,teacher,teacher,0.00890515,0.12846678,0.13737193
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1807,teacher,teacher,0.00885644,0.12549738,0.13435382
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1809,teacher,teacher,0.00886135,0.12601066,0.13487201
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1811,teacher,teacher,0.00877092,0.12863106,0.13740198
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1812,teacher,teacher,0.00866664,0.12547576,0.13414241
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1827,teacher,teacher,0.00856421,0.12572209,0.13428630
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1841,teacher,teacher,0.00854925,0.12861725,0.13716650
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1855,teacher,teacher,0.00881972,0.13346376,0.14228349
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1857,teacher,teacher,0.00879252,0.12594985,0.13474237
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1868,teacher,teacher,0.00875158,0.12555538,0.13430696
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1872,teacher,teacher,0.00894265,0.12742152,0.13636417
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1890,teacher,teacher,0.00884866,0.12446341,0.13331207
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1903,teacher,teacher,0.00887161,0.12536135,0.13423296
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1910,teacher,teacher,0.00877315,0.12735127,0.13612441
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1911,teacher,teacher,0.00887318,0.13070770,0.13958088
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1915,teacher,teacher,0.00852486,0.12364508,0.13216994
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1922,teacher,teacher,0.00886752,0.12417407,0.13304159
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1927,teacher,teacher,0.00885994,0.12425219,0.13311214
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1933,teacher,teacher,0.00887277,0.12783601,0.13670878
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1936,teacher,teacher,0.00894470,0.12509633,0.13404102
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,1994,teacher,teacher,0.00890219,0.12742168,0.13632387
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2002,teacher,teacher,0.00894091,0.12549169,0.13443260
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2009,teacher,teacher,0.00905266,0.12911034,0.13816299
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2033,teacher,teacher,0.00887786,0.12468875,0.13356661
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2092,teacher,teacher,0.00910675,0.12471888,0.13382564
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2104,teacher,teacher,0.00918708,0.12448027,0.13366735
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2118,teacher,teacher,0.00900193,0.13005568,0.13905761
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2119,teacher,teacher,0.00909419,0.12881493,0.13790912
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2122,teacher,teacher,0.00913370,0.12433222,0.13346592
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2127,teacher,teacher,0.00890963,0.12533062,0.13424025
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2132,teacher,teacher,0.00897299,0.12685912,0.13583211
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2138,teacher,teacher,0.00917174,0.12532451,0.13449625
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2142,teacher,teacher,0.00907565,0.12504536,0.13412101
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2143,teacher,teacher,0.00903440,0.12866711,0.13770151
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2146,teacher,teacher,0.00896597,0.13073860,0.13970457
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2149,teacher,teacher,0.00892317,0.12601559,0.13493875
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2153,teacher,teacher,0.00892363,0.12588334,0.13480696
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2160,teacher,teacher,0.00902550,0.12752866,0.13655416
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2187,teacher,teacher,0.00911810,0.12595600,0.13507410
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2199,teacher,teacher,0.00856797,0.12829075,0.13685872
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2205,teacher,teacher,0.00901614,0.12888250,0.13789864
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2211,teacher,teacher,0.00870162,0.13200000,0.14070162
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2212,teacher,teacher,0.00919804,0.12537320,0.13457124
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2215,teacher,teacher,0.00855530,0.12611277,0.13466807
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2218,teacher,teacher,0.00893221,0.12580774,0.13473994
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2222,teacher,teacher,0.00903801,0.13057081,0.13960882
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2223,teacher,teacher,0.00892898,0.12786747,0.13679645
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2230,teacher,teacher,0.00909373,0.13189325,0.14098697
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2231,teacher,teacher,0.00900349,0.12774380,0.13674729
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2232,teacher,teacher,0.00901630,0.12864861,0.13766491
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2240,teacher,teacher,0.00895054,0.12646579,0.13541633
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2250,teacher,teacher,0.00844686,0.12671107,0.13515793
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2263,teacher,teacher,0.00881683,0.12839253,0.13720936
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2267,teacher,teacher,0.00891984,0.13497391,0.14389375
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2280,teacher,teacher,0.00920313,0.12691368,0.13611680
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2283,teacher,teacher,0.00892651,0.12606244,0.13498895
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2305,teacher,teacher,0.00892223,0.12796249,0.13688472
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2314,teacher,teacher,0.00889256,0.12584196,0.13473452
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2316,teacher,teacher,0.00892344,0.12680995,0.13573339
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2320,teacher,teacher,0.00894692,0.12817570,0.13712262
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2321,teacher,teacher,0.00907218,0.13586889,0.14494107
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2340,teacher,teacher,0.00895094,0.12510743,0.13405836
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2342,teacher,teacher,0.00912072,0.12525288,0.13437360
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2347,teacher,teacher,0.00905402,0.12549557,0.13454959
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2353,teacher,teacher,0.00881608,0.12978417,0.13860026
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2359,teacher,teacher,0.00844424,0.12492354,0.13336778
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2360,teacher,teacher,0.00844606,0.12736232,0.13580837
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2378,teacher,teacher,0.00880782,0.12961923,0.13842706
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2384,teacher,teacher,0.00903187,0.12873731,0.13776918
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2400,teacher,teacher,0.00895122,0.12499702,0.13394824
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2488,teacher,teacher,0.00903619,0.12554159,0.13457778
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2490,teacher,teacher,0.00869192,0.12650438,0.13519630
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2493,teacher,teacher,0.00903306,0.12904691,0.13807997
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2548,teacher,teacher,0.00888002,0.12805593,0.13693595
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2550,teacher,teacher,0.00863780,0.12553652,0.13417431
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2576,teacher,teacher,0.00904222,0.12922053,0.13826275
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2590,teacher,teacher,0.00930601,0.12496522,0.13427123
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2591,teacher,teacher,0.00886504,0.12534465,0.13420969
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2604,teacher,teacher,0.00888021,0.12621563,0.13509584
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2613,teacher,teacher,0.00894337,0.13335153,0.14229490
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2616,teacher,teacher,0.00884846,0.12953869,0.13838715
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2627,teacher,teacher,0.00902593,0.12460220,0.13362813
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2641,teacher,teacher,0.00870216,0.12435240,0.13305456
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2651,teacher,teacher,0.00892383,0.12882639,0.13775021
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2655,teacher,teacher,0.00907881,0.12436433,0.13344313
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2659,teacher,teacher,0.00899376,0.12462098,0.13361474
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2662,teacher,teacher,0.00865381,0.12815651,0.13681032
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2664,teacher,teacher,0.00872488,0.13511928,0.14384416
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2666,teacher,teacher,0.00878162,0.12658980,0.13537141
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2667,teacher,teacher,0.00877457,0.12608107,0.13485564
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2674,teacher,teacher,0.00894442,0.12592575,0.13487017
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2676,teacher,teacher,0.00896607,0.12780342,0.13676950
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2685,teacher,teacher,0.00905779,0.12677815,0.13583593
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2693,teacher,teacher,0.00883935,0.13134984,0.14018920
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2704,teacher,teacher,0.00885066,0.12634741,0.13519808
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2711,teacher,teacher,0.00880621,0.12876511,0.13757132
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2714,teacher,teacher,0.00893200,0.12526887,0.13420086
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2722,teacher,teacher,0.00895776,0.12461739,0.13357515
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2724,teacher,teacher,0.00885249,0.12695498,0.13580747
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2732,teacher,teacher,0.00867875,0.12652599,0.13520474
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2741,teacher,teacher,0.00902472,0.13041606,0.13944078
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2744,teacher,teacher,0.00909266,0.12578883,0.13488150
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2757,teacher,teacher,0.00890907,0.12842970,0.13733877
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2784,teacher,teacher,0.00902005,0.12492565,0.13394570
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2800,teacher,teacher,0.00860362,0.12571353,0.13431714
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2831,teacher,teacher,0.00861817,0.12658472,0.13520288
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2834,teacher,teacher,0.00871834,0.13249829,0.14121663
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2836,teacher,teacher,0.00928373,0.12580659,0.13509032
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2842,teacher,teacher,0.00906680,0.12497094,0.13403773
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2847,teacher,teacher,0.00906368,0.12601224,0.13507591
development,1,hog-luma-g5-u8-c32-b2-s1-l2hys02-v1,c4604537474ff5ed8889a9e480053b225064fb20027e147582960bb3afd3a848,2848,teacher,teacher,0.00908539,0.12894870,0.13803409
