fold,candidate_f1,parent_f1,candidate_gap,parent_gap
0,0.7604983529055681,0.7196395720085685,0.23264891708772428,0.28036042799143146
1,0.7453572122432381,0.7425997883450369,0.2505595658080172,0.2573224737861258
2,0.7611014348997933,0.728718030013199,0.2346696704043394,0.27120418309437055
3,0.7538004485179532,0.7494866309165298,0.2389563703852352,0.2505133690834702
4,0.7304612751770436,0.7262851225657092,0.2641219963158691,0.2736370394644141
