run_id,task,stage,experiment_id,model_family,benchmark_only,final_eligible,scratch,fold,seed,git_commit,git_dirty,config_sha256,split_sha256,label_map_sha256,implementation_sha256,transform_id,loss_id,epochs_requested,epochs_completed,best_epoch,primary_metric_name,primary_metric_value,metrics,runtime_seconds,peak_vram_mb,parameter_count,checkpoint_path,checkpoint_sha256,prediction_path,prediction_sha256,history_path,history_sha256,status,error_type,error_message,started_at_utc,finished_at_utc,runtime
task2-season-i2-refit-fall-s2753-637dd6378be9,task2,development_refit,task2-season-i2-refit,smallcnn,false,true,true,,2753,6f76fa318a9938304d3fc9aefb3812de07fc6c63,false,2ea2ee51b6ae6802d2bd9bfaf843917c258237396624d42af1c2692a3cc817ec,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,69d5214f6b6cdcebcf750ead122910a538ff9aec6645d75929d3ed20bf3e8af0,a0-7dba8a62f166046d,season_ce_plus_masked_article_type_ce_lambda_0_3,24,24,,,,{},231.30484899994917,135.04052734375,1206112,models/task2_season.pt,5927eff73130acedc8015199e1df5a6c6edf64c0b45023ebd91c48d7ed40f93c,,,results/evidence/task2/development_refit/training_history.csv,b9f745260db04f7d28cad11c6a591869acd6ecb62b81e081a664cfcea2255978,completed,,,2026-08-31T04:37:27Z,2026-08-31T04:41:53Z,"{""cuda_available"":true,""cuda_runtime"":""12.6"",""cudnn_version"":91002,""executable"":""C:\\Users\\Khoai\\RMIT\\Machine_Learning\\Machine Learning at RMIT\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[8,9],""name"":""NVIDIA GeForce RTX 4070 Laptop GPU"",""total_memory_bytes"":8585216000},""logical_cpu_count"":32,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""scipy"":""1.18.1"",""torch"":""2.13.0+cu126"",""torchvision"":""0.28.0+cu126""},""physical_cpu_count"":24,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 183 Stepping 1, GenuineIntel"",""python"":""3.12.13"",""python_implementation"":""CPython"",""total_ram_bytes"":34070192128}"
