epoch,learning_rate,train_loss,validation_accuracy,validation_loss,validation_macro_f1
1,0.000691341716182545,1.339071273803711,0.2578125,1.41015625,0.1159717051377513
2,3.806023374435663e-05,1.2207183837890625,0.390625,1.3433074951171875,0.34326178279322417
