label,precision,recall,f1,support
Fall,0.6837148463047744,0.5854614695340502,0.6307850117661257,8928
Spring,0.7639257294429708,0.6501128668171557,0.7024390243902439,1329
Summer,0.7244944330833901,0.7855866954111488,0.7538047814651733,16235
Winter,0.7125372665934411,0.7252835010381729,0.7188538863384518,6261
