target,class,fold,feature,train_n,val_n,train_mean,val_mean,standardized_mean_difference,wasserstein_distance
usage,NA,3,foreground_center_y,49,12,0.5071428571428571,0.4984375000000001,-0.18612836490329313,0.01803784013605441
usage,Party,3,brightness,10,2,0.8046688675880432,0.8714518249034882,0.7455303578426763,0.06951920390129089
usage,Party,3,foreground_fraction,10,2,0.3531458333333333,0.2422916666666666,-1.8615001063813457,0.11085416666666671
usage,Party,3,near_white_fraction,10,2,0.653875,0.7579166666666666,1.6395685217943803,0.10404166666666664
usage,Party,3,foreground_center_x,10,2,0.49083333333333334,0.46666666666666656,-1.2194397889281912,0.02416666666666674
usage,Party,3,foreground_center_y,10,2,0.5037499999999999,0.609375,2.5149601599825053,0.105625
usage,Smart Casual,3,brightness,37,10,0.8190944951933783,0.8327337503433228,0.16337779468893285,0.02489343978263236
usage,Smart Casual,3,foreground_fraction,37,10,0.3685416666666666,0.35735416666666664,-0.08897543104650577,0.05778885135135139
usage,Smart Casual,3,near_white_fraction,37,10,0.6338626126126126,0.6443541666666667,0.08413621227546494,0.05643524774774776
usage,Smart Casual,3,foreground_center_x,37,10,0.5015765765765766,0.4958333333333333,-0.2518075914391847,0.01186936936936939
usage,Smart Casual,3,foreground_center_y,37,10,0.5133445945945945,0.5325,0.5339011585344621,0.020810810810810817
usage,Sports,3,brightness,2677,669,0.8362488760781636,0.8370929978709941,0.009219793513335184,0.003379811044508561
usage,Sports,3,foreground_fraction,2677,669,0.36580591354335285,0.3581069382162432,-0.04265215041475962,0.007960428098219546
usage,Sports,3,near_white_fraction,2677,669,0.640935619267007,0.6479960762331839,0.03927129209428761,0.007290811539514573
usage,Sports,3,foreground_center_x,2677,669,0.49726684099115925,0.49820627802690576,0.06587011117455753,0.0013365901451754937
usage,Sports,3,foreground_center_y,2677,669,0.4973088656456232,0.4989630044843049,0.05719155949880672,0.0018496327013093326
usage,Travel,3,brightness,17,5,0.7489652142805212,0.7469786047935486,-0.017607710549561617,0.04029653002234066
usage,Travel,3,foreground_fraction,17,5,0.5302328431372548,0.5853749999999999,0.18114434354065015,0.10893627450980393
usage,Travel,3,near_white_fraction,17,5,0.47250000000000003,0.4149583333333333,-0.187451539496755,0.10916421568627456
usage,Travel,3,foreground_center_x,17,5,0.5044117647058824,0.5066666666666666,0.24061025924431526,0.004803921568627473
usage,Travel,3,foreground_center_y,17,5,0.5172794117647059,0.50875,-0.1088491347949228,0.017941176470588245
gender,Boys,4,brightness,546,138,0.9028923863019699,0.8990386836770652,-0.07297971214672755,0.0080526083171472
gender,Boys,4,foreground_fraction,546,138,0.2239129273504273,0.24161986714975844,0.1965478944560602,0.0178951332483941
gender,Boys,4,near_white_fraction,546,138,0.7776365995115995,0.7597765700483091,-0.19842194294875126,0.017958704942400597
gender,Boys,4,foreground_center_x,546,138,0.49565018315018317,0.49504830917874393,-0.03705741350569385,0.003031931836279666
gender,Boys,4,foreground_center_y,546,138,0.5041552197802198,0.5071557971014492,0.09832347658046672,0.00416716435738175
gender,Girls,4,brightness,434,109,0.9191130287086908,0.9205463955161768,0.027814257136927055,0.007934892892746811
gender,Girls,4,foreground_fraction,434,109,0.2311059907834101,0.2178899082568807,-0.1398109824218474,0.01725494651841205
gender,Girls,4,near_white_fraction,434,109,0.7717209101382488,0.7833983180428136,0.12487003341261968,0.01714923846869319
gender,Girls,4,foreground_center_x,434,109,0.49571812596006143,0.4955657492354739,-0.009552898067208247,0.001980897419636688
gender,Girls,4,foreground_center_y,434,109,0.5087557603686635,0.5078555045871559,-0.02547941347661015,0.004885743880268891
gender,Men,4,brightness,14201,3552,0.8206853137589174,0.8233504100190895,0.031385304356250976,0.0027985044792592615
gender,Men,4,foreground_fraction,14201,3552,0.3841291781792616,0.3792870018455956,-0.02856187867181861,0.0051546505449469445
gender,Men,4,near_white_fraction,14201,3552,0.6237402788170789,0.628877588526026,0.0308763357269502,0.0053735435618057735
gender,Men,4,foreground_center_x,14201,3552,0.49812247476592797,0.4976445195195195,-0.024343731947118273,0.0005271005160707804
gender,Men,4,foreground_center_y,14201,3552,0.5082243327934652,0.5084688203828829,0.007830279058450984,0.0006535523496394416
gender,Unisex,4,brightness,1413,353,0.8258325934241363,0.8265446577295028,0.007041321739095889,0.00475852319010103
gender,Unisex,4,foreground_fraction,1413,353,0.3172820338916411,0.3226983002832861,0.03014753345752607,0.010607286820902468
gender,Unisex,4,near_white_fraction,1413,353,0.6874401391837698,0.6827425637393768,-0.02624834830515788,0.009751272999872357
gender,Unisex,4,foreground_center_x,1413,353,0.4995812691672564,0.5001180358829083,0.03999987750159773,0.0009374705536810161
gender,Unisex,4,foreground_center_y,1413,353,0.5093654163717858,0.5085694050991502,-0.016041539098853717,0.0023326663846502927
gender,Women,4,brightness,9622,2405,0.8560626071664257,0.8566948966895717,0.00813418581882758,0.0013464719899989484
gender,Women,4,foreground_fraction,9622,2405,0.3285862795264782,0.32800773850773846,-0.0038401445574326597,0.0031713130151656043
gender,Women,4,near_white_fraction,9622,2405,0.6822464465495958,0.6836736832986833,0.009506942541419604,0.0031532599991286464
gender,Women,4,foreground_center_x,9622,2405,0.4969715301281523,0.49792446292446285,0.039406446382767524,0.0012836753355336967
gender,Women,4,foreground_center_y,9622,2405,0.5141320238342686,0.5122739085239085,-0.03930076240826564,0.0023263526225488413
usage,Casual,4,brightness,20123,5028,0.8384840887802434,0.8382766675989403,-0.00238996414194586,0.0014239226437274635
usage,Casual,4,foreground_fraction,20123,5028,0.3498902056987889,0.3491751193317422,-0.004234702536049942,0.0022467177036253165
usage,Casual,4,near_white_fraction,20123,5028,0.6593619793563087,0.6604111144258817,0.006296146687746429,0.0022123978071378544
usage,Casual,4,foreground_center_x,20123,5028,0.49803031325899183,0.49779402015380536,-0.011996455758790348,0.0003030883443460723
usage,Casual,4,foreground_center_y,20123,5028,0.5128887135781609,0.51226630867144,-0.014847831965321188,0.0008357285075465307
usage,Ethnic,4,brightness,1748,435,0.8363199622393745,0.8506219640545462,0.22912586025055195,0.01565266185051833
usage,Ethnic,4,foreground_fraction,1748,435,0.3817852928054344,0.3600464559386973,-0.2730075309624407,0.021739670331583628
usage,Ethnic,4,near_white_fraction,1748,435,0.6228285111106313,0.6452169540229884,0.2799335225134486,0.02238962433918757
usage,Ethnic,4,foreground_center_x,1748,435,0.4935783752860412,0.49657088122605364,0.0878884216836139,0.0035665829366018803
usage,Ethnic,4,foreground_center_y,1748,435,0.5022025171624713,0.5027729885057471,0.035941621372442126,0.0017046739788000743
usage,Formal,4,brightness,1553,396,0.8270424490426328,0.8322554671704167,0.0732088902408676,0.005771512588248998
usage,Formal,4,foreground_fraction,1553,396,0.3627870561237431,0.35761521464646473,-0.032237110365584236,0.007544430551413011
usage,Formal,4,near_white_fraction,1553,396,0.645638437544426,0.6517382154882155,0.03904302143400014,0.008875306355184008
usage,Formal,4,foreground_center_x,1553,396,0.4983580167417901,0.49892676767676764,0.020326315667773584,0.0019366638048222116
usage,Formal,4,foreground_center_y,1553,396,0.5089745653573728,0.5066919191919192,-0.08636907563075959,0.002459072372143846
usage,NA,4,brightness,50,11,0.8613740004599094,0.8642271215265448,0.021208527430037764,0.03814746982671999
usage,NA,4,foreground_fraction,50,11,0.25052916666666664,0.3115909090909091,0.3817507414340269,0.08783522727272729
usage,NA,4,near_white_fraction,50,11,0.7522208333333333,0.6920075757575757,-0.3756154438941056,0.0862753787878788
usage,NA,4,foreground_center_x,50,11,0.49766666666666665,0.4977272727272727,0.005487116899842723,0.006545454545454562
usage,NA,4,foreground_center_y,50,11,0.50825,0.49261363636363636,-0.33221473247319294,0.017886363636363645
usage,Party,4,brightness,9,3,0.8389006853103638,0.7464953859647115,-0.9957635957067547,0.09439567062589857
usage,Party,4,foreground_fraction,9,3,0.3256018518518518,0.36187499999999995,0.3949109515314786,0.04780092592592594
usage,Party,4,near_white_fraction,9,3,0.6808796296296297,0.6422222222222222,-0.414563440711035,0.05388888888888886
usage,Party,4,foreground_center_x,9,3,0.48148148148148145,0.5027777777777778,0.8794269798371535,0.023148148148148175
usage,Party,4,foreground_center_y,9,3,0.5284722222222222,0.5,-0.3385857976237041,0.04375
usage,Smart Casual,4,brightness,38,9,0.8310493324932299,0.7837732434272766,-0.6821748140260006,0.05240105327806975
usage,Smart Casual,4,foreground_fraction,38,9,0.36102521929824555,0.38784722222222223,0.23026809807377954,0.05705592105263161
usage,Smart Casual,4,near_white_fraction,38,9,0.6406249999999999,0.6169675925925925,-0.2045924427925105,0.05346491228070175
usage,Smart Casual,4,foreground_center_x,38,9,0.499780701754386,0.5027777777777778,0.1635254219019361,0.014839181286549713
usage,Smart Casual,4,foreground_center_y,38,9,0.5210526315789473,0.5020833333333333,-0.44222479343115517,0.020285087719298236
usage,Sports,4,brightness,2676,670,0.8352027728774979,0.8412699053981411,0.06635140059720832,0.006314323597813062
usage,Sports,4,foreground_fraction,2676,670,0.3649088087526989,0.3617014925373134,-0.017945787742928078,0.005715953429167065
usage,Sports,4,near_white_fraction,2676,670,0.6414869830592925,0.6457833747927032,0.024158151103911178,0.007221709557593202
usage,Sports,4,foreground_center_x,2676,670,0.4973841554559043,0.49773631840796007,0.025342490491235097,0.0007298150503089933
usage,Sports,4,foreground_center_y,2676,670,0.4975133906327852,0.49814365671641797,0.02193382486051005,0.0017375937948523475
usage,Travel,4,brightness,18,4,0.7322248684035407,0.8218135088682175,0.8148105483849896,0.09172771871089935
usage,Travel,4,foreground_fraction,18,4,0.5600231481481481,0.4651041666666667,-0.30542524973469104,0.10589120370370372
usage,Travel,4,near_white_fraction,18,4,0.44107638888888884,0.5419791666666667,0.3237216985075465,0.11126157407407407
usage,Travel,4,foreground_center_x,18,4,0.5041666666666668,0.5083333333333333,0.4004714203168009,0.006018518518518547
usage,Travel,4,foreground_center_y,18,4,0.5052083333333334,0.5609375000000001,0.8236217887895587,0.05711805555555557
