class_name,train_f1,validation_f1,gap,gap_share
Boys,0.9468875056740216,0.7796960426972142,0.16719146297680748,0.2741765492047519
Girls,0.9391283438231017,0.7589797344514326,0.1801486093716691,0.2954249169313789
Men,0.9662414819445615,0.9355477222171624,0.030693759727399184,0.05033456238938156
Unisex,0.7909948220203339,0.6015071389331276,0.18948768308720632,0.3107400230887429
Women,0.9595751914317814,0.9173018008607818,0.04227339057099955,0.06932394838574472
