candidate,variant,experiment_id,run_id,fold,seed,epoch,train_loss,validation_loss,validation_accuracy,validation_macro_f1
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,8,0.6805963444123786,0.7935893227354913,0.6803541444054343,0.6635477597409096
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,9,0.6668514033172269,0.7525459308512173,0.6841703556708899,0.6547092027151371
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,10,0.6503489939877664,0.6938758165649632,0.7121050221340254,0.691024782682016
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,11,0.6395692535005775,0.7248029737431773,0.7063043810105327,0.6875134541071868
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,12,0.6282092788120998,0.707719186975144,0.7143947488932987,0.7044720244526256
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,13,0.6143181752807338,0.6832554682468279,0.7211112807205007,0.7001236021954218
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,14,0.6039494595930928,0.6866405255520477,0.7308807815600672,0.7150618542867905
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,15,0.586605916550283,0.6855089662730502,0.7278278125477027,0.7062806471513382
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,16,0.5721557178385211,0.6758814123528111,0.7282857578995573,0.7073726797653344
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,17,0.5605170089419075,0.6723804150787206,0.734849641276141,0.7154076724279385
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,18,0.5453457610223704,0.7261969802798506,0.7104258891772248,0.6929934843177201
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,19,0.5293356511949737,0.6751589099517616,0.7375973133872691,0.7210664068026187
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,20,0.5152561789423025,0.6694471679503927,0.7375973133872691,0.7208071320633455
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,21,0.5001837199229828,0.6597533236749481,0.7455350328194169,0.7276595751880427
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,22,0.48273485144871114,0.6726209755854431,0.7453823843687987,0.7245272227050803
