label,precision,recall,f1,support
Fall,0.7440491104986219,0.6652105734767025,0.7024246008279125,8928
Spring,0.9220085470085471,0.6493604213694507,0.7620309050772627,1329
Summer,0.7555211158465711,0.8407761010163227,0.7958719608186111,16235
Winter,0.7744452149791956,0.7134643028270244,0.7427051292709286,6261
