id,path,width,height,aspect_ratio,file_size_bytes,brightness,contrast,edge_strength,near_white_fraction
10183,data/raw/teacher/train/images_train/10183.jpg,60.0,80.0,0.75,1554,0.9561459422111511,0.13792935013771057,0.018368586897850037,0.8272916666666666
10313,data/raw/teacher/train/images_train/10313.jpg,60.0,80.0,0.75,1829,0.9192611575126648,0.14671072363853455,0.03348517417907715,0.671875
10435,data/raw/teacher/train/images_train/10435.jpg,60.0,80.0,0.75,26509,0.7631051540374756,0.285129189491272,0.03397072106599808,0.545
10602,data/raw/teacher/train/images_train/10602.jpg,60.0,80.0,0.75,15869,0.6902086138725281,0.3448438346385956,0.03238542377948761,0.49604166666666666
10612,data/raw/teacher/train/images_train/10612.jpg,60.0,80.0,0.75,1686,0.7677484154701233,0.28514325618743896,0.07941751182079315,0.4995833333333333
10680,data/raw/teacher/train/images_train/10680.jpg,60.0,80.0,0.75,1331,0.9019455909729004,0.2128145396709442,0.015754884108901024,0.8183333333333334
10698,data/raw/teacher/train/images_train/10698.jpg,60.0,80.0,0.75,2467,0.8346805572509766,0.22637952864170074,0.03687034174799919,0.6066666666666667
10702,data/raw/teacher/train/images_train/10702.jpg,60.0,80.0,0.75,1415,0.8246282935142517,0.2908887565135956,0.03481621295213699,0.6752083333333333
10749,data/raw/teacher/train/images_train/10749.jpg,60.0,80.0,0.75,2692,0.9448671340942383,0.1592169553041458,0.015456530265510082,0.8808333333333334
10805,data/raw/teacher/train/images_train/10805.jpg,60.0,80.0,0.75,2060,0.6723712086677551,0.38348013162612915,0.04197845607995987,0.5295833333333333
10850,data/raw/teacher/train/images_train/10850.jpg,60.0,80.0,0.75,1231,0.7704678177833557,0.264024019241333,0.039699964225292206,0.5291666666666667
11004,data/raw/teacher/train/images_train/11004.jpg,60.0,80.0,0.75,2280,0.5505656003952026,0.38788488507270813,0.056688886135816574,0.388125
11089,data/raw/teacher/train/images_train/11089.jpg,60.0,80.0,0.75,1840,0.7924185991287231,0.25258615612983704,0.06574948877096176,0.5164583333333334
11167,data/raw/teacher/train/images_train/11167.jpg,60.0,80.0,0.75,2045,0.6492230296134949,0.37370944023132324,0.04568248242139816,0.498125
11196,data/raw/teacher/train/images_train/11196.jpg,60.0,80.0,0.75,2739,0.6809727549552917,0.3137665092945099,0.054020896553993225,0.44854166666666667
11211,data/raw/teacher/train/images_train/11211.jpg,60.0,80.0,0.75,1806,0.711743950843811,0.3301907777786255,0.06760180741548538,0.48604166666666665
11255,data/raw/teacher/train/images_train/11255.jpg,60.0,80.0,0.75,1989,0.6935596466064453,0.35780754685401917,0.0472424253821373,0.50125
11284,data/raw/teacher/train/images_train/11284.jpg,60.0,80.0,0.75,22536,0.7791361212730408,0.3098510205745697,0.04038936644792557,0.6241666666666666
11285,data/raw/teacher/train/images_train/11285.jpg,60.0,80.0,0.75,19125,0.7900514602661133,0.2994216978549957,0.03884795308113098,0.6297916666666666
11289,data/raw/teacher/train/images_train/11289.jpg,60.0,80.0,0.75,1555,0.7736509442329407,0.3291865587234497,0.046371206641197205,0.6197916666666666
11339,data/raw/teacher/train/images_train/11339.jpg,60.0,80.0,0.75,26813,0.7447764873504639,0.32901933789253235,0.04373827949166298,0.583125
11357,data/raw/teacher/train/images_train/11357.jpg,60.0,80.0,0.75,24220,0.647975742816925,0.4157969057559967,0.039041247218847275,0.5185416666666667
11491,data/raw/teacher/train/images_train/11491.jpg,60.0,80.0,0.75,1994,0.6289888620376587,0.37033528089523315,0.06050236150622368,0.4270833333333333
11517,data/raw/teacher/train/images_train/11517.jpg,60.0,80.0,0.75,13124,0.9149267673492432,0.1937887817621231,0.01937202364206314,0.8189583333333333
11544,data/raw/teacher/train/images_train/11544.jpg,60.0,80.0,0.75,1214,0.8415089845657349,0.22803041338920593,0.04018530622124672,0.6077083333333333
11699,data/raw/teacher/train/images_train/11699.jpg,60.0,80.0,0.75,1734,0.8739727735519409,0.17061248421669006,0.04251060634851456,0.559375
11722,data/raw/teacher/train/images_train/11722.jpg,60.0,80.0,0.75,1545,0.8424926996231079,0.1994956135749817,0.06256211549043655,0.54125
11724,data/raw/teacher/train/images_train/11724.jpg,60.0,80.0,0.75,2255,0.8232900500297546,0.2508377432823181,0.060531336814165115,0.5791666666666667
11728,data/raw/teacher/train/images_train/11728.jpg,60.0,80.0,0.75,2309,0.7444430589675903,0.30658280849456787,0.04092791676521301,0.5277083333333333
11743,data/raw/teacher/train/images_train/11743.jpg,60.0,80.0,0.75,2167,0.7539597153663635,0.30807843804359436,0.050619810819625854,0.54375
11762,data/raw/teacher/train/images_train/11762.jpg,60.0,80.0,0.75,2266,0.8786917328834534,0.20353271067142487,0.029991060495376587,0.5979166666666667
11772,data/raw/teacher/train/images_train/11772.jpg,60.0,80.0,0.75,2261,0.7606372833251953,0.3137757480144501,0.06277431547641754,0.5320833333333334
11858,data/raw/teacher/train/images_train/11858.jpg,60.0,80.0,0.75,1676,0.9255533814430237,0.1959579437971115,0.03510090336203575,0.82375
11956,data/raw/teacher/train/images_train/11956.jpg,60.0,80.0,0.75,1954,0.9180008769035339,0.18871106207370758,0.01875067874789238,0.8135416666666667
11985,data/raw/teacher/train/images_train/11985.jpg,60.0,80.0,0.75,2791,0.8423793315887451,0.2786964178085327,0.0338662825524807,0.72375
11989,data/raw/teacher/train/images_train/11989.jpg,60.0,80.0,0.75,17924,0.8305094838142395,0.20829716324806213,0.03603622317314148,0.548125
12012,data/raw/teacher/train/images_train/12012.jpg,60.0,80.0,0.75,1578,0.8409096002578735,0.2743328809738159,0.034522030502557755,0.573125
12022,data/raw/teacher/train/images_train/12022.jpg,60.0,80.0,0.75,2258,0.8518701195716858,0.2535269558429718,0.031141160055994987,0.5783333333333334
12068,data/raw/teacher/train/images_train/12068.jpg,60.0,80.0,0.75,1186,0.8977236151695251,0.17841736972332,0.02514730766415596,0.649375
12087,data/raw/teacher/train/images_train/12087.jpg,60.0,80.0,0.75,1422,0.8937786817550659,0.1783502995967865,0.032438211143016815,0.6220833333333333
12156,data/raw/teacher/train/images_train/12156.jpg,60.0,80.0,0.75,1913,0.9382230639457703,0.11385374516248703,0.019384734332561493,0.6589583333333333
12245,data/raw/teacher/train/images_train/12245.jpg,60.0,80.0,0.75,17080,0.6600239872932434,0.3632349967956543,0.04983222112059593,0.49833333333333335
12340,data/raw/teacher/train/images_train/12340.jpg,60.0,80.0,0.75,2080,0.8566377758979797,0.2618138790130615,0.030541371554136276,0.680625
12423,data/raw/teacher/train/images_train/12423.jpg,60.0,80.0,0.75,3120,0.8747282028198242,0.25471624732017517,0.019876990467309952,0.7889583333333333
12432,data/raw/teacher/train/images_train/12432.jpg,60.0,80.0,0.75,4378,0.7982243895530701,0.29325971007347107,0.031473033130168915,0.6358333333333334
12441,data/raw/teacher/train/images_train/12441.jpg,60.0,80.0,0.75,1753,0.8298410177230835,0.33454030752182007,0.013676978647708893,0.7858333333333334
12455,data/raw/teacher/train/images_train/12455.jpg,60.0,80.0,0.75,2673,0.8201968669891357,0.3264732360839844,0.030717702582478523,0.741875
12588,data/raw/teacher/train/images_train/12588.jpg,60.0,80.0,0.75,2029,0.9627843499183655,0.08640266954898834,0.00967650581151247,0.8283333333333334
12630,data/raw/teacher/train/images_train/12630.jpg,60.0,80.0,0.75,2227,0.7812301516532898,0.26736992597579956,0.04517578333616257,0.5435416666666667
12633,data/raw/teacher/train/images_train/12633.jpg,60.0,80.0,0.75,1925,0.8968529105186462,0.1874091476202011,0.033540189266204834,0.66125
12643,data/raw/teacher/train/images_train/12643.jpg,60.0,80.0,0.75,1899,0.7178700566291809,0.35052812099456787,0.04254591464996338,0.5408333333333334
12712,data/raw/teacher/train/images_train/12712.jpg,60.0,80.0,0.75,1962,0.9098684787750244,0.17964859306812286,0.02764805220067501,0.7483333333333333
12848,data/raw/teacher/train/images_train/12848.jpg,60.0,80.0,0.75,1204,0.8226141333580017,0.285504549741745,0.046625666320323944,0.7029166666666666
12912,data/raw/teacher/train/images_train/12912.jpg,60.0,80.0,0.75,2119,0.8971976637840271,0.18684935569763184,0.0291060209274292,0.5929166666666666
12960,data/raw/teacher/train/images_train/12960.jpg,60.0,80.0,0.75,3578,0.9442405104637146,0.141408771276474,0.02536480873823166,0.8270833333333333
12988,data/raw/teacher/train/images_train/12988.jpg,60.0,80.0,0.75,22319,0.7402307391166687,0.3808128833770752,0.02881477400660515,0.6308333333333334
13023,data/raw/teacher/train/images_train/13023.jpg,60.0,80.0,0.75,13942,0.9216923117637634,0.1894931197166443,0.02272699400782585,0.8329166666666666
13063,data/raw/teacher/train/images_train/13063.jpg,60.0,80.0,0.75,18460,0.6391100287437439,0.37137287855148315,0.06087193638086319,0.42375
13143,data/raw/teacher/train/images_train/13143.jpg,60.0,80.0,0.75,12954,0.9254351854324341,0.1927279531955719,0.014835884794592857,0.8560416666666667
13187,data/raw/teacher/train/images_train/13187.jpg,60.0,80.0,0.75,13490,0.9763477444648743,0.0711444541811943,0.012161651626229286,0.8529166666666667
13219,data/raw/teacher/train/images_train/13219.jpg,60.0,80.0,0.75,1327,0.9887852072715759,0.034143876284360886,0.004596570506691933,0.908125
13260,data/raw/teacher/train/images_train/13260.jpg,60.0,80.0,0.75,20340,0.8194469213485718,0.3273771405220032,0.02648327313363552,0.75375
13359,data/raw/teacher/train/images_train/13359.jpg,60.0,80.0,0.75,12204,0.9369771480560303,0.16179198026657104,0.01887901872396469,0.8452083333333333
13404,data/raw/teacher/train/images_train/13404.jpg,60.0,80.0,0.75,2100,0.8676649928092957,0.19166982173919678,0.054110825061798096,0.5789583333333334
13433,data/raw/teacher/train/images_train/13433.jpg,60.0,80.0,0.75,1559,0.7260405421257019,0.32328900694847107,0.039565812796354294,0.5329166666666667
13567,data/raw/teacher/train/images_train/13567.jpg,60.0,80.0,0.75,2296,0.7795977592468262,0.30763110518455505,0.0352894552052021,0.5477083333333334
13574,data/raw/teacher/train/images_train/13574.jpg,60.0,80.0,0.75,2260,0.9087170362472534,0.15402741730213165,0.025571584701538086,0.6641666666666667
13679,data/raw/teacher/train/images_train/13679.jpg,60.0,80.0,0.75,12931,0.9434223175048828,0.14363974332809448,0.020990371704101562,0.7585416666666667
13734,data/raw/teacher/train/images_train/13734.jpg,60.0,80.0,0.75,1317,0.8742881417274475,0.1679629385471344,0.03409122675657272,0.5297916666666667
13781,data/raw/teacher/train/images_train/13781.jpg,60.0,80.0,0.75,1958,0.8473806977272034,0.2436661720275879,0.033430278301239014,0.6266666666666667
13783,data/raw/teacher/train/images_train/13783.jpg,60.0,80.0,0.75,2157,0.9087873101234436,0.13719359040260315,0.02558792382478714,0.6120833333333333
13975,data/raw/teacher/train/images_train/13975.jpg,60.0,80.0,0.75,14640,0.878915011882782,0.2868582606315613,0.023630689829587936,0.8370833333333333
14037,data/raw/teacher/train/images_train/14037.jpg,60.0,80.0,0.75,1510,0.7426612377166748,0.2967563569545746,0.06120044365525246,0.5066666666666667
14057,data/raw/teacher/train/images_train/14057.jpg,60.0,80.0,0.75,2358,0.7262791991233826,0.33590197563171387,0.048120468854904175,0.5377083333333333
14065,data/raw/teacher/train/images_train/14065.jpg,60.0,80.0,0.75,1290,0.8198847770690918,0.22900383174419403,0.039283473044633865,0.531875
14082,data/raw/teacher/train/images_train/14082.jpg,60.0,80.0,0.75,1891,0.7296310663223267,0.31037139892578125,0.03956823796033859,0.530625
14126,data/raw/teacher/train/images_train/14126.jpg,60.0,80.0,0.75,1919,0.8170961737632751,0.2951453626155853,0.034543611109256744,0.6870833333333334
14164,data/raw/teacher/train/images_train/14164.jpg,60.0,80.0,0.75,9714,0.9790229201316833,0.06858642399311066,0.006175070535391569,0.9102083333333333
14320,data/raw/teacher/train/images_train/14320.jpg,60.0,80.0,0.75,2251,0.8706125020980835,0.19374555349349976,0.02986072190105915,0.6591666666666667
14337,data/raw/teacher/train/images_train/14337.jpg,60.0,80.0,0.75,13891,0.9638913869857788,0.09109184145927429,0.014039663597941399,0.7858333333333334
14479,data/raw/teacher/train/images_train/14479.jpg,60.0,80.0,0.75,13894,0.8893215656280518,0.2409883588552475,0.0303425844758749,0.7745833333333333
14581,data/raw/teacher/train/images_train/14581.jpg,60.0,80.0,0.75,1533,0.7300297021865845,0.30592671036720276,0.04307400435209274,0.5177083333333333
14654,data/raw/teacher/train/images_train/14654.jpg,60.0,80.0,0.75,2384,0.8082191944122314,0.25429460406303406,0.041468970477581024,0.545
14748,data/raw/teacher/train/images_train/14748.jpg,60.0,80.0,0.75,13822,0.9467527270317078,0.09317384660243988,0.014912500977516174,0.6466666666666666
14813,data/raw/teacher/train/images_train/14813.jpg,60.0,80.0,0.75,14627,0.8781906366348267,0.1800735890865326,0.020268257707357407,0.6766666666666666
14851,data/raw/teacher/train/images_train/14851.jpg,60.0,80.0,0.75,11080,0.776764452457428,0.3677401840686798,0.016461770981550217,0.7214583333333333
14860,data/raw/teacher/train/images_train/14860.jpg,60.0,80.0,0.75,10546,0.8476089239120483,0.31835371255874634,0.012687498703598976,0.8041666666666667
14881,data/raw/teacher/train/images_train/14881.jpg,60.0,80.0,0.75,14533,0.8884643316268921,0.24572765827178955,0.031493447721004486,0.8122916666666666
14885,data/raw/teacher/train/images_train/14885.jpg,60.0,80.0,0.75,16498,0.8509085178375244,0.25332918763160706,0.04121210426092148,0.7022916666666666
14907,data/raw/teacher/train/images_train/14907.jpg,60.0,80.0,0.75,12085,0.9405784010887146,0.17360784113407135,0.019252941012382507,0.8877083333333333
14911,data/raw/teacher/train/images_train/14911.jpg,60.0,80.0,0.75,1572,0.7797491550445557,0.24541136622428894,0.04275734722614288,0.5064583333333333
14936,data/raw/teacher/train/images_train/14936.jpg,60.0,80.0,0.75,2235,0.8775443434715271,0.19061054289340973,0.034397393465042114,0.6297916666666666
14951,data/raw/teacher/train/images_train/14951.jpg,60.0,80.0,0.75,2835,0.7899850606918335,0.30918124318122864,0.053336597979068756,0.6220833333333333
15166,data/raw/teacher/train/images_train/15166.jpg,60.0,80.0,0.75,1350,0.8153965473175049,0.21971000730991364,0.04604237899184227,0.5247916666666667
15169,data/raw/teacher/train/images_train/15169.jpg,60.0,80.0,0.75,2226,0.7741473317146301,0.2971402108669281,0.05929515138268471,0.5620833333333334
15216,data/raw/teacher/train/images_train/15216.jpg,60.0,80.0,0.75,12936,0.9344387054443359,0.15492677688598633,0.02266808971762657,0.8304166666666667
15295,data/raw/teacher/train/images_train/15295.jpg,60.0,80.0,0.75,18978,0.786037266254425,0.3509388864040375,0.027977630496025085,0.708125
15372,data/raw/teacher/train/images_train/15372.jpg,60.0,80.0,0.75,20776,0.7485707998275757,0.28973665833473206,0.0376858152449131,0.5285416666666667
15474,data/raw/teacher/train/images_train/15474.jpg,60.0,80.0,0.75,1867,0.8047165274620056,0.22957222163677216,0.0337875559926033,0.5360416666666666
15483,data/raw/teacher/train/images_train/15483.jpg,60.0,80.0,0.75,2235,0.7131606936454773,0.3657752275466919,0.05132602900266647,0.5529166666666666
15697,data/raw/teacher/train/images_train/15697.jpg,60.0,80.0,0.75,22146,0.8401500582695007,0.2725997567176819,0.0291714109480381,0.533125
15775,data/raw/teacher/train/images_train/15775.jpg,60.0,80.0,0.75,19883,0.6479698419570923,0.2342451512813568,0.05608219653367996,0.21729166666666666
15814,data/raw/teacher/train/images_train/15814.jpg,60.0,80.0,0.75,24953,0.6285120248794556,0.2572678327560425,0.05497073754668236,0.22520833333333334
15817,data/raw/teacher/train/images_train/15817.jpg,60.0,80.0,0.75,26380,0.7977099418640137,0.26299452781677246,0.033786702901124954,0.543125
15840,data/raw/teacher/train/images_train/15840.jpg,60.0,80.0,0.75,1139,0.8364338278770447,0.23945774137973785,0.03405780717730522,0.640625
15846,data/raw/teacher/train/images_train/15846.jpg,60.0,80.0,0.75,2103,0.8461871147155762,0.20573513209819794,0.0446019172668457,0.5414583333333334
15887,data/raw/teacher/train/images_train/15887.jpg,60.0,80.0,0.75,19051,0.9437652826309204,0.14351794123649597,0.0157049298286438,0.8533333333333334
15915,data/raw/teacher/train/images_train/15915.jpg,60.0,80.0,0.75,1563,0.776132345199585,0.27808359265327454,0.037894945591688156,0.5152083333333334
15937,data/raw/teacher/train/images_train/15937.jpg,60.0,80.0,0.75,19614,0.88778156042099,0.255937784910202,0.02134195901453495,0.825625
15965,data/raw/teacher/train/images_train/15965.jpg,60.0,80.0,0.75,2101,0.7118158936500549,0.3508557081222534,0.03882915899157524,0.545
15967,data/raw/teacher/train/images_train/15967.jpg,60.0,80.0,0.75,1599,0.763941764831543,0.2804492712020874,0.05941842123866081,0.5295833333333333
15968,data/raw/teacher/train/images_train/15968.jpg,60.0,80.0,0.75,1693,0.7906715869903564,0.2533295154571533,0.06422307342290878,0.5185416666666667
15994,data/raw/teacher/train/images_train/15994.jpg,60.0,80.0,0.75,1575,0.7800196409225464,0.26212653517723083,0.05158747732639313,0.5354166666666667
16066,data/raw/teacher/train/images_train/16066.jpg,60.0,80.0,0.75,2306,0.7548072338104248,0.3459208309650421,0.041873592883348465,0.614375
16124,data/raw/teacher/train/images_train/16124.jpg,60.0,80.0,0.75,2288,0.7061105966567993,0.3525959849357605,0.041460659354925156,0.5264583333333334
16131,data/raw/teacher/train/images_train/16131.jpg,60.0,80.0,0.75,2102,0.8056067228317261,0.2711252272129059,0.031533412635326385,0.601875
16132,data/raw/teacher/train/images_train/16132.jpg,60.0,80.0,0.75,1767,0.8679980635643005,0.25498726963996887,0.03478952869772911,0.6789583333333333
16252,data/raw/teacher/train/images_train/16252.jpg,60.0,80.0,0.75,13656,0.8458921313285828,0.31727805733680725,0.03231033682823181,0.7941666666666667
16338,data/raw/teacher/train/images_train/16338.jpg,60.0,80.0,0.75,1956,0.6813976168632507,0.3517194092273712,0.04274321347475052,0.5120833333333333
16357,data/raw/teacher/train/images_train/16357.jpg,60.0,80.0,0.75,1721,0.8409550189971924,0.2606489658355713,0.03150380402803421,0.5177083333333333
16370,data/raw/teacher/train/images_train/16370.jpg,60.0,80.0,0.75,25198,0.8587260842323303,0.21992608904838562,0.033841658383607864,0.649375
16415,data/raw/teacher/train/images_train/16415.jpg,60.0,80.0,0.75,1685,0.7614125609397888,0.30052515864372253,0.06148640438914299,0.5335416666666667
16443,data/raw/teacher/train/images_train/16443.jpg,60.0,80.0,0.75,1976,0.6631881594657898,0.3774886727333069,0.045194558799266815,0.5135416666666667
16452,data/raw/teacher/train/images_train/16452.jpg,60.0,80.0,0.75,1544,0.7785869240760803,0.2849757969379425,0.07184193283319473,0.5525
16535,data/raw/teacher/train/images_train/16535.jpg,60.0,80.0,0.75,14101,0.9144226312637329,0.1942623406648636,0.021796103566884995,0.8075
16542,data/raw/teacher/train/images_train/16542.jpg,60.0,80.0,0.75,1454,0.7750141620635986,0.2607886791229248,0.04295322299003601,0.516875
16742,data/raw/teacher/train/images_train/16742.jpg,60.0,80.0,0.75,1640,0.9592486619949341,0.1040104329586029,0.007462766021490097,0.86
16748,data/raw/teacher/train/images_train/16748.jpg,60.0,80.0,0.75,1784,0.883999228477478,0.2874968647956848,0.018848806619644165,0.8495833333333334
16762,data/raw/teacher/train/images_train/16762.jpg,60.0,80.0,0.75,16288,0.8135166168212891,0.2913757860660553,0.03907463699579239,0.6777083333333334
16769,data/raw/teacher/train/images_train/16769.jpg,60.0,80.0,0.75,1662,0.9563153982162476,0.11337006837129593,0.011007670313119888,0.8514583333333333
16885,data/raw/teacher/train/images_train/16885.jpg,60.0,80.0,0.75,20008,0.9646291136741638,0.12412723153829575,0.011591777205467224,0.9079166666666667
16961,data/raw/teacher/train/images_train/16961.jpg,60.0,80.0,0.75,18606,0.9600215554237366,0.14273975789546967,0.016555599868297577,0.914375
17086,data/raw/teacher/train/images_train/17086.jpg,60.0,80.0,0.75,23199,0.9287984371185303,0.1536768674850464,0.00903220847249031,0.8179166666666666
17168,data/raw/teacher/train/images_train/17168.jpg,60.0,80.0,0.75,1409,0.8317578434944153,0.24578671157360077,0.03784598037600517,0.5652083333333333
17264,data/raw/teacher/train/images_train/17264.jpg,60.0,80.0,0.75,2224,0.7767897248268127,0.2877446413040161,0.04850660637021065,0.5716666666666667
17435,data/raw/teacher/train/images_train/17435.jpg,60.0,80.0,0.75,1401,0.8803039789199829,0.1978275179862976,0.037324316799640656,0.6433333333333333
17443,data/raw/teacher/train/images_train/17443.jpg,60.0,80.0,0.75,1648,0.7083183526992798,0.34929001331329346,0.06618404388427734,0.5160416666666666
17454,data/raw/teacher/train/images_train/17454.jpg,60.0,80.0,0.75,25524,0.756208598613739,0.3152896463871002,0.05330600589513779,0.5027083333333333
17456,data/raw/teacher/train/images_train/17456.jpg,60.0,80.0,0.75,3469,0.8869509100914001,0.16409669816493988,0.037057727575302124,0.6054166666666667
17466,data/raw/teacher/train/images_train/17466.jpg,60.0,80.0,0.75,10778,0.976410448551178,0.044177036732435226,0.0057184137403965,0.7897916666666667
17485,data/raw/teacher/train/images_train/17485.jpg,60.0,80.0,0.75,22111,0.8984262347221375,0.21283113956451416,0.03423447161912918,0.710625
17495,data/raw/teacher/train/images_train/17495.jpg,60.0,80.0,0.75,13768,0.9042244553565979,0.2440788894891739,0.021581439301371574,0.853125
17496,data/raw/teacher/train/images_train/17496.jpg,60.0,80.0,0.75,29187,0.8569297194480896,0.170167937874794,0.030837146565318108,0.5354166666666667
17613,data/raw/teacher/train/images_train/17613.jpg,60.0,80.0,0.75,1659,0.8710858225822449,0.25049006938934326,0.022070910781621933,0.7789583333333333
17639,data/raw/teacher/train/images_train/17639.jpg,60.0,80.0,0.75,1512,0.8392333984375,0.3301197290420532,0.03310752660036087,0.7954166666666667
17665,data/raw/teacher/train/images_train/17665.jpg,60.0,80.0,0.75,14370,0.8130474090576172,0.3292972445487976,0.02280959114432335,0.74625
17684,data/raw/teacher/train/images_train/17684.jpg,60.0,80.0,0.75,12985,0.8838132619857788,0.2476237267255783,0.020722270011901855,0.8097916666666667
17697,data/raw/teacher/train/images_train/17697.jpg,60.0,80.0,0.75,11792,0.9358251690864563,0.15895774960517883,0.015512745827436447,0.8325
17722,data/raw/teacher/train/images_train/17722.jpg,60.0,80.0,0.75,1302,0.5403099656105042,0.3486520051956177,0.04578714072704315,0.34979166666666667
17727,data/raw/teacher/train/images_train/17727.jpg,60.0,80.0,0.75,1674,0.48283523321151733,0.4087904095649719,0.03365028649568558,0.37145833333333333
17729,data/raw/teacher/train/images_train/17729.jpg,60.0,80.0,0.75,1201,0.7630072832107544,0.19888074696063995,0.05697212740778923,0.36895833333333333
17770,data/raw/teacher/train/images_train/17770.jpg,60.0,80.0,0.75,14389,0.9325180053710938,0.16988562047481537,0.022268138825893402,0.8285416666666666
17781,data/raw/teacher/train/images_train/17781.jpg,60.0,80.0,0.75,14246,0.9311497807502747,0.16483163833618164,0.023457534611225128,0.8325
17796,data/raw/teacher/train/images_train/17796.jpg,60.0,80.0,0.75,1950,0.9034817218780518,0.21254706382751465,0.016218241304159164,0.8208333333333333
17808,data/raw/teacher/train/images_train/17808.jpg,60.0,80.0,0.75,2036,0.95013427734375,0.10715778172016144,0.012378502637147903,0.8083333333333333
17849,data/raw/teacher/train/images_train/17849.jpg,60.0,80.0,0.75,2203,0.8644474148750305,0.22857508063316345,0.042579639703035355,0.6035416666666666
17871,data/raw/teacher/train/images_train/17871.jpg,60.0,80.0,0.75,19187,0.872600793838501,0.2700180113315582,0.01813223958015442,0.7935416666666667
17900,data/raw/teacher/train/images_train/17900.jpg,60.0,80.0,0.75,2731,0.802219569683075,0.2684382498264313,0.032575689256191254,0.620625
17901,data/raw/teacher/train/images_train/17901.jpg,60.0,80.0,0.75,2339,0.7079866528511047,0.3857839107513428,0.039670608937740326,0.6152083333333334
17904,data/raw/teacher/train/images_train/17904.jpg,60.0,80.0,0.75,2137,0.7784924507141113,0.34306618571281433,0.035246461629867554,0.6885416666666667
17905,data/raw/teacher/train/images_train/17905.jpg,60.0,80.0,0.75,3053,0.7527677416801453,0.3909030854701996,0.03394368290901184,0.6997916666666667
17922,data/raw/teacher/train/images_train/17922.jpg,60.0,80.0,0.75,1761,0.6815046072006226,0.39742401242256165,0.028476353734731674,0.5945833333333334
17973,data/raw/teacher/train/images_train/17973.jpg,60.0,80.0,0.75,19977,0.8208523988723755,0.3283059000968933,0.02764791250228882,0.755625
18007,data/raw/teacher/train/images_train/18007.jpg,60.0,80.0,0.75,13482,0.6394188404083252,0.39054566621780396,0.03205804526805878,0.5277083333333333
18241,data/raw/teacher/train/images_train/18241.jpg,60.0,80.0,0.75,2314,0.8307377696037292,0.21172596514225006,0.04012015461921692,0.5414583333333334
18242,data/raw/teacher/train/images_train/18242.jpg,60.0,80.0,0.75,2259,0.9006065130233765,0.17491093277931213,0.033014096319675446,0.690625
18300,data/raw/teacher/train/images_train/18300.jpg,60.0,80.0,0.75,1304,0.8362845778465271,0.21672873198986053,0.045667409896850586,0.5708333333333333
18303,data/raw/teacher/train/images_train/18303.jpg,60.0,80.0,0.75,2417,0.7472522258758545,0.3165285289287567,0.034200701862573624,0.57875
18480,data/raw/teacher/train/images_train/18480.jpg,60.0,80.0,0.75,57863,0.8037818670272827,0.34311461448669434,0.029595166444778442,0.7239583333333334
18493,data/raw/teacher/train/images_train/18493.jpg,60.0,80.0,0.75,22680,0.9158850312232971,0.18600352108478546,0.022338788956403732,0.8058333333333333
18524,data/raw/teacher/train/images_train/18524.jpg,60.0,80.0,0.75,2193,0.5663014650344849,0.37144821882247925,0.053901709616184235,0.36291666666666667
18621,data/raw/teacher/train/images_train/18621.jpg,60.0,80.0,0.75,2213,0.7225321531295776,0.34762516617774963,0.04262441769242287,0.5372916666666666
18711,data/raw/teacher/train/images_train/18711.jpg,60.0,80.0,0.75,3562,0.8659869432449341,0.22878360748291016,0.0286988727748394,0.7066666666666667
18719,data/raw/teacher/train/images_train/18719.jpg,60.0,80.0,0.75,2405,0.8974409699440002,0.1896117478609085,0.034006234258413315,0.5870833333333333
18730,data/raw/teacher/train/images_train/18730.jpg,60.0,80.0,0.75,2469,0.6948485970497131,0.3589240312576294,0.0628509521484375,0.5254166666666666
18781,data/raw/teacher/train/images_train/18781.jpg,60.0,80.0,0.75,17520,0.950787365436554,0.12351705133914948,0.012589491903781891,0.8497916666666666
18787,data/raw/teacher/train/images_train/18787.jpg,60.0,80.0,0.75,17768,0.892132043838501,0.15807431936264038,0.012543701566755772,0.6389583333333333
18798,data/raw/teacher/train/images_train/18798.jpg,60.0,80.0,0.75,25136,0.7742600440979004,0.30981361865997314,0.0433705635368824,0.5979166666666667
18805,data/raw/teacher/train/images_train/18805.jpg,60.0,80.0,0.75,19387,0.8472644090652466,0.3175389766693115,0.02484004572033882,0.7972916666666666
18836,data/raw/teacher/train/images_train/18836.jpg,60.0,80.0,0.75,19055,0.8943886160850525,0.24593724310398102,0.02111174538731575,0.8308333333333333
18871,data/raw/teacher/train/images_train/18871.jpg,60.0,80.0,0.75,19561,0.8539493680000305,0.2865925133228302,0.020214388146996498,0.77875
18874,data/raw/teacher/train/images_train/18874.jpg,60.0,80.0,0.75,19406,0.8434174656867981,0.2989486753940582,0.020939519628882408,0.76875
18919,data/raw/teacher/train/images_train/18919.jpg,60.0,80.0,0.75,1452,0.8386609554290771,0.1951502561569214,0.04877253621816635,0.5302083333333333
18950,data/raw/teacher/train/images_train/18950.jpg,60.0,80.0,0.75,12312,0.9682618975639343,0.054752569645643234,0.007548220921307802,0.6672916666666666
18962,data/raw/teacher/train/images_train/18962.jpg,60.0,80.0,0.75,1455,0.7843685150146484,0.2648625373840332,0.03623595088720322,0.5529166666666666
18966,data/raw/teacher/train/images_train/18966.jpg,60.0,80.0,0.75,2082,0.7721914649009705,0.28232452273368835,0.043143242597579956,0.5377083333333333
