source_partition,product_ids,original_files_audited,paired_image_inputs,original_native_60x80,original_other_sizes,original_non_rgb_sources,original_median_file_kib,original_p95_file_kib,ordered_inventory_sha256
train,26992,26992,53984,26982,10,246,13.50390625,25.53281250,1cff7807fb38c1e722c1b4c5ddc05239be203c5b54c620eab961563afdeb56bd
