class_name,support,v2_f1,teacher_e8_f1,change_from_teacher_e8,previous_expansion_f1,change_from_previous_expansion
Casual,25151,0.9339182890046613,0.9305225421813507,0.0033957468233106747,0.9297250959533967,0.004193193051264643
Ethnic,2183,0.8623725671918443,0.8473771659150249,0.01499540127681942,0.8501986445431176,0.012173922648726743
Formal,1949,0.7991475759190197,0.7770700636942676,0.022077512224752183,0.7697649572649573,0.029382618654062442
Home,1,0.0,0.0,0.0,0.0,0.0
NA,61,0.23622047244094488,0.16901408450704225,0.06720638793390263,0.22222222222222224,0.013998250218722641
Party,12,0.0,0.07692307692307691,-0.07692307692307691,0.0,0.0
Smart Casual,47,0.0,0.10344827586206896,-0.10344827586206896,0.03846153846153846,-0.03846153846153846
Sports,3346,0.6905462872096827,0.666101982043029,0.024444305166653746,0.6632531148660181,0.027293172343664573
Travel,22,0.16129032258064516,0.20408163265306123,-0.04279131007241607,0.20408163265306123,-0.04279131007241607
