corruption,macro_f1,macro_f1_change
brightness_085,0.24320139333756954,-0.5123173856543503
brightness_115,0.636372823647538,-0.11914595534438184
grayscale,0.7233266429880305,-0.03219213600388932
jpeg_75,0.7048859881148181,-0.0506327908771018
translation_003,0.7134166562232606,-0.0421021227686592
