epoch,learning_rate,train_loss,train_macro_f1,validation_loss,validation_macro_f1,train_metric_scope,sam_second_loss,selected_checkpoint,clean_train_macro_f1
1,0.001,0.7715595425675609,,0.6186896849457187,0.5742397501267242,not_applicable_mixed_inputs,0.8613664080403762,False,
2,0.0009972883382072953,0.6567661197652896,,0.4719843132867352,0.6454372406602326,not_applicable_mixed_inputs,0.7313028741210221,False,
3,0.0009891830623632338,0.5947721628811776,,0.4249542019084521,0.6831432389439394,not_applicable_mixed_inputs,0.6624151002715145,False,
4,0.0009757729755661011,0.5833897990092897,,0.4009028957733467,0.6543096680277578,not_applicable_mixed_inputs,0.642499992376425,False,
5,0.0009572050015330874,0.545590675368189,,0.4077814423262973,0.7047361575631463,not_applicable_mixed_inputs,0.5971896932381514,False,
6,0.0009336825748732973,0.5273184410130859,,0.3766051783336859,0.71363350076219,not_applicable_mixed_inputs,0.5805662003843771,False,
7,0.0009054634122155991,0.50741798860894,,0.3770368452811085,0.681369492214835,not_applicable_mixed_inputs,0.5565049212093485,False,
8,0.0008728566886113102,0.5155514889869137,,0.35419129388906856,0.7459113405254504,not_applicable_mixed_inputs,0.5626587190762629,False,
9,0.0008362196501476349,0.4936400704080144,,0.4018123509882789,0.7007472164892689,not_applicable_mixed_inputs,0.5368837586302142,False,
10,0.0007959536998847742,0.47549731191290323,,0.363004432777112,0.7486862073007249,not_applicable_mixed_inputs,0.5194753817253491,False,0.7969167055181993
11,0.0007525,0.4836673364350125,,0.3651340498135469,0.7425894607252336,not_applicable_mixed_inputs,0.5261319745368943,False,
12,0.0007063346383225212,0.4468045356753762,,0.329717613989736,0.7582097358227905,not_applicable_mixed_inputs,0.48725537041686673,False,
13,0.000657963412215599,0.4530022165777118,,0.31830183841719,0.761839329747201,not_applicable_mixed_inputs,0.4945837038332592,False,
14,0.0006079162869547909,0.46793718222986186,,0.3261866354403852,0.7688982735919936,not_applicable_mixed_inputs,0.509239692559777,False,
15,0.0005567415893174886,0.45091492384103854,,0.32256282376420786,0.7602223176712386,not_applicable_mixed_inputs,0.49020997264019683,False,0.8186887867077826
16,0.0005050000000000002,0.43152638502379215,,0.3199189700289717,0.7776835447183149,not_applicable_mixed_inputs,0.4699716761946951,False,
17,0.0004532584106825117,0.41624355707161304,,0.30822611822893503,0.775576368914595,not_applicable_mixed_inputs,0.4529170532202921,False,
18,0.00040208371304520916,0.4155248929579507,,0.3049575755810094,0.7610248028615072,not_applicable_mixed_inputs,0.45290449082078504,False,
19,0.00035203658778440114,0.4246619651737693,,0.3045375330583132,0.7746420904503533,not_applicable_mixed_inputs,0.4617989637304316,False,
20,0.00030366536167747904,0.41789348449168723,,0.2926479630637274,0.776030634307344,not_applicable_mixed_inputs,0.45379802285942933,False,0.8779920927974911
21,0.00025750000000000013,0.40782186857713804,,0.2974144073887379,0.7788317614411803,not_applicable_mixed_inputs,0.44333396817235704,False,
22,0.00021404630011522585,0.4087316724564809,,0.30143497210503645,0.7899470564921511,not_applicable_mixed_inputs,0.4446320542845446,False,
23,0.00017378034985236535,0.3871216998402168,,0.2929178284276229,0.7901041147616863,not_applicable_mixed_inputs,0.4213820497513181,False,
24,0.00013714331138868998,0.38386477638891325,,0.2839725103275332,0.7784140376909919,not_applicable_mixed_inputs,0.41882936466203946,False,
25,0.00010453658778440108,0.39060355116628126,,0.2882453993056069,0.786026767972013,not_applicable_mixed_inputs,0.4242234795262666,True,0.901605260504111
