label,precision,recall,f1,support
Fall,0.7175272905678891,0.655241935483871,0.684971605877876,8928
Spring,0.9285714285714286,0.6260346124905944,0.7478651685393258,1329
Summer,0.743694882884907,0.8155220203264552,0.7779540513543687,16235
Winter,0.7437722419928826,0.701006229036895,0.7217562900838678,6261
