scope,fold,size,width,height,query_source,gallery_source,protocol,query_transform_seconds,gallery_transform_seconds,query_source_bytes,gallery_source_bytes,feature_bytes_per_image,uint8_tensor_bytes_per_image,float32_tensor_bytes_per_image,metric,k,aggregation,value,query_count,class_count
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_strict,5,query_mean,0.27445055,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_strict,5,article_type_macro,0.12982613,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,tie_rate,5,query_mean,0.02898109,6556,108
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,tie_rate,5,article_type_macro,0.02026771,6556,108
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,ndcg,10,query_mean,0.48549433,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,ndcg,10,article_type_macro,0.34667823,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_any,10,query_mean,0.66637668,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_any,10,article_type_macro,0.38340671,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_strict,10,query_mean,0.25228938,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_strict,10,article_type_macro,0.10881712,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,tie_rate,10,query_mean,0.03349603,6556,108
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,tie_rate,10,article_type_macro,0.02979281,6556,108
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,ndcg,20,query_mean,0.46899539,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,ndcg,20,article_type_macro,0.33513881,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_any,20,query_mean,0.63655372,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_any,20,article_type_macro,0.33064639,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_strict,20,query_mean,0.22986111,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision_strict,20,article_type_macro,0.09261403,6552,104
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,tie_rate,20,query_mean,0.03564674,6556,108
development,1,96x128,96,128,teacher,v1,primary,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,tie_rate,20,article_type_macro,0.03155603,6556,108
development,1,96x128,96,128,teacher,v1,family,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,coverage,10,query_mean,0.39948139,6556,
development,1,96x128,96,128,teacher,v1,family,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,tie_rate,10,query_mean,0.03971934,6556,
development,1,96x128,96,128,teacher,v1,family,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,recall,10,query_mean,0.36450454,2619,
development,1,96x128,96,128,teacher,v1,family,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,hit_rate,10,query_mean,0.63841161,2619,
development,1,96x128,96,128,teacher,v1,family,656.55549118,677.19803706,409687427,11525856401,1600,36864,147456,precision,10,query_mean,0.15345552,2619,
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,ndcg,5,query_mean,0.49901766,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,ndcg,5,article_type_macro,0.37592240,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_any,5,query_mean,0.69151404,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_any,5,article_type_macro,0.45616579,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_strict,5,query_mean,0.27130647,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_strict,5,article_type_macro,0.12622290,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,tie_rate,5,query_mean,0.02681513,6556,108
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,tie_rate,5,article_type_macro,0.01978832,6556,108
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,ndcg,10,query_mean,0.48338195,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,ndcg,10,article_type_macro,0.35475092,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_any,10,query_mean,0.66483516,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_any,10,article_type_macro,0.39053526,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_strict,10,query_mean,0.25155678,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_strict,10,article_type_macro,0.10959147,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,tie_rate,10,query_mean,0.03064369,6556,108
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,tie_rate,10,article_type_macro,0.02905092,6556,108
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,ndcg,20,query_mean,0.46626990,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,ndcg,20,article_type_macro,0.34008257,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_any,20,query_mean,0.63349359,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_any,20,article_type_macro,0.33294075,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_strict,20,query_mean,0.22840354,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision_strict,20,article_type_macro,0.09241854,6552,104
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,tie_rate,20,query_mean,0.03231391,6556,108
development,1,96x128,96,128,v1,teacher,primary,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,tie_rate,20,article_type_macro,0.03114542,6556,108
development,1,96x128,96,128,v1,teacher,family,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,coverage,10,query_mean,0.39948139,6556,
development,1,96x128,96,128,v1,teacher,family,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,tie_rate,10,query_mean,0.03691275,6556,
development,1,96x128,96,128,v1,teacher,family,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,recall,10,query_mean,0.35601423,2619,
development,1,96x128,96,128,v1,teacher,family,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,hit_rate,10,query_mean,0.63497518,2619,
development,1,96x128,96,128,v1,teacher,family,677.19803706,656.55549118,11525856401,409687427,1600,36864,147456,precision,10,query_mean,0.15127911,2619,
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,ndcg,5,query_mean,0.51159328,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,ndcg,5,article_type_macro,0.37738598,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_any,5,query_mean,0.70360195,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_any,5,article_type_macro,0.45648740,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_strict,5,query_mean,0.28348596,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_strict,5,article_type_macro,0.12936593,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,tie_rate,5,query_mean,0.03090299,6556,108
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,tie_rate,5,article_type_macro,0.02204482,6556,108
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,ndcg,10,query_mean,0.49521342,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,ndcg,10,article_type_macro,0.35665440,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_any,10,query_mean,0.67622100,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_any,10,article_type_macro,0.39448662,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_strict,10,query_mean,0.26268315,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_strict,10,article_type_macro,0.11355401,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,tie_rate,10,query_mean,0.03317572,6556,108
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,tie_rate,10,article_type_macro,0.02727466,6556,108
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,ndcg,20,query_mean,0.47841606,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,ndcg,20,article_type_macro,0.34217363,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_any,20,query_mean,0.64635989,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_any,20,article_type_macro,0.33691933,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_strict,20,query_mean,0.23893468,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision_strict,20,article_type_macro,0.09521119,6552,104
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,tie_rate,20,query_mean,0.03450275,6556,108
development,1,240x320,240,320,teacher,teacher,primary,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,tie_rate,20,article_type_macro,0.03100573,6556,108
development,1,240x320,240,320,teacher,teacher,family,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,coverage,10,query_mean,0.39948139,6556,
development,1,240x320,240,320,teacher,teacher,family,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,tie_rate,10,query_mean,0.03971934,6556,
development,1,240x320,240,320,teacher,teacher,family,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,recall,10,query_mean,0.37385510,2619,
development,1,240x320,240,320,teacher,teacher,family,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,hit_rate,10,query_mean,0.65253914,2619,
development,1,240x320,240,320,teacher,teacher,family,767.25958317,767.25958317,409687427,409687427,1600,230400,921600,precision,10,query_mean,0.15826651,2619,
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,ndcg,5,query_mean,0.50241280,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,ndcg,5,article_type_macro,0.36592435,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_any,5,query_mean,0.69743590,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_any,5,article_type_macro,0.44473413,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_strict,5,query_mean,0.27023810,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_strict,5,article_type_macro,0.12477756,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,tie_rate,5,query_mean,0.03166565,6556,108
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,tie_rate,5,article_type_macro,0.03558567,6556,108
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,ndcg,10,query_mean,0.48454184,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,ndcg,10,article_type_macro,0.34708363,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_any,10,query_mean,0.66684982,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_any,10,article_type_macro,0.38436693,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_strict,10,query_mean,0.24893162,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_strict,10,article_type_macro,0.10878315,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,tie_rate,10,query_mean,0.03642465,6556,108
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,tie_rate,10,article_type_macro,0.03341550,6556,108
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,ndcg,20,query_mean,0.46604261,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,ndcg,20,article_type_macro,0.32933237,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_any,20,query_mean,0.63424908,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_any,20,article_type_macro,0.32525697,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_strict,20,query_mean,0.22496947,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision_strict,20,article_type_macro,0.08982809,6552,104
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,tie_rate,20,query_mean,0.03881178,6556,108
development,1,240x320,240,320,v1,v1,primary,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,tie_rate,20,article_type_macro,0.03342439,6556,108
development,1,240x320,240,320,v1,v1,family,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,coverage,10,query_mean,0.39948139,6556,
development,1,240x320,240,320,v1,v1,family,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,tie_rate,10,query_mean,0.04045149,6556,
development,1,240x320,240,320,v1,v1,family,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,recall,10,query_mean,0.37006587,2619,
development,1,240x320,240,320,v1,v1,family,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,hit_rate,10,query_mean,0.64795724,2619,
development,1,240x320,240,320,v1,v1,family,774.74986615,774.74986615,11525856401,11525856401,1600,230400,921600,precision,10,query_mean,0.15578465,2619,
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,ndcg,5,query_mean,0.48544059,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,ndcg,5,article_type_macro,0.33522236,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_any,5,query_mean,0.67005495,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_any,5,article_type_macro,0.40780049,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_strict,5,query_mean,0.26474359,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_strict,5,article_type_macro,0.11817940,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,tie_rate,5,query_mean,0.02980476,6556,108
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,tie_rate,5,article_type_macro,0.02718817,6556,108
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,ndcg,10,query_mean,0.46774562,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,ndcg,10,article_type_macro,0.31578976,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_any,10,query_mean,0.64093407,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_any,10,article_type_macro,0.35251240,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_strict,10,query_mean,0.24322344,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_strict,10,article_type_macro,0.09965605,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,tie_rate,10,query_mean,0.03189445,6556,108
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,tie_rate,10,article_type_macro,0.03296689,6556,108
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,ndcg,20,query_mean,0.45017602,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,ndcg,20,article_type_macro,0.30384642,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_any,20,query_mean,0.61131716,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_any,20,article_type_macro,0.30462301,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_strict,20,query_mean,0.21950549,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision_strict,20,article_type_macro,0.08352671,6552,104
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,tie_rate,20,query_mean,0.03499085,6556,108
development,1,240x320,240,320,teacher,v1,primary,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,tie_rate,20,article_type_macro,0.03432117,6556,108
development,1,240x320,240,320,teacher,v1,family,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,coverage,10,query_mean,0.39948139,6556,
development,1,240x320,240,320,teacher,v1,family,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,tie_rate,10,query_mean,0.03814826,6556,
development,1,240x320,240,320,teacher,v1,family,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,recall,10,query_mean,0.32502596,2619,
development,1,240x320,240,320,teacher,v1,family,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,hit_rate,10,query_mean,0.59488354,2619,
development,1,240x320,240,320,teacher,v1,family,767.25958317,774.74986615,409687427,11525856401,1600,230400,921600,precision,10,query_mean,0.13646430,2619,
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,ndcg,5,query_mean,0.47119069,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,ndcg,5,article_type_macro,0.33880964,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_any,5,query_mean,0.65824176,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_any,5,article_type_macro,0.41450792,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_strict,5,query_mean,0.25375458,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_strict,5,article_type_macro,0.11649876,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,tie_rate,5,query_mean,0.02815741,6556,108
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,tie_rate,5,article_type_macro,0.02003044,6556,108
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,ndcg,10,query_mean,0.45568546,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,ndcg,10,article_type_macro,0.31910876,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_any,10,query_mean,0.63139499,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_any,10,article_type_macro,0.35690189,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_strict,10,query_mean,0.23395910,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_strict,10,article_type_macro,0.10258659,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,tie_rate,10,query_mean,0.03258084,6556,108
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,tie_rate,10,article_type_macro,0.02525975,6556,108
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,ndcg,20,query_mean,0.43999967,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,ndcg,20,article_type_macro,0.30465027,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_any,20,query_mean,0.60223596,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_any,20,article_type_macro,0.30431387,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_strict,20,query_mean,0.21314866,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision_strict,20,article_type_macro,0.08507230,6552,104
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,tie_rate,20,query_mean,0.03485357,6556,108
development,1,240x320,240,320,v1,teacher,primary,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,tie_rate,20,article_type_macro,0.03049334,6556,108
development,1,240x320,240,320,v1,teacher,family,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,coverage,10,query_mean,0.39948139,6556,
development,1,240x320,240,320,v1,teacher,family,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,tie_rate,10,query_mean,0.03819402,6556,
development,1,240x320,240,320,v1,teacher,family,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,recall,10,query_mean,0.31748104,2619,
development,1,240x320,240,320,v1,teacher,family,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,hit_rate,10,query_mean,0.57693776,2619,
development,1,240x320,240,320,v1,teacher,family,774.74986615,767.25958317,11525856401,409687427,1600,230400,921600,precision,10,query_mean,0.13577701,2619,
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,ndcg,5,query_mean,0.51575477,6552,101
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,ndcg,5,article_type_macro,0.36700543,6552,101
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,precision_any,5,query_mean,0.70879121,6552,101
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,precision_any,5,article_type_macro,0.44923762,6552,101
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,precision_strict,5,query_mean,0.28556166,6552,101
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,precision_strict,5,article_type_macro,0.12740043,6552,101
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,tie_rate,5,query_mean,0.03409126,6553,102
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,tie_rate,5,article_type_macro,0.02286373,6553,102
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,ndcg,10,query_mean,0.49928188,6552,101
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,ndcg,10,article_type_macro,0.35070950,6552,101
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,precision_any,10,query_mean,0.68090659,6552,101
development,0,96x128,96,128,teacher,teacher,primary,656.55549118,656.55549118,409687427,409687427,1600,36864,147456,precision_any,10,article_type_macro,0.38861696,6552,101
