label,precision,recall,f1,support
Fall,0.7390018484288355,0.6717069892473119,0.7037493399049463,8928
Spring,0.9025380710659898,0.6689240030097818,0.7683664649956785,1329
Summer,0.7667122975131189,0.8279642747151217,0.7961619332484379,16235
Winter,0.75706583891521,0.7401373582494809,0.748505895654983,6261
