metric,fold_mean,fold_sd,fold_min,fold_max,pooled_value
n_samples,6550.6,0.8944271909999159,6550.0,6552.0,32753.0
accuracy,0.7485737039523153,0.012322430583733413,0.7289377289377289,0.7625954198473283,0.748572649833603
balanced_accuracy,0.7037888595721319,0.009625134275969355,0.6930475291743716,0.7144855898849273,0.7037855941167577
macro_precision,0.788596525799975,0.02014337925705836,0.7602598151227271,0.8077456485514367,0.7872390886158085
macro_recall,0.7037888595721319,0.009625134275969355,0.6930475291743716,0.7144855898849273,0.7037855941167577
macro_f1,0.7375989551263118,0.010012793117068607,0.723007465506373,0.7509616550947982,0.7376613209761836
weighted_f1,0.746793624747396,0.012204539577296225,0.7282128450802243,0.7615161821379247,0.7469120427236042
nll,0.6529153652563646,0.022760197575462014,0.6340712036627896,0.6896432706257881,0.6529172918618681
brier,0.3540632152361313,0.014948051783261286,0.33905832535620856,0.37861672597682455,0.354064481460278
ece,0.04264396254466215,0.014235525772551395,0.027785564915736524,0.05747973471013754,0.03966321067335832
