label,precision,recall,f1,support
Fall,0.7416348357524828,0.5436827956989247,0.6274154979641957,8928
Spring,0.9427570093457944,0.6072234762979684,0.7386727688787186,1329
Summer,0.6888613247333168,0.855189405605174,0.7630667765869744,16235
Winter,0.7629401577833366,0.6332854176649098,0.6920928608832257,6261
