epoch,learning_rate,train_loss,train_macro_f1,validation_loss,validation_macro_f1,model,selected_checkpoint
30,1.2711661792704666e-05,0.0215592337409234,0.9919675005455973,0.5040508671675055,0.6988325090750038,g-e2,
1,0.001,0.7287964330393366,0.4786320710361148,0.9983314876241813,0.4312475625905132,g-e3,
2,0.0009972883382072,0.5433208936008812,0.611704246697197,0.708986044491693,0.5470208535449924,g-e3,
3,0.0009891830623632,0.4812869667557672,0.6547436560511022,0.8067100660590075,0.47097470632935845,g-e3,
4,0.0009757729755661001,0.43882502172023913,0.6922717724902591,0.6184359282375218,0.5991409422855074,g-e3,
5,0.000957205001533,0.404414036547482,0.718098016429091,0.9205519751800904,0.49989402564935626,g-e3,
6,0.0009336825748732,0.376876207894968,0.7406979868372229,0.7265880703365801,0.5600738313732154,g-e3,
7,0.0009054634122155,0.34855774379005433,0.7594621019587919,1.0972415712375756,0.5170403327470012,g-e3,
8,0.0008728566886113001,0.3190604564088466,0.7838931145729282,0.918557733659725,0.4907488991139795,g-e3,
9,0.0008362196501476001,0.292187620033019,0.8067746790558701,1.599707522028031,0.4196201082437251,g-e3,
10,0.0007959536998847,0.2678039041232904,0.8255595464025252,1.170695183178151,0.48181358254977225,g-e3,
11,0.0007525,0.24240043723016863,0.8434266106237545,0.9361647085287009,0.5131973772537177,g-e3,
12,0.0007063346383225,0.21603937138868495,0.86607748333035,1.6018963802609427,0.4423531650783894,g-e3,
13,0.0006579634122155,0.1929379293670915,0.8834979528097779,0.9355503537517619,0.5372774511987848,g-e3,
14,0.0006079162869547,0.16538612402497463,0.904397450235505,0.9418079161769868,0.5714562313194909,g-e3,
15,0.0005567415893174,0.14191746024996238,0.9220273507302543,1.9507066271112052,0.4167998678540571,g-e3,
16,0.000505,0.12260671943738703,0.932671965100773,1.3677851829956256,0.47417008438032165,g-e3,
17,0.00045325841068250005,0.1004367047379141,0.9474900455029605,0.7090587004480133,0.6483296045591896,g-e3,
18,0.0004020837130452,0.08393192162282917,0.960654837123909,1.4831120197895535,0.5078926374348104,g-e3,
19,0.0003520365877844,0.06542742980887896,0.97003930976523,1.4292974265233975,0.5136008962981845,g-e3,
20,0.0003036653616774,0.05403200503615442,0.977885026747923,1.0559721045735273,0.6172626088412894,g-e3,
21,0.0002575,0.04189015634540204,0.9854904406428069,0.9066706198260264,0.6344786769514729,g-e3,
22,0.0002140463001152,0.03281283507460496,0.989912734389962,0.7582536148756116,0.6799124785300801,g-e3,
23,0.0001737803498523,0.027722929438477123,0.9923404804124505,0.7921297362564605,0.6633074927523375,g-e3,
24,0.0001371433113886,0.02219455948210654,0.9956994499715925,0.6485368004401951,0.7013971514359275,g-e3,
25,0.00010453658778440001,0.0186897346873733,0.9968298043913206,0.677731627115123,0.6928127704059877,g-e3,
26,7.631742512670285e-05,0.01664048652583284,0.9978866559465878,0.6535906559463954,0.707074831383811,g-e3,
27,5.279499846691252e-05,0.014579080983185999,0.998546707261857,0.6401381538953836,0.7098876457195077,g-e3,
28,3.4227024433899005e-05,0.0135705857744181,0.9986032049835304,0.6333702616030813,0.7088916627024567,g-e3,
29,2.0816937636766188e-05,0.012637791578149099,0.9988725916763043,0.6324895833587906,0.7079128350061407,g-e3,
30,1.2711661792704666e-05,0.01236515364919996,0.9991168104859623,0.6401403262698626,0.7078584138685805,g-e3,
1,0.001,0.6140673234720835,0.44302189024330707,0.6976514111321966,0.44973305068657626,g-e4,
2,0.0009972883382072,0.4258633824527884,0.614850875127477,0.47214162168901536,0.6011003856679378,g-e4,
3,0.0009891830623632,0.36803135935638154,0.6737948529767935,0.532537207852386,0.5866968220261134,g-e4,
4,0.0009757729755661001,0.32476789369834497,0.7198932693622918,0.6192370211958853,0.543830439374512,g-e4,
5,0.000957205001533,0.28344886942208414,0.7620556476252501,0.49194851477416535,0.6260946431879795,g-e4,
6,0.0009336825748732,0.24513937208438547,0.8031475171496805,0.557917739762188,0.5700828946432729,g-e4,
7,0.0009054634122155,0.20889903613178898,0.8394242232341576,0.48588392731186536,0.6323904509884813,g-e4,
8,0.0008728566886113001,0.1675245090958331,0.8748811217921231,0.49904091836714126,0.645322726297692,g-e4,
9,0.0008362196501476001,0.12844586196137314,0.9113155827540611,0.5530448463168265,0.6251487076567622,g-e4,
10,0.0007959536998847,0.09610754616032427,0.935947442487287,0.5757830057439058,0.6019086429700964,g-e4,
11,0.0007525,0.06846527779934095,0.9566376542997466,0.658352309421379,0.6601448822244125,g-e4,
12,0.0007063346383225,0.04827422049637426,0.9741283947617584,0.6169856470818472,0.6530340462987735,g-e4,
13,0.0006579634122155,0.03147709178367112,0.9834176142065566,0.682630562050899,0.6556592470051237,g-e4,
14,0.0006079162869547,0.02052015402838536,0.9912654361728428,0.6459989951561216,0.6759878970206383,g-e4,
15,0.0005567415893174,0.01077316560310218,0.9967615700713907,0.638343124394658,0.7008266546840696,g-e4,
16,0.000505,0.00566767566793302,0.9989848691160139,0.6590107827693492,0.6954472075359883,g-e4,
17,0.00045325841068250005,0.003977044736687139,0.9994404009614006,0.6547544179549629,0.7002233828719328,g-e4,
18,0.0004020837130452,0.0022822267080583403,0.9998076777758778,0.6455491237572136,0.7110130351000155,g-e4,
19,0.0003520365877844,0.0014788173698857,0.9998561588065307,0.6686021193870936,0.7129804012320115,g-e4,
20,0.0003036653616774,0.00097945155436642,0.9999066146899471,0.6614722856983033,0.7102837453487014,g-e4,
21,0.0002575,0.0008264712404109,0.9998754998409114,0.6688953671049951,0.7110616618282036,g-e4,
22,0.0002140463001152,0.00063822869541084,0.9999221723765108,0.6684453587726573,0.713263302464937,g-e4,
23,0.0001737803498523,0.00064629044731076,0.9999066047860697,0.6688654860669517,0.7130977533614304,g-e4,
24,0.0001371433113886,0.00051522063517822,0.9999377399811307,0.671359022643386,0.7135965002106023,g-e4,
25,0.00010453658778440001,0.00049996355188452,0.9999221922551609,0.6762649980676403,0.7105870378350232,g-e4,
26,7.631742512670285e-05,0.00051312559492446,0.9998754998409114,0.67910155826174,0.7116916476713436,g-e4,
27,5.279499846691252e-05,0.00042838471377838,0.9999221823087165,0.6799203101745298,0.7125399733748783,g-e4,
28,3.4227024433899005e-05,0.00042225053537366005,0.9998910473119794,0.6808626738381445,0.7126079692191836,g-e4,
29,2.0816937636766188e-05,0.00040888126850761994,0.999968894849429,0.6806624391671174,0.7129787584756369,g-e4,
30,1.2711661792704666e-05,0.00040508912254214003,0.9999688848464068,0.6803236128908162,0.7120224570382547,g-e4,
1,0.001,0.7552544086777649,0.2995782103032979,0.6744436308279045,0.33060160004433353,g-e5,
2,0.0009972883382072,0.525679501430532,0.40085649349862906,0.7421537915564972,0.3721964291736918,g-e5,
3,0.0009891830623632,0.46152384467195323,0.5336510314520215,0.5603531960432325,0.5058900382484228,g-e5,
4,0.0009757729755661001,0.4218357917866373,0.6000922221602984,0.46511304359472716,0.5600393814896927,g-e5,
5,0.000957205001533,0.3932453264820998,0.6309980820695942,0.5670204206808643,0.5081427412141235,g-e5,
6,0.0009336825748732,0.373765488615303,0.6477137906181882,0.6148363978191,0.5262776783974924,g-e5,
7,0.0009054634122155,0.3563775771876184,0.6634694002021332,0.4447171294738334,0.5761877255812458,g-e5,
8,0.0008728566886113001,0.34017179608205483,0.6797066486771743,0.41063703067308505,0.5935200799149742,g-e5,
9,0.0008362196501476001,0.3245946369251934,0.6982797840129937,0.3914495153490244,0.6361539674330301,g-e5,
10,0.0007959536998847,0.31284013863264354,0.7073318625446693,0.4912556385071686,0.5777112984437774,g-e5,
11,0.0007525,0.302174127722014,0.7186697268499139,0.40194461120958,0.5941199584805783,g-e5,
12,0.0007063346383225,0.2901059594129835,0.7274722241680598,0.4500417049757937,0.6308101757794473,g-e5,
13,0.0006579634122155,0.2780373667772102,0.7434975532172738,0.36921302797080463,0.6533032968679858,g-e5,
14,0.0006079162869547,0.26624669166000803,0.7562025851823899,0.4030680264271719,0.6567474240555674,g-e5,
15,0.0005567415893174,0.2538871518019428,0.7655468863583323,0.37703817674957874,0.6463507395229002,g-e5,
16,0.000505,0.24576497216560664,0.7718042149613142,0.39147740843126705,0.6269163882472478,g-e5,
17,0.00045325841068250005,0.23429549671670596,0.7856023354403778,0.36231526661141555,0.6504812936328259,g-e5,
18,0.0004020837130452,0.22410246853087612,0.796453911444641,0.3711845643518364,0.6653161688265202,g-e5,
19,0.0003520365877844,0.2144423783357221,0.8049140544748795,0.3591103386111986,0.6764658437236346,g-e5,
20,0.0003036653616774,0.2053054777045821,0.814483023136043,0.3461139565108279,0.6879191924788423,g-e5,
21,0.0002575,0.19621784114861376,0.8217711457422648,0.36888402692249306,0.65420047308575,g-e5,
22,0.0002140463001152,0.18789218789257636,0.8321721370415467,0.3367569926531272,0.7058717475060396,g-e5,
23,0.0001737803498523,0.18127326345834865,0.8383884340492731,0.34800034435587285,0.6901257125043356,g-e5,
24,0.0001371433113886,0.17508604383874254,0.8455853170354665,0.3383688381150051,0.6905639608117029,g-e5,
25,0.00010453658778440001,0.16966882662480048,0.8499841044921433,0.3355950249347697,0.7043209069782425,g-e5,
26,7.631742512670285e-05,0.16574714676568383,0.8537630691956576,0.3336279485378329,0.7071448972021256,g-e5,
27,5.279499846691252e-05,0.16097739407294362,0.8586322830393625,0.3346703450712478,0.7083846781073428,g-e5,
28,3.4227024433899005e-05,0.15899921331049988,0.8599758960299131,0.33194021699645865,0.7092460434009127,g-e5,
29,2.0816937636766188e-05,0.15678885374337162,0.8624714398833788,0.33152420946539474,0.707458158009446,g-e5,
30,1.2711661792704666e-05,0.15594883171546353,0.8658804393452805,0.3322986126385882,0.7069151481490495,g-e5,
1,0.001,0.5572662354186791,0.47516695809584747,0.518539910234589,0.5228201824026248,g-e6,
2,0.0009972883382072,0.40947621447378724,0.6319146276663579,0.438754779889139,0.626619477242619,g-e6,
3,0.0009891830623632,0.3556354106144057,0.6904670077675401,0.3938685629741919,0.6133109410193928,g-e6,
4,0.0009757729755661001,0.3147465453046194,0.7331710874143205,0.39276260135388136,0.6724131749055664,g-e6,
5,0.000957205001533,0.2783303552787799,0.7706620098541805,0.4181864491329647,0.6587803213365072,g-e6,
6,0.0009336825748732,0.24755515683429002,0.7996241997267037,0.397731291902614,0.6833422097481423,g-e6,
7,0.0009054634122155,0.2143662116273307,0.8289183295698155,0.49290858952314986,0.6159851497248251,g-e6,
8,0.0008728566886113001,0.1821355706966278,0.86311848250817,0.41109687227123404,0.6558317191909204,g-e6,
9,0.0008362196501476001,0.15343921537117827,0.8896658862072592,0.36887123346088213,0.6961145432054734,g-e6,
10,0.0007959536998847,0.12374915961635669,0.918104225562413,0.4213914125011726,0.6959979098637656,g-e6,
11,0.0007525,0.09825496032683878,0.9379247836361218,0.4277093084770921,0.7029216166820843,g-e6,
12,0.0007063346383225,0.0742742370732017,0.960460573405624,0.37201452325532325,0.711347795656527,g-e6,
13,0.0006579634122155,0.05493647865300076,0.9747895949764059,0.49438376868784034,0.6986878766432161,g-e6,
14,0.0006079162869547,0.04015894801397474,0.9845605985785338,0.4067627694515827,0.7080421411652287,g-e6,
15,0.0005567415893174,0.02829387110718304,0.9927342048062944,0.41936050783623335,0.7046827047151787,g-e6,
16,0.000505,0.0206114622054711,0.9963250486126967,0.46137720449917685,0.709915318879535,g-e6,
17,0.00045325841068250005,0.01595220409695798,0.997916798970427,0.42971501788403793,0.7174849096115455,g-e6,
18,0.0004020837130452,0.011370913783053,0.9993340539348914,0.460426759028989,0.7081585887152644,g-e6,
19,0.0003520365877844,0.008962812439181438,0.999683239757009,0.43638622529949267,0.7169050530319877,g-e6,
20,0.0003036653616774,0.00758499057662346,0.999683615286745,0.4308098088160947,0.7276928040850933,g-e6,
21,0.0002575,0.0062741184851147005,0.9997957957339285,0.41777537668441306,0.7335175935562592,g-e6,
22,0.0002140463001152,0.00523087482752754,0.9997958663643679,0.4220614612229509,0.7301832399346235,g-e6,
23,0.0001737803498523,0.004692745609210939,0.9998684263318423,0.44959971452024117,0.7302350441684704,g-e6,
24,0.0001371433113886,0.00410083401166846,0.9999307660035687,0.43805432849355563,0.730180530411484,g-e6,
25,0.00010453658778440001,0.0038106865867048798,0.9999152186105478,0.4289994232218687,0.733757640375016,g-e6,
26,7.631742512670285e-05,0.0036341122091946,0.9998754998409114,0.4281490737714736,0.7320130053144644,g-e6,
27,5.279499846691252e-05,0.00330511078922458,0.9999066347384897,0.428318574963091,0.7337613983868407,g-e6,
28,3.4227024433899005e-05,0.00319448007813216,0.9999221624726335,0.4319958209160898,0.7341238020163405,g-e6,
29,2.0816937636766188e-05,0.00306441900940354,0.999937759803007,0.43154809541289463,0.7338708850723917,g-e6,
30,1.2711661792704666e-05,0.00299717940302014,0.9999221522606924,0.43252064791964456,0.7333458287698087,g-e6,
1,0.001,0.6336765338080894,0.4177192732290389,0.6788334118572525,0.49724473471780656,g-e7,
2,0.0009972883382072,0.44423277707261083,0.6015995968876714,0.4996246892198301,0.5302356848851146,g-e7,
3,0.0009891830623632,0.3894555341458761,0.6532678301619231,0.5054006528713361,0.58226634135766,g-e7,
4,0.0009757729755661001,0.34915179080444303,0.6956017034644311,0.5847093250139777,0.5434515763474553,g-e7,
5,0.000957205001533,0.3105303974684235,0.7335897224780762,0.6590628875728657,0.5402044618523394,g-e7,
6,0.0009336825748732,0.2757802192564978,0.7726768635845532,0.541001872356372,0.5824364395712189,g-e7,
7,0.0009054634122155,0.2370144324591404,0.8090634748642491,0.4835002105686412,0.6319016729491801,g-e7,
8,0.0008728566886113001,0.19938813220512977,0.8430847492359146,0.5471180123562004,0.6209489360070746,g-e7,
9,0.0008362196501476001,0.15997976968586203,0.8796013288641596,0.5263665675861217,0.6236400017479254,g-e7,
10,0.0007959536998847,0.12473912029975469,0.9055884627092807,0.6588005692210952,0.6157231520855251,g-e7,
11,0.0007525,0.09328536277663996,0.9359901818390558,0.6034289782570538,0.6344657657634979,g-e7,
12,0.0007063346383225,0.06535839811484831,0.9571200878102786,0.7860385155393304,0.6151575946411719,g-e7,
13,0.0006579634122155,0.04719412374973428,0.9708587692319744,0.6907085416410556,0.6474811857735728,g-e7,
14,0.0006079162869547,0.02953888037055924,0.9840085406706713,0.6238152406997264,0.6737305504535576,g-e7,
15,0.0005567415893174,0.01725178514401744,0.9929442338797345,0.7398553067438763,0.673949372360996,g-e7,
16,0.000505,0.01108367406120912,0.9969475130858301,0.7071746828503966,0.6848267730299525,g-e7,
17,0.00045325841068250005,0.0075072426211516,0.9980570420609848,0.6721166067816366,0.6913586772812654,g-e7,
18,0.0004020837130452,0.0038696063286453196,0.9991755082819814,0.6715628860247744,0.6969495235289402,g-e7,
19,0.0003520365877844,0.00259196727294238,0.9996498726713661,0.6642738348823585,0.7011211729698403,g-e7,
20,0.0003036653616774,0.00163456133504534,0.9998183564511194,0.6910041398027171,0.6897987185684811,g-e7,
21,0.0002575,0.00121656792958318,0.9998253102914374,0.6922664641602413,0.6961591888915961,g-e7,
22,0.0002140463001152,0.00090179586253666,0.9998598823486944,0.6893523780933688,0.6982602998178729,g-e7,
23,0.0001737803498523,0.0008442579289307001,0.9998833933377771,0.6936841642356281,0.6990213022488434,g-e7,
24,0.0001371433113886,0.0007111506802237,0.9999215318076929,0.6951816415032666,0.7032105107979871,g-e7,
25,0.00010453658778440001,0.00066725877312816,0.9999059542887092,0.6977109873493236,0.7016915959737678,g-e7,
26,7.631742512670285e-05,0.00062775225324544,0.9998910674313386,0.7007939866116368,0.7002287351919296,g-e7,
27,5.279499846691252e-05,0.0005313409739841,0.9999221823087165,0.7017691087232298,0.7005534669881424,g-e7,
28,3.4227024433899005e-05,0.00051668287755518,0.9999065948822062,0.7027401192468699,0.7007411074740876,g-e7,
29,2.0816937636766188e-05,0.00050264246615382,0.999968894849429,0.7018300530051285,0.7019024684598214,g-e7,
30,1.2711661792704666e-05,0.00049464915382308,0.9999533172559797,0.7026461639143705,0.7017934109501633,g-e7,
1,0.001,0.5572662354186791,0.47516695809584747,0.518539910234589,0.5228201824026248,g-e8,0.0
2,0.0009972883382072,0.40947621447378724,0.6319146276663579,0.438754779889139,0.626619477242619,g-e8,0.0
3,0.0009891830623632,0.3556354106144057,0.6904670077675401,0.3938685629741919,0.6133109410193929,g-e8,0.0
4,0.0009757729755661001,0.3147465453046194,0.7331710874143205,0.39276260135388136,0.6724131749055664,g-e8,0.0
5,0.000957205001533,0.2783303552787799,0.7706620098541805,0.4181864491329647,0.6587803213365072,g-e8,0.0
6,0.0009336825748732,0.24755515683429002,0.7996241997267037,0.397731291902614,0.6833422097481423,g-e8,0.0
7,0.0009054634122155,0.2143662116273307,0.8289183295698155,0.49290858952314986,0.6159851497248251,g-e8,0.0
8,0.0008728566886113001,0.1821355706966278,0.86311848250817,0.41109687227123404,0.6558317191909204,g-e8,0.0
9,0.0008362196501476001,0.15343921537117827,0.8896658862072592,0.36887123346088213,0.6961145432054734,g-e8,0.0
10,0.0007959536998847,0.12374915961635669,0.918104225562413,0.4213914125011725,0.6959979098637656,g-e8,0.0
11,0.0007525,0.09825496032683878,0.9379247836361218,0.4277093084770921,0.7029216166820843,g-e8,0.0
12,0.0007063346383225,0.0742742370732017,0.960460573405624,0.37201452325532325,0.711347795656527,g-e8,0.0
13,0.0006579634122155,0.05493647865300076,0.9747895949764059,0.4943837686878404,0.6986878766432161,g-e8,0.0
14,0.0006079162869547,0.04015894801397474,0.9845605985785338,0.4067627694515827,0.7080421411652287,g-e8,0.0
15,0.0005567415893174,0.02829387110718304,0.9927342048062944,0.41936050783623335,0.7046827047151787,g-e8,0.0
16,0.000505,0.0206114622054711,0.9963250486126967,0.46137720449917685,0.709915318879535,g-e8,0.0
17,0.00045325841068250005,0.015952204096957977,0.997916798970427,0.42971501788403793,0.7174849096115455,g-e8,0.2
18,0.0004020837130452,0.011370913783053,0.9993340539348914,0.460426759028989,0.7081585887152644,g-e8,0.0
19,0.0003520365877844,0.008962812439181438,0.999683239757009,0.43638622529949267,0.7169050530319877,g-e8,0.0
20,0.0003036653616774,0.00758499057662346,0.999683615286745,0.4308098088160947,0.7276928040850933,g-e8,0.2
21,0.0002575,0.0062741184851147005,0.9997957957339285,0.41777537668441306,0.7335175935562592,g-e8,0.2
22,0.0002140463001152,0.00523087482752754,0.9997958663643679,0.4220614612229509,0.7301832399346235,g-e8,0.2
23,0.0001737803498523,0.004692745609210939,0.9998684263318423,0.44959971452024117,0.7302350441684704,g-e8,0.0
24,0.0001371433113886,0.00410083401166846,0.9999307660035687,0.43805432849355563,0.730180530411484,g-e8,0.0
25,0.00010453658778440001,0.0038106865867048798,0.9999152186105478,0.4289994232218687,0.733757640375016,g-e8,0.0
26,7.631742512670285e-05,0.0036341122091946,0.9998754998409114,0.4281490737714736,0.7320130053144644,g-e8,0.0
27,5.279499846691252e-05,0.00330511078922458,0.9999066347384897,0.428318574963091,0.7337613983868407,g-e8,0.2
28,3.4227024433899005e-05,0.00321926716929295,0.9999221501857447,0.4318410539954232,0.735912835019685,g-e8,0.0
29,2.0816937636766188e-05,0.003097067083712175,0.9999416468487117,0.42973338681104317,0.7358533547772881,g-e8,0.0
30,1.2711661792704668e-05,0.00302309202268895,0.9999415969088523,0.43069984516746784,0.7351110053208336,g-e8,0.0
1,0.001,0.5470079959790477,0.4980161710498935,0.4950394280406637,0.5818713110332657,g-e9,0.0
2,0.0009972883382072,0.392440830559211,0.6708268425704953,0.46491066381881174,0.5907718840684327,g-e9,0.0
3,0.0009891830623632,0.34018089565192294,0.7280176762653248,0.5499671561818584,0.585093936748438,g-e9,0.0
4,0.0009757729755661001,0.3005753025329407,0.7649921981585636,0.4292915376108157,0.6572297085219703,g-e9,0.0
5,0.000957205001533,0.2636145428599394,0.7966224898971326,0.4549472049500265,0.6859465137309082,g-e9,0.0
6,0.0009336825748732,0.23694763625701754,0.8243814310981504,0.3580566688354102,0.6969631425799222,g-e9,0.0
7,0.0009054634122155,0.2055585885724034,0.8510707439490279,0.4737772170489321,0.6809487541018445,g-e9,0.0
8,0.0008728566886113001,0.17676805042154062,0.8738794688315039,0.49091331370214164,0.6704561136912878,g-e9,0.0
9,0.0008362196501476001,0.14870828422396704,0.9004217576026093,0.3942456332030071,0.6992980107877763,g-e9,0.0
10,0.0007959536998847,0.1200604775797696,0.924244240573793,0.46937832410591546,0.6915841730366961,g-e9,0.0
11,0.0007525,0.09622310071601521,0.9438204704310659,0.5699562769890494,0.679557728245651,g-e9,0.0
12,0.0007063346383225,0.07440287310612143,0.9610293458810789,0.4548077961968472,0.6858871033305964,g-e9,0.0
13,0.0006579634122155,0.0561019461439267,0.9743642272168038,0.539789317718032,0.6947358869863528,g-e9,0.0
14,0.0006079162869547,0.040692829669679575,0.9855471557199994,0.41804071710286206,0.7228356839857494,g-e9,0.0
15,0.0005567415893174,0.029555423302378057,0.9916611175940115,0.3939139523706008,0.7233871134750354,g-e9,0.0
16,0.000505,0.021218442384189663,0.9951962091888881,0.39848307654398185,0.7344902882043626,g-e9,0.0
17,0.00045325841068250005,0.015117570808174418,0.9982113760668907,0.4346338106576889,0.7391132236325731,g-e9,0.0
18,0.0004020837130452,0.01156692470504502,0.9991649676138648,0.43776290355264036,0.7352322836294989,g-e9,0.0
19,0.0003520365877844,0.01067759655167464,0.9992322476805576,0.4385041522051444,0.7298536799915081,g-e9,0.0
20,0.0003036653616774,0.008035323535867559,0.9995145731225801,0.4424150101578211,0.7348952271727976,g-e9,0.0
