candidate,variant,experiment_id,seed,epoch,fold_count,train_loss_mean,train_loss_sd,validation_loss_mean,validation_loss_sd,validation_accuracy_mean,validation_accuracy_sd,validation_macro_f1_mean,validation_macro_f1_sd,common_five_fold_horizon
C2,C2 ResNet18,g5-c2-t0-resnet18-s2026,2026,5,5,0.7263980312194832,0.005326406727611695,0.7410810250597692,0.014076123196946969,0.6855242630500122,0.013606488558144817,0.6623504401962561,0.022752225490847943,11
C2,C2 ResNet18,g5-c2-t0-resnet18-s2026,2026,6,5,0.7091872054376112,0.004175554209875043,0.7351470463888127,0.02497121710409593,0.6996001514356744,0.009418348293230556,0.6807149764344522,0.014078265597366107,11
C2,C2 ResNet18,g5-c2-t0-resnet18-s2026,2026,7,5,0.6938308912575988,0.0030555059992454993,0.7499480201604486,0.06394108971993132,0.6882414287661642,0.020449936920546006,0.6680971516674915,0.03745227608670146,11
C2,C2 ResNet18,g5-c2-t0-resnet18-s2026,2026,8,5,0.6782425587916266,0.002029969687619849,0.735592601036074,0.05673347239101364,0.6967327979894163,0.02698798460412372,0.6743155404267346,0.03429182220882528,11
C2,C2 ResNet18,g5-c2-t0-resnet18-s2026,2026,9,5,0.6645460412037647,0.001460823226028773,0.7260184183530729,0.03191042007476816,0.6990184282472727,0.021416307503016957,0.6797172926302048,0.02819996434226202,11
C2,C2 ResNet18,g5-c2-t0-resnet18-s2026,2026,10,5,0.6502996824809409,0.00268382017304414,0.6985271526996542,0.030320125634102826,0.7096161409329762,0.018334166521567122,0.6883180756470247,0.026401115047338407,11
C2,C2 ResNet18,g5-c2-t0-resnet18-s2026,2026,11,5,0.6377121131571754,0.002184012369941358,0.6996555870125646,0.05108507616998248,0.7159050616286409,0.019305312811853076,0.7029242733052128,0.028439633741076123,11
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,1,5,1.853765310754757,0.002814805130302245,1.5096533831592396,0.09075226001729728,0.5871560105822202,0.03751963297795302,0.47908744974493345,0.04665994684217869,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,2,5,1.2405140903284981,0.0025070127949278816,1.1701282047067494,0.0651501234790205,0.6560643278090996,0.024726879864675318,0.6212742371370255,0.05084497638791382,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,3,5,1.0809716564203204,0.005484887270141326,1.1309597678455638,0.09032740203702512,0.6348760047416018,0.045859776921749425,0.6293185943116948,0.023718226647984814,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,4,5,1.0062157611348765,0.0037718126377910026,1.0373895612938053,0.024819247203347047,0.6683675694232779,0.020248275519883785,0.6358974366010611,0.02199381723945554,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,5,5,0.9558515647986987,0.0036265902219029945,0.9967771918903778,0.0800425679322079,0.6803362288164492,0.023351269860308815,0.6623856273079302,0.04175906595054745,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,6,5,0.9148620476766055,0.0063432206235734334,1.0082348309221676,0.07938594898397518,0.6727662916864997,0.03517785667085259,0.6415403627050469,0.041759586221670746,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,7,5,0.8833689719057599,0.00207508934341879,0.9600597487097785,0.08070493715975272,0.6983209708917806,0.03336851442455519,0.6733506215827484,0.05219111604016709,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,8,5,0.8543500620965231,0.0030675261202920117,0.9145727060076366,0.036186109355445875,0.7061337988618085,0.017544377775271833,0.6902433976116433,0.026775680373173495,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,9,5,0.8289880801564345,0.002151857180938924,0.9135599939917354,0.062449670747280694,0.6977986479492397,0.03573617114449892,0.6748272903503013,0.04776360097927586,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,10,5,0.8062353552768089,0.00307575159577048,0.8759955682304461,0.03364368257857202,0.7199337316736688,0.01676661623378087,0.7088293542290749,0.012038383990055922,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,11,5,0.7856387765551395,0.003139077534989865,0.8459003896054108,0.013661768516042403,0.7330935150624598,0.006083159420033281,0.7203748358803219,0.007538045446809328,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,12,5,0.7653863367157318,0.0013115263675619788,0.8452999309928995,0.017465350601913364,0.7289719834697246,0.008180091727330504,0.7171622516631662,0.013122763645094432,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,13,5,0.7437160155187015,0.002567484463374792,0.8394662364846053,0.030122894076716415,0.7324527223800233,0.009627734526806157,0.7212975121262389,0.012521704072225677,14
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1,2753,14,5,0.7234618569263794,0.001150770738033173,0.8421402566724489,0.036173402397848865,0.7342844432396928,0.017800740561969678,0.7230158559926073,0.017560533912087225,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,1,5,1.8592070581701758,0.002575199130032762,1.3801933390861052,0.01877250121298477,0.6287362748879992,0.013012965517163345,0.5768530009111984,0.02055165629198994,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,2,5,1.2409401376272,0.004712445636601816,1.1621441574615026,0.05311206786197959,0.6477269353976844,0.013934148824961239,0.6369826286896562,0.02476785675841783,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,3,5,1.0844495786227895,0.002331434104953102,1.0591818163895765,0.012370727887553012,0.6704419899756198,0.008548240766484805,0.6523041255916812,0.023450345960045353,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,4,5,1.0035767578353556,0.0013352811575324198,1.009368025768434,0.03215174100040137,0.6806101899070423,0.020917232531788642,0.6597585930128643,0.029521411442067248,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,5,5,0.9509456620892907,0.004096215491567619,0.9511902015400431,0.011949428550300298,0.6936173247612711,0.013823327252914602,0.6837562494854174,0.0076640574233404375,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,6,5,0.9151027633312434,0.004284341615983509,0.9401605768485151,0.02234790700295763,0.7013700579434533,0.010624367589008638,0.6878480777460226,0.019634941860234206,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,7,5,0.88275269442602,0.0011850996136446995,0.9406106496970125,0.03258704984176775,0.7016463538073863,0.018336913619449516,0.6850248421455695,0.030366812403041146,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,8,5,0.8535062986701556,0.004077458316015646,0.9288322207806827,0.0861195627014311,0.7014638749365212,0.03534124976140273,0.6795331877268399,0.053733537726161476,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,9,5,0.8310496276482576,0.004116081106259115,0.8914421350172562,0.028293094041758036,0.7130024852563221,0.009224606220541151,0.702174107204189,0.015823500944527297,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,10,5,0.8076106575396957,0.0031933680858000396,0.8711277917732907,0.00853746278550263,0.7230481655922152,0.007671262109350286,0.7060046714495639,0.008483679470688496,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,11,5,0.786436098261766,0.002159662089933072,0.8636102443040661,0.03593486844076966,0.719782583976613,0.01612128339746087,0.7060451247723499,0.019809424127603732,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,12,5,0.7659709753434308,0.0019732340216371633,0.8453492597122079,0.02928493324643281,0.7309572057255856,0.015390465315815128,0.7191356975154033,0.015958018816721212,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,13,5,0.7462807709344179,0.0036023346948498413,0.841412320464056,0.03692048365946923,0.7274155472955598,0.022482532444990586,0.7207626230277334,0.012813584617237214,14
I2,I2 SmallCNN,g5-i2-article-type-lambda-0-3-c1-s2026,2026,14,5,0.72520972977161,0.0030702697551266535,0.8399367163390528,0.018602322634082125,0.731261975935673,0.00769118130152594,0.7157592914147659,0.006544995605021347,14
