candidate,macro_f1_s2753,macro_f1_s2026,macro_f1_s2026_minus_s2753,spring_recall_s2753,spring_recall_s2026,spring_recall_s2026_minus_s2753,spring_f1_s2753,spring_f1_s2026,spring_f1_s2026_minus_s2753
C2,0.7350355076324379,0.7331367789638595,-0.00189872866857832,0.6305492851768246,0.6260346124905944,-0.004514672686230181,0.7475468331846565,0.7478651685393258,0.00031833535466929685
I2,0.7526869559580971,0.7447434490683583,-0.007943506889738772,0.6471030850263356,0.6282919488337095,-0.018811136192626088,0.7647843485993775,0.7542908762420958,-0.010493472357281708
