model,fold,dimensions,slice,train,validation,accuracy_gap
G2,0,articleType,Waistcoat,1.0,1.0,0.0
G2,0,articleType,Wallets,0.9805309734513274,0.920863309352518,0.059667664098809414
G2,0,articleType,Watches,0.9934340118187788,0.8247422680412371,0.1686917437775417
G2,0,articleType,Water Bottle,1.0,0.0,1.0
G2,0,articleType,Wristbands,1.0,1.0,0.0
G2,0,family_size_bin,1,0.9958688524590164,0.8924334300026364,0.10343542245637993
G2,0,family_size_bin,2-3,0.998406374501992,0.8985167837626854,0.09988959073930659
G2,0,family_size_bin,4+,0.9983193277310924,0.9330628803245437,0.06525644740654879
G2,0,gender,Boys,0.9927007299270073,0.6470588235294118,0.3456419063975955
G2,0,gender,Girls,0.9931192660550459,0.6542056074766355,0.3389136585784104
G2,0,gender,Men,0.9989438850946983,0.952112676056338,0.046831209038360355
G2,0,gender,Unisex,0.9681077250177179,0.523943661971831,0.44416406304588696
G2,0,gender,Women,0.998545001039285,0.9114345114345115,0.08711048960477352
G2,0,gender x articleType,Boys | Blazers,1.0,,
G2,0,gender x articleType,Boys | Booties,1.0,0.0,1.0
G2,0,gender x articleType,Boys | Capris,1.0,1.0,0.0
G2,0,gender x articleType,Boys | Casual Shoes,0.9411764705882353,0.2857142857142857,0.6554621848739496
G2,0,gender x articleType,Boys | Churidar,1.0,,
G2,0,gender x articleType,Boys | Clothing Set,1.0,,
G2,0,gender x articleType,Boys | Flip Flops,1.0,0.3333333333333333,0.6666666666666667
G2,0,gender x articleType,Boys | Gloves,0.75,0.0,0.75
G2,0,gender x articleType,Boys | Innerwear Vests,1.0,,
G2,0,gender x articleType,Boys | Jackets,1.0,0.0,1.0
G2,0,gender x articleType,Boys | Jeans,1.0,0.0,1.0
G2,0,gender x articleType,Boys | Kurta Sets,1.0,,
G2,0,gender x articleType,Boys | Kurtas,1.0,,
G2,0,gender x articleType,Boys | Leggings,1.0,,
G2,0,gender x articleType,Boys | Rompers,1.0,1.0,0.0
G2,0,gender x articleType,Boys | Sandals,1.0,0.6666666666666666,0.33333333333333337
G2,0,gender x articleType,Boys | Shirts,1.0,0.9230769230769231,0.07692307692307687
G2,0,gender x articleType,Boys | Shorts,0.9743589743589743,0.2857142857142857,0.6886446886446886
G2,0,gender x articleType,Boys | Socks,1.0,,
G2,0,gender x articleType,Boys | Sports Shoes,1.0,,
G2,0,gender x articleType,Boys | Sweatshirts,1.0,0.0,1.0
G2,0,gender x articleType,Boys | Trousers,1.0,0.0,1.0
G2,0,gender x articleType,Boys | Tshirts,0.9971098265895953,0.7558139534883721,0.24129587310122325
G2,0,gender x articleType,Boys | Waistcoat,1.0,,
G2,0,gender x articleType,Boys | Watches,1.0,,
G2,0,gender x articleType,Girls | Backpacks,0.0,,
G2,0,gender x articleType,Girls | Booties,1.0,,
G2,0,gender x articleType,Girls | Capris,1.0,0.75,0.25
G2,0,gender x articleType,Girls | Casual Shoes,1.0,0.3333333333333333,0.6666666666666667
G2,0,gender x articleType,Girls | Clothing Set,1.0,1.0,0.0
G2,0,gender x articleType,Girls | Dresses,1.0,0.75,0.25
G2,0,gender x articleType,Girls | Earrings,0.0,,
G2,0,gender x articleType,Girls | Flip Flops,1.0,,
G2,0,gender x articleType,Girls | Gloves,1.0,1.0,0.0
G2,0,gender x articleType,Girls | Innerwear Vests,1.0,0.5,0.5
G2,0,gender x articleType,Girls | Jeans,1.0,1.0,0.0
G2,0,gender x articleType,Girls | Leggings,1.0,0.0,1.0
G2,0,gender x articleType,Girls | Lehenga Choli,1.0,,
G2,0,gender x articleType,Girls | Rompers,1.0,1.0,0.0
G2,0,gender x articleType,Girls | Salwar,1.0,,
G2,0,gender x articleType,Girls | Sandals,1.0,0.375,0.625
G2,0,gender x articleType,Girls | Shirts,1.0,,
G2,0,gender x articleType,Girls | Shorts,1.0,1.0,0.0
G2,0,gender x articleType,Girls | Skirts,1.0,0.0,1.0
G2,0,gender x articleType,Girls | Tops,0.9935064935064936,0.7105263157894737,0.2829801777170199
G2,0,gender x articleType,Girls | Tshirts,1.0,0.625,0.375
G2,0,gender x articleType,Girls | Watches,1.0,,
G2,0,gender x articleType,Men | Accessory Gift Set,1.0,1.0,0.0
G2,0,gender x articleType,Men | Backpacks,0.8888888888888888,0.0,0.8888888888888888
G2,0,gender x articleType,Men | Bangle,1.0,,
G2,0,gender x articleType,Men | Belts,1.0,0.9523809523809523,0.04761904761904767
G2,0,gender x articleType,Men | Blazers,1.0,1.0,0.0
G2,0,gender x articleType,Men | Body Wash and Scrub,1.0,,
G2,0,gender x articleType,Men | Boxers,1.0,1.0,0.0
G2,0,gender x articleType,Men | Bracelet,,0.375,
G2,0,gender x articleType,Men | Briefs,1.0,1.0,0.0
G2,0,gender x articleType,Men | Caps,0.9864864864864865,0.65,0.3364864864864865
G2,0,gender x articleType,Men | Casual Shoes,0.9993016759776536,0.96045197740113,0.03884969857652365
G2,0,gender x articleType,Men | Churidar,1.0,,
G2,0,gender x articleType,Men | Cufflinks,1.0,1.0,0.0
G2,0,gender x articleType,Men | Deodorant,1.0,0.8787878787878788,0.12121212121212122
G2,0,gender x articleType,Men | Duffel Bag,1.0,0.5,0.5
G2,0,gender x articleType,Men | Flip Flops,1.0,0.9102564102564102,0.08974358974358976
G2,0,gender x articleType,Men | Formal Shoes,1.0,0.9902912621359223,0.009708737864077666
G2,0,gender x articleType,Men | Fragrance Gift Set,1.0,0.7142857142857143,0.2857142857142857
G2,0,gender x articleType,Men | Free Gifts,1.0,0.75,0.25
G2,0,gender x articleType,Men | Gloves,1.0,,
G2,0,gender x articleType,Men | Handbags,1.0,0.3333333333333333,0.6666666666666667
G2,0,gender x articleType,Men | Heels,1.0,,
G2,0,gender x articleType,Men | Innerwear Vests,1.0,0.9473684210526315,0.052631578947368474
G2,0,gender x articleType,Men | Jackets,1.0,1.0,0.0
G2,0,gender x articleType,Men | Jeans,1.0,0.9464285714285714,0.0535714285714286
G2,0,gender x articleType,Men | Kurtas,1.0,1.0,0.0
G2,0,gender x articleType,Men | Kurtis,1.0,,
G2,0,gender x articleType,Men | Laptop Bag,0.8333333333333334,0.5,0.33333333333333337
G2,0,gender x articleType,Men | Lounge Pants,1.0,1.0,0.0
G2,0,gender x articleType,Men | Lounge Shorts,1.0,1.0,0.0
G2,0,gender x articleType,Men | Messenger Bag,1.0,0.0,1.0
G2,0,gender x articleType,Men | Mufflers,1.0,0.6666666666666666,0.33333333333333337
G2,0,gender x articleType,Men | Nehru Jackets,1.0,,
G2,0,gender x articleType,Men | Night suits,1.0,0.8,0.19999999999999996
G2,0,gender x articleType,Men | Perfume and Body Mist,0.9952830188679245,0.7407407407407407,0.2545422781271838
G2,0,gender x articleType,Men | Rain Trousers,1.0,,
G2,0,gender x articleType,Men | Ring,1.0,,
G2,0,gender x articleType,Men | Sandals,1.0,0.9741379310344828,0.025862068965517238
G2,0,gender x articleType,Men | Scarves,1.0,0.8,0.19999999999999996
G2,0,gender x articleType,Men | Shirts,1.0,0.9871794871794872,0.012820512820512775
G2,0,gender x articleType,Men | Shoe Accessories,1.0,,
G2,0,gender x articleType,Men | Shorts,1.0,0.8461538461538461,0.15384615384615385
G2,0,gender x articleType,Men | Socks,1.0,0.8860759493670886,0.11392405063291144
G2,0,gender x articleType,Men | Sports Sandals,1.0,1.0,0.0
G2,0,gender x articleType,Men | Sports Shoes,0.9990539262062441,0.9653846153846154,0.03366931082162872
G2,0,gender x articleType,Men | Stoles,,1.0,
G2,0,gender x articleType,Men | Sunglasses,0.9975728155339806,0.989010989010989,0.008561826522991534
G2,0,gender x articleType,Men | Suspenders,1.0,1.0,0.0
G2,0,gender x articleType,Men | Sweaters,1.0,1.0,0.0
G2,0,gender x articleType,Men | Sweatshirts,1.0,1.0,0.0
G2,0,gender x articleType,Men | Ties,1.0,1.0,0.0
G2,0,gender x articleType,Men | Tights,1.0,,
G2,0,gender x articleType,Men | Tops,1.0,,
G2,0,gender x articleType,Men | Track Pants,1.0,0.918918918918919,0.08108108108108103
G2,0,gender x articleType,Men | Tracksuits,1.0,1.0,0.0
G2,0,gender x articleType,Men | Trousers,1.0,0.9861111111111112,0.01388888888888884
G2,0,gender x articleType,Men | Trunk,1.0,0.9565217391304348,0.04347826086956519
G2,0,gender x articleType,Men | Tshirts,1.0,0.9850230414746544,0.01497695852534564
G2,0,gender x articleType,Men | Tunics,1.0,,
G2,0,gender x articleType,Men | Waist Pouch,1.0,,
G2,0,gender x articleType,Men | Waistcoat,1.0,1.0,0.0
G2,0,gender x articleType,Men | Wallets,0.9927797833935018,0.9552238805970149,0.037555902796486906
G2,0,gender x articleType,Men | Watches,0.997698504027618,0.9110169491525424,0.08668155487507556
G2,0,gender x articleType,Men | Water Bottle,1.0,0.0,1.0
G2,0,gender x articleType,Unisex | Backpacks,0.997624703087886,0.8380952380952381,0.15952946499264786
G2,0,gender x articleType,Unisex | Basketballs,1.0,1.0,0.0
G2,0,gender x articleType,Unisex | Belts,0.42857142857142855,0.0,0.42857142857142855
G2,0,gender x articleType,Unisex | Caps,0.9894736842105263,0.6818181818181818,0.3076555023923445
G2,0,gender x articleType,Unisex | Casual Shoes,0.9659863945578231,0.358974358974359,0.6070120355834641
G2,0,gender x articleType,Unisex | Cushion Covers,1.0,,
G2,0,gender x articleType,Unisex | Deodorant,0.0,0.0,0.0
G2,0,gender x articleType,Unisex | Duffel Bag,1.0,0.4,0.6
G2,0,gender x articleType,Unisex | Flip Flops,0.9900990099009901,0.375,0.6150990099009901
G2,0,gender x articleType,Unisex | Footballs,1.0,0.0,1.0
G2,0,gender x articleType,Unisex | Fragrance Gift Set,1.0,,
G2,0,gender x articleType,Unisex | Free Gifts,1.0,,
G2,0,gender x articleType,Unisex | Handbags,0.9761904761904762,0.625,0.35119047619047616
G2,0,gender x articleType,Unisex | Hat,1.0,,
G2,0,gender x articleType,Unisex | Headband,1.0,0.0,1.0
G2,0,gender x articleType,Unisex | Jackets,1.0,,
G2,0,gender x articleType,Unisex | Jeans,,0.0,
G2,0,gender x articleType,Unisex | Key chain,1.0,,
G2,0,gender x articleType,Unisex | Laptop Bag,0.9428571428571428,0.6,0.34285714285714286
G2,0,gender x articleType,Unisex | Messenger Bag,1.0,0.6666666666666666,0.33333333333333337
G2,0,gender x articleType,Unisex | Mobile Pouch,1.0,0.0,1.0
G2,0,gender x articleType,Unisex | Mufflers,1.0,,
G2,0,gender x articleType,Unisex | Perfume and Body Mist,1.0,0.0,1.0
G2,0,gender x articleType,Unisex | Rain Jacket,1.0,,
G2,0,gender x articleType,Unisex | Rucksacks,1.0,1.0,0.0
G2,0,gender x articleType,Unisex | Sandals,1.0,0.47058823529411764,0.5294117647058824
G2,0,gender x articleType,Unisex | Scarves,1.0,0.0,1.0
G2,0,gender x articleType,Unisex | Shoe Accessories,1.0,0.0,1.0
G2,0,gender x articleType,Unisex | Shoe Laces,1.0,,
G2,0,gender x articleType,Unisex | Socks,0.9361702127659575,0.2727272727272727,0.6634429400386848
G2,0,gender x articleType,Unisex | Sports Sandals,,0.3333333333333333,
G2,0,gender x articleType,Unisex | Sports Shoes,0.7333333333333333,0.125,0.6083333333333333
G2,0,gender x articleType,Unisex | Sunglasses,0.9894736842105263,0.20833333333333334,0.7811403508771929
G2,0,gender x articleType,Unisex | Sweatshirts,0.0,,
G2,0,gender x articleType,Unisex | Swimwear,1.0,,
G2,0,gender x articleType,Unisex | Tablet Sleeve,0.0,,
G2,0,gender x articleType,Unisex | Track Pants,0.0,,
G2,0,gender x articleType,Unisex | Travel Accessory,1.0,0.0,1.0
G2,0,gender x articleType,Unisex | Trolley Bag,1.0,,
G2,0,gender x articleType,Unisex | Tshirts,0.9791666666666666,0.6666666666666666,0.3125
G2,0,gender x articleType,Unisex | Waist Pouch,1.0,0.6666666666666666,0.33333333333333337
G2,0,gender x articleType,Unisex | Wallets,0.6666666666666666,0.0,0.6666666666666666
G2,0,gender x articleType,Unisex | Watches,0.9204545454545454,0.3181818181818182,0.6022727272727273
G2,0,gender x articleType,Unisex | Water Bottle,1.0,0.0,1.0
G2,0,gender x articleType,Unisex | Wristbands,1.0,1.0,0.0
G2,0,gender x articleType,Women | Baby Dolls,1.0,,
G2,0,gender x articleType,Women | Backpacks,0.9629629629629629,1.0,-0.03703703703703709
G2,0,gender x articleType,Women | Bangle,1.0,1.0,0.0
G2,0,gender x articleType,Women | Belts,1.0,0.8163265306122449,0.18367346938775508
G2,0,gender x articleType,Women | Blazers,1.0,,
G2,0,gender x articleType,Women | Bra,1.0,1.0,0.0
G2,0,gender x articleType,Women | Bracelet,1.0,,
G2,0,gender x articleType,Women | Briefs,1.0,0.8333333333333334,0.16666666666666663
G2,0,gender x articleType,Women | Camisoles,1.0,1.0,0.0
G2,0,gender x articleType,Women | Capris,0.9875,0.75,0.23750000000000004
G2,0,gender x articleType,Women | Caps,1.0,0.0,1.0
G2,0,gender x articleType,Women | Casual Shoes,0.9953488372093023,0.7058823529411765,0.2894664842681258
G2,0,gender x articleType,Women | Churidar,1.0,1.0,0.0
G2,0,gender x articleType,Women | Clutches,1.0,0.8918918918918919,0.10810810810810811
G2,0,gender x articleType,Women | Compact,1.0,,
G2,0,gender x articleType,Women | Concealer,1.0,,
G2,0,gender x articleType,Women | Deodorant,0.958904109589041,0.8,0.158904109589041
G2,0,gender x articleType,Women | Dresses,1.0,0.9555555555555556,0.0444444444444444
G2,0,gender x articleType,Women | Duffel Bag,1.0,1.0,0.0
G2,0,gender x articleType,Women | Dupatta,1.0,1.0,0.0
G2,0,gender x articleType,Women | Earrings,1.0,0.975,0.025000000000000022
G2,0,gender x articleType,Women | Eyeshadow,1.0,1.0,0.0
G2,0,gender x articleType,Women | Flats,1.0,0.9130434782608695,0.08695652173913049
G2,0,gender x articleType,Women | Flip Flops,1.0,0.8809523809523809,0.11904761904761907
G2,0,gender x articleType,Women | Foundation and Primer,1.0,1.0,0.0
G2,0,gender x articleType,Women | Fragrance Gift Set,1.0,1.0,0.0
G2,0,gender x articleType,Women | Free Gifts,1.0,1.0,0.0
G2,0,gender x articleType,Women | Handbags,1.0,0.9656652360515021,0.03433476394849788
G2,0,gender x articleType,Women | Heels,0.9985915492957746,0.9776536312849162,0.020937918010858425
G2,0,gender x articleType,Women | Highlighter and Blush,1.0,,
G2,0,gender x articleType,Women | Innerwear Vests,1.0,,
G2,0,gender x articleType,Women | Ipad,1.0,,
G2,0,gender x articleType,Women | Jackets,1.0,0.75,0.25
G2,0,gender x articleType,Women | Jeans,1.0,0.9333333333333333,0.06666666666666665
G2,0,gender x articleType,Women | Jeggings,1.0,1.0,0.0
G2,0,gender x articleType,Women | Jewellery Set,1.0,1.0,0.0
G2,0,gender x articleType,Women | Jumpsuit,1.0,1.0,0.0
G2,0,gender x articleType,Women | Kajal and Eyeliner,1.0,0.6666666666666666,0.33333333333333337
G2,0,gender x articleType,Women | Kurta Sets,1.0,1.0,0.0
G2,0,gender x articleType,Women | Kurtas,1.0,0.9961089494163424,0.0038910505836575737
G2,0,gender x articleType,Women | Kurtis,1.0,1.0,0.0
G2,0,gender x articleType,Women | Laptop Bag,1.0,,
G2,0,gender x articleType,Women | Leggings,1.0,0.96,0.040000000000000036
G2,0,gender x articleType,Women | Lip Gloss,1.0,1.0,0.0
G2,0,gender x articleType,Women | Lip Liner,1.0,1.0,0.0
G2,0,gender x articleType,Women | Lip Plumper,1.0,1.0,0.0
G2,0,gender x articleType,Women | Lipstick,1.0,,
G2,0,gender x articleType,Women | Lounge Pants,1.0,1.0,0.0
G2,0,gender x articleType,Women | Lounge Shorts,1.0,,
G2,0,gender x articleType,Women | Lounge Tshirts,1.0,,
G2,0,gender x articleType,Women | Mobile Pouch,1.0,0.8333333333333334,0.16666666666666663
G2,0,gender x articleType,Women | Mufflers,1.0,0.75,0.25
G2,0,gender x articleType,Women | Nail Polish,1.0,1.0,0.0
G2,0,gender x articleType,Women | Necklace and Chains,1.0,1.0,0.0
G2,0,gender x articleType,Women | Night suits,1.0,1.0,0.0
G2,0,gender x articleType,Women | Nightdress,1.0,1.0,0.0
G2,0,gender x articleType,Women | Patiala,1.0,1.0,0.0
G2,0,gender x articleType,Women | Pendant,1.0,1.0,0.0
G2,0,gender x articleType,Women | Perfume and Body Mist,0.9938271604938271,0.8461538461538461,0.147673314339981
G2,0,gender x articleType,Women | Ring,1.0,,
G2,0,gender x articleType,Women | Robe,1.0,,
G2,0,gender x articleType,Women | Salwar,1.0,1.0,0.0
G2,0,gender x articleType,Women | Salwar and Dupatta,1.0,1.0,0.0
G2,0,gender x articleType,Women | Sandals,1.0,0.5,0.5
G2,0,gender x articleType,Women | Sarees,1.0,1.0,0.0
G2,0,gender x articleType,Women | Scarves,1.0,0.5714285714285714,0.4285714285714286
G2,0,gender x articleType,Women | Shapewear,1.0,,
G2,0,gender x articleType,Women | Shirts,1.0,0.9574468085106383,0.04255319148936165
G2,0,gender x articleType,Women | Shorts,1.0,0.8888888888888888,0.11111111111111116
G2,0,gender x articleType,Women | Shrug,1.0,,
G2,0,gender x articleType,Women | Skirts,1.0,0.6666666666666666,0.33333333333333337
G2,0,gender x articleType,Women | Socks,1.0,0.46153846153846156,0.5384615384615384
G2,0,gender x articleType,Women | Sports Sandals,1.0,1.0,0.0
G2,0,gender x articleType,Women | Sports Shoes,1.0,0.5774647887323944,0.4225352112676056
G2,0,gender x articleType,Women | Stockings,1.0,1.0,0.0
G2,0,gender x articleType,Women | Stoles,1.0,0.9285714285714286,0.0714285714285714
G2,0,gender x articleType,Women | Sunglasses,1.0,0.7833333333333333,0.21666666666666667
G2,0,gender x articleType,Women | Sweaters,1.0,1.0,0.0
G2,0,gender x articleType,Women | Sweatshirts,1.0,0.9166666666666666,0.08333333333333337
G2,0,gender x articleType,Women | Swimwear,1.0,1.0,0.0
G2,0,gender x articleType,Women | Tablet Sleeve,1.0,,
G2,0,gender x articleType,Women | Ties and Cufflinks,,1.0,
G2,0,gender x articleType,Women | Tights,1.0,1.0,0.0
G2,0,gender x articleType,Women | Tops,0.9989361702127659,0.9449152542372882,0.05402091597547776
G2,0,gender x articleType,Women | Track Pants,1.0,0.9166666666666666,0.08333333333333337
G2,0,gender x articleType,Women | Travel Accessory,1.0,,
G2,0,gender x articleType,Women | Trousers,1.0,0.8181818181818182,0.18181818181818177
G2,0,gender x articleType,Women | Tshirts,1.0,0.9408284023668639,0.059171597633136064
G2,0,gender x articleType,Women | Tunics,1.0,0.9642857142857143,0.0357142857142857
G2,0,gender x articleType,Women | Umbrellas,1.0,1.0,0.0
G2,0,gender x articleType,Women | Waistcoat,1.0,1.0,0.0
G2,0,gender x articleType,Women | Wallets,0.9853479853479854,0.927536231884058,0.05781175346392742
G2,0,gender x articleType,Women | Watches,0.9981916817359855,0.7538461538461538,0.24434552788983166
G2,0,gender x family_size_bin,Boys | 1,0.9863013698630136,0.6875,0.29880136986301364
G2,0,gender x family_size_bin,Boys | 2-3,0.9948186528497409,0.65,0.3448186528497409
G2,0,gender x family_size_bin,Boys | 4+,1.0,0.5714285714285714,0.4285714285714286
G2,0,gender x family_size_bin,Girls | 1,0.9831460674157303,0.5106382978723404,0.4725077695433899
G2,0,gender x family_size_bin,Girls | 2-3,1.0,0.7555555555555555,0.24444444444444446
G2,0,gender x family_size_bin,Girls | 4+,1.0,0.8,0.19999999999999996
G2,0,gender x family_size_bin,Men | 1,0.9990264086649628,0.9536359199609565,0.045390488704006304
G2,0,gender x family_size_bin,Men | 2-3,0.9996272828922848,0.9390787518573551,0.06054853103492963
G2,0,gender x family_size_bin,Men | 4+,0.9981834695731153,0.9589371980676329,0.03924627150548243
G2,0,gender x family_size_bin,Unisex | 1,0.9597249508840865,0.5252918287937743,0.43443312209031215
G2,0,gender x family_size_bin,Unisex | 2-3,0.9849246231155779,0.49056603773584906,0.4943585853797289
G2,0,gender x family_size_bin,Unisex | 4+,0.9948453608247423,0.5555555555555556,0.4392898052691867
G2,0,gender x family_size_bin,Women | 1,0.9985760056959773,0.8900862068965517,0.10848979879942555
G2,0,gender x family_size_bin,Women | 2-3,0.9983060417843026,0.9333333333333333,0.06497270845096925
G2,0,gender x family_size_bin,Women | 4+,0.9986565158978952,0.9467140319715808,0.0519424839263144
G2,4,articleType,Accessory Gift Set,1.0,1.0,0.0
G2,4,articleType,Baby Dolls,1.0,,
G2,4,articleType,Backpacks,0.9895397489539749,0.7857142857142857,0.2038254632396892
G2,4,articleType,Bangle,1.0,0.3076923076923077,0.6923076923076923
G2,4,articleType,Basketballs,1.0,0.5,0.5
G2,4,articleType,Belts,0.9962962962962963,0.8235294117647058,0.1727668845315905
G2,4,articleType,Blazers,1.0,0.5,0.5
G2,4,articleType,Body Wash and Scrub,1.0,,
G2,4,articleType,Booties,0.8571428571428571,0.0,0.8571428571428571
G2,4,articleType,Boxers,1.0,1.0,0.0
G2,4,articleType,Bra,1.0,1.0,0.0
G2,4,articleType,Bracelet,1.0,0.7142857142857143,0.2857142857142857
G2,4,articleType,Briefs,1.0,0.9911504424778761,0.008849557522123908
G2,4,articleType,Camisoles,1.0,1.0,0.0
G2,4,articleType,Capris,1.0,0.5555555555555556,0.4444444444444444
G2,4,articleType,Caps,0.9782608695652174,0.5652173913043478,0.4130434782608696
G2,4,articleType,Casual Shoes,0.9945175438596491,0.8805309734513275,0.11398657040832161
G2,4,articleType,Churidar,1.0,1.0,0.0
G2,4,articleType,Clothing Set,1.0,1.0,0.0
G2,4,articleType,Clutches,1.0,0.9736842105263158,0.02631578947368418
G2,4,articleType,Compact,1.0,,
G2,4,articleType,Concealer,,1.0,
G2,4,articleType,Cufflinks,1.0,1.0,0.0
G2,4,articleType,Cushion Covers,,0.0,
G2,4,articleType,Deodorant,0.9798994974874372,0.8163265306122449,0.1635729668751923
G2,4,articleType,Dresses,1.0,0.8103448275862069,0.18965517241379315
G2,4,articleType,Duffel Bag,1.0,0.8571428571428571,0.1428571428571429
G2,4,articleType,Dupatta,1.0,1.0,0.0
G2,4,articleType,Earrings,0.9937888198757764,0.9555555555555556,0.03823326432022078
G2,4,articleType,Eyeshadow,1.0,1.0,0.0
G2,4,articleType,Flats,1.0,0.9305555555555556,0.06944444444444442
G2,4,articleType,Flip Flops,1.0,0.7919463087248322,0.20805369127516782
G2,4,articleType,Footballs,1.0,0.0,1.0
G2,4,articleType,Formal Shoes,0.9975903614457832,1.0,-0.002409638554216831
G2,4,articleType,Foundation and Primer,1.0,1.0,0.0
G2,4,articleType,Fragrance Gift Set,1.0,0.8888888888888888,0.11111111111111116
G2,4,articleType,Free Gifts,1.0,0.6,0.4
G2,4,articleType,Gloves,1.0,1.0,0.0
G2,4,articleType,Handbags,1.0,0.926829268292683,0.07317073170731703
G2,4,articleType,Hat,1.0,,
G2,4,articleType,Headband,1.0,0.0,1.0
G2,4,articleType,Heels,1.0,0.994535519125683,0.005464480874316946
G2,4,articleType,Highlighter and Blush,1.0,,
G2,4,articleType,Innerwear Vests,1.0,0.95,0.050000000000000044
G2,4,articleType,Ipad,1.0,,
G2,4,articleType,Jackets,1.0,0.8947368421052632,0.10526315789473684
G2,4,articleType,Jeans,1.0,0.9473684210526315,0.052631578947368474
G2,4,articleType,Jeggings,1.0,1.0,0.0
G2,4,articleType,Jewellery Set,1.0,1.0,0.0
G2,4,articleType,Jumpsuit,1.0,1.0,0.0
G2,4,articleType,Kajal and Eyeliner,1.0,1.0,0.0
G2,4,articleType,Key chain,1.0,,
G2,4,articleType,Kurta Sets,1.0,1.0,0.0
G2,4,articleType,Kurtas,1.0,0.9962546816479401,0.0037453183520599342
G2,4,articleType,Kurtis,1.0,1.0,0.0
G2,4,articleType,Laptop Bag,0.9444444444444444,0.6923076923076923,0.25213675213675213
G2,4,articleType,Leggings,1.0,0.9259259259259259,0.07407407407407407
G2,4,articleType,Lehenga Choli,1.0,1.0,0.0
G2,4,articleType,Lip Gloss,1.0,1.0,0.0
G2,4,articleType,Lip Liner,1.0,1.0,0.0
G2,4,articleType,Lip Plumper,1.0,,
G2,4,articleType,Lipstick,1.0,1.0,0.0
G2,4,articleType,Lounge Pants,1.0,1.0,0.0
G2,4,articleType,Lounge Shorts,1.0,0.8333333333333334,0.16666666666666663
G2,4,articleType,Lounge Tshirts,1.0,,
G2,4,articleType,Messenger Bag,1.0,0.5714285714285714,0.4285714285714286
G2,4,articleType,Mobile Pouch,1.0,0.625,0.375
G2,4,articleType,Mufflers,1.0,0.8333333333333334,0.16666666666666663
G2,4,articleType,Nail Polish,1.0,1.0,0.0
G2,4,articleType,Necklace and Chains,1.0,0.8181818181818182,0.18181818181818177
G2,4,articleType,Nehru Jackets,1.0,1.0,0.0
G2,4,articleType,Night suits,1.0,1.0,0.0
G2,4,articleType,Nightdress,1.0,1.0,0.0
G2,4,articleType,Patiala,1.0,1.0,0.0
G2,4,articleType,Pendant,1.0,1.0,0.0
G2,4,articleType,Perfume and Body Mist,0.9973614775725593,0.8105263157894737,0.18683516178308568
G2,4,articleType,Rain Jacket,1.0,,
G2,4,articleType,Rain Trousers,,1.0,
G2,4,articleType,Ring,1.0,1.0,0.0
G2,4,articleType,Robe,1.0,,
G2,4,articleType,Rompers,1.0,1.0,0.0
G2,4,articleType,Rucksacks,1.0,1.0,0.0
G2,4,articleType,Salwar,1.0,1.0,0.0
G2,4,articleType,Salwar and Dupatta,1.0,1.0,0.0
G2,4,articleType,Sandals,0.9982876712328768,0.8874172185430463,0.11087045268983042
G2,4,articleType,Sarees,1.0,1.0,0.0
G2,4,articleType,Scarves,0.9866666666666667,0.7777777777777778,0.2088888888888889
G2,4,articleType,Shapewear,1.0,,
G2,4,articleType,Shirts,0.9995238095238095,0.9807321772639692,0.018791632259840263
G2,4,articleType,Shoe Accessories,0.9375,0.0,0.9375
G2,4,articleType,Shoe Laces,1.0,,
G2,4,articleType,Shorts,1.0,0.7777777777777778,0.2222222222222222
G2,4,articleType,Shrug,1.0,,
G2,4,articleType,Skirts,1.0,0.631578947368421,0.368421052631579
G2,4,articleType,Socks,0.9928057553956835,0.7980769230769231,0.19472883231876037
G2,4,articleType,Sports Sandals,1.0,0.8181818181818182,0.18181818181818177
G2,4,articleType,Sports Shoes,0.9977859778597786,0.8690476190476191,0.12873835881215956
G2,4,articleType,Stockings,1.0,1.0,0.0
G2,4,articleType,Stoles,1.0,0.9285714285714286,0.0714285714285714
G2,4,articleType,Sunglasses,0.9971428571428571,0.8279569892473119,0.16918586789554524
G2,4,articleType,Suspenders,1.0,0.8571428571428571,0.1428571428571429
G2,4,articleType,Sweaters,1.0,1.0,0.0
G2,4,articleType,Sweatshirts,0.9947368421052631,0.9148936170212766,0.07984322508398656
G2,4,articleType,Swimwear,1.0,0.6666666666666666,0.33333333333333337
G2,4,articleType,Tablet Sleeve,1.0,0.0,1.0
G2,4,articleType,Ties,1.0,1.0,0.0
G2,4,articleType,Ties and Cufflinks,1.0,,
G2,4,articleType,Tights,1.0,1.0,0.0
G2,4,articleType,Tops,1.0,0.9418181818181818,0.05818181818181822
G2,4,articleType,Track Pants,1.0,0.9183673469387755,0.08163265306122447
G2,4,articleType,Tracksuits,1.0,1.0,0.0
G2,4,articleType,Travel Accessory,1.0,1.0,0.0
G2,4,articleType,Trolley Bag,1.0,0.0,1.0
G2,4,articleType,Trousers,1.0,0.9655172413793104,0.03448275862068961
G2,4,articleType,Trunk,1.0,1.0,0.0
G2,4,articleType,Tshirts,0.9997826559443599,0.9380993897122929,0.06168326623206699
G2,4,articleType,Tunics,1.0,1.0,0.0
G2,4,articleType,Umbrellas,1.0,1.0,0.0
G2,4,articleType,Waist Pouch,1.0,0.3333333333333333,0.6666666666666667
G2,4,articleType,Waistcoat,1.0,1.0,0.0
G2,4,articleType,Wallets,0.9822380106571936,0.9078014184397163,0.07443659221747734
