label,precision,recall,f1,support
Fall,0.7063254812866196,0.6616263440860215,0.6832456191082066,8928
Spring,0.8922742110990207,0.617005267118134,0.7295373665480427,1329
Summer,0.7518411967779056,0.8048660301817062,0.7774505429123904,16235
Winter,0.7447053029059267,0.7244849065644465,0.7344559585492227,6261
