label,precision,recall,f1,support
Fall,0.7579058327477161,0.4831989247311828,0.5901504787961697,8928
Spring,0.893640350877193,0.6132430398796087,0.7273538598839804,1329
Summer,0.6803132099183141,0.866954111487527,0.7623767739139855,16235
Winter,0.7586080586080586,0.6615556620348187,0.7067656343315417,6261
