class_name,support,baseline_f1,candidate_f1,baseline_recall,candidate_recall
Casual,10065,0.9290611173238683,0.9274981765134939,0.9492300049677099,0.9475409836065574
Ethnic,873,0.8549346016646849,0.8517200474495848,0.8235967926689576,0.8224513172966781
Formal,779,0.7744565217391305,0.7736736064472801,0.7317073170731707,0.7394094993581515
Home,1,0.0,0.0,0.0,0.0
NA,22,0.23376623376623376,0.18823529411764706,0.4090909090909091,0.36363636363636365
Party,6,0.0,0.0,0.0,0.0
Smart Casual,18,0.0,0.0,0.0,0.0
Sports,1338,0.661839863713799,0.6588337684943429,0.5807174887892377,0.5657698056801196
Travel,8,0.05405405405405405,0.0,0.125,0.0
