candidate_id,preprocessing_id,loss_id,macro_f1_124,weighted_f1,top1_accuracy,top5_accuracy
task1_cnn_no_aug_unweighted_v1,task1_rgb_60x80_no_aug_v1,cross_entropy_unweighted_v1,0.556926169275759,0.8392084010098373,0.8421871662649132,0.9779696701553108
task1_cnn_mild_aug_unweighted_v1,task1_rgb_60x80_mild_aug_v1,cross_entropy_unweighted_v1,0.5407552880957798,0.8385822098783946,0.8429194763982547,0.9809294236108992
task1_cnn_mild_aug_balanced_weighted_v1,task1_rgb_60x80_mild_aug_v1,cross_entropy_balanced_class_weighted_v1,0.4663830584661558,0.714510011069428,0.6915143563299058,0.9524913800994721
