candidate_id,hog_id,model_family,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,top1_accuracy_mean,top1_accuracy_std,top5_accuracy_mean,top5_accuracy_std
task1_gray_hog_ppc10_v1-knn-k3-distance,task1_gray_hog_ppc10_v1,task1_hog_knn_v1,0.5022892580512888,0.014017825710501771,0.7860372820149344,0.004672640051280532,0.7955325018990275,0.004801011034490163,0.8952180953684815,0.0039601840374891405
task1_gray_hog_ppc10_v1-linear-svm-c0.1-balanced,task1_gray_hog_ppc10_v1,task1_hog_linear_svm_v1,0.48885695647584326,0.016528962731918406,0.7802456905291064,0.00562164404055315,0.7764621662167521,0.0047779594378868,0.9445883687393322,0.003859332324873617
