candidate_id,macro_f1,weighted_f1,top1_accuracy,top5_accuracy
task1_gray_hog_ppc10_v1-knn-k3-distance,0.5268785652938714,0.7871570366321843,0.795532908186617,0.8952186250877247
task1_gray_hog_ppc10_v1-linear-svm-c0.1-balanced,0.5059121622667486,0.7808489262349558,0.7764623317975162,0.9445885332438287
