class_index,class_name,precision,recall,f1,support
0,Accessory Gift Set,0.9680851063829787,1.0,0.9837837837837838,91
1,Baby Dolls,0.0,0.0,0.0,2
2,Backpacks,0.8580060422960725,0.9403973509933775,0.8973143759873617,604
3,Bangle,0.47368421052631576,0.54,0.5046728971962616,50
4,Basketballs,0.75,1.0,0.8571428571428571,12
5,Belts,0.935933147632312,0.9940828402366864,0.9641319942611191,676
6,Blazers,1.0,0.5714285714285714,0.7272727272727273,7
7,Body Wash and Scrub,0.0,0.0,0.0,1
8,Booties,0.8181818181818182,1.0,0.9,9
9,Boxers,0.6944444444444444,0.7352941176470589,0.7142857142857143,34
10,Bra,0.968503937007874,0.9800796812749004,0.9742574257425742,251
11,Bracelet,0.5357142857142857,0.3409090909090909,0.4166666666666667,44
12,Briefs,0.9591474245115453,0.9507042253521126,0.9549071618037135,568
13,Camisoles,1.0,0.46153846153846156,0.631578947368421,13
14,Capris,0.49137931034482757,0.41911764705882354,0.4523809523809524,136
15,Caps,0.9507389162561576,0.8391304347826087,0.8914549653579676,230
16,Casual Shoes,0.7382314122305323,0.7372583479789103,0.7377445592437899,2276
17,Churidar,0.45454545454545453,0.38461538461538464,0.4166666666666667,26
18,Clothing Set,1.0,0.14285714285714285,0.25,7
19,Clutches,0.6726190476190477,0.5978835978835979,0.6330532212885154,189
20,Compact,0.0,0.0,0.0,4
21,Concealer,0.0,0.0,0.0,2
22,Cufflinks,0.95,1.0,0.9743589743589743,38
23,Cushion Covers,0.0,0.0,0.0,1
24,Deodorant,0.7046153846153846,0.9233870967741935,0.7993019197207679,248
25,Dresses,0.49029126213592233,0.3494809688581315,0.4080808080808081,289
26,Duffel Bag,0.6818181818181818,0.6164383561643836,0.6474820143884892,73
27,Dupatta,0.8961038961038961,0.696969696969697,0.7840909090909091,99
28,Earrings,0.978494623655914,0.883495145631068,0.9285714285714286,206
29,Eyeshadow,0.5,1.0,0.6666666666666666,4
