candidate_id,preprocessing_id,loss_id,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,top1_accuracy_mean,top1_accuracy_std,top5_accuracy_mean,top5_accuracy_std
task1_cnn_no_aug_unweighted_v1,task1_rgb_60x80_no_aug_v1,cross_entropy_unweighted_v1,0.5314734657546019,0.03307034651599474,0.8381059171412577,0.007758883942306242,0.8421856893311549,0.0072669482870609285,0.9779692116924515,0.0027394808787697
task1_cnn_mild_aug_unweighted_v1,task1_rgb_60x80_mild_aug_v1,cross_entropy_unweighted_v1,0.521784453526665,0.015782512940757956,0.8373490284103354,0.006263155354647872,0.8429181690264519,0.00633823160481616,0.980929026755607,0.0021859869338005347
task1_cnn_mild_aug_balanced_weighted_v1,task1_rgb_60x80_mild_aug_v1,cross_entropy_balanced_class_weighted_v1,0.4564129090193513,0.0181332514770149,0.7138776985288154,0.024424759073997965,0.6915100734713372,0.02489306735857832,0.952490724487458,0.007478904123935877
