run_id,candidate_id,fold,epoch,train_loss,macro_f1,weighted_f1,top1_accuracy,top5_accuracy,validation_loss
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,2,4.407840577567496,0.0406574076335265,0.1489766881928133,0.1580955287654509,0.4544483442698001,3.214654830785898
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,3,3.771793108451657,0.0792722045723817,0.1858368868581468,0.2305814130932397,0.559896230734015,2.861084727140573
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,4,3.3051018953323363,0.1791650174212376,0.3056672756685563,0.2844498702884175,0.7170761483290096,2.5101157128810883
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,5,2.828113837358428,0.1913278821979914,0.4018205597046367,0.3630398290859148,0.7677399664275905,2.2559431378658
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,6,2.3672137399999107,0.2280269566585832,0.3586572493114524,0.3493056615290706,0.7886464214863421,2.093119210921801
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,7,2.080012143821251,0.278727944161787,0.5069130845333947,0.4817640775217457,0.8554860369296505,1.6989333583758428
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,8,1.8030558967008825,0.281036843847196,0.5449259813906212,0.5270868304593316,0.8855486036929651,1.6052583559201314
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,9,1.6057951883571904,0.3357076775262734,0.5503954697628355,0.5214405615748512,0.8922630856096444,1.5839744003919454
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,10,1.374923821774925,0.3379281721694737,0.557717728019503,0.5345643216847246,0.9052342438577752,1.478016279064692
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,11,1.2461517806460218,0.3447930867010069,0.614307350747984,0.5887379826033877,0.9066076606134594,1.4698029045875256
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,12,1.0780303770449104,0.3851064380187527,0.6356614910624663,0.6015565389897757,0.925530291469556,1.3438322670184648
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,13,0.9409276605379292,0.3847710845954993,0.6468549375779683,0.6094918358003968,0.923851670990386,1.331254576261227
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,14,0.8307891401575833,0.4013745524460986,0.6674553809321601,0.6389439951167404,0.9392644590264,1.2761707363220365
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,15,0.7623280493224539,0.4193091488716189,0.6936333761921848,0.670074774912254,0.9429269037082252,1.1828977924126844
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,16,0.6264732538926893,0.4278424930624588,0.6722935791576138,0.6500839310239585,0.9392644590264,1.2626816504276717
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,17,0.5803435784651012,0.4234602888416956,0.6948429114331778,0.6717533953914238,0.947352357698764,1.182426740343754
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,18,0.5324110525410349,0.4242504574373154,0.6972426052406195,0.6763314512437052,0.9500991912101328,1.1920828750500312
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,19,0.4939408225257222,0.4259394062505497,0.7050339094595758,0.6825881275751564,0.951014802380589,1.1842494652821467
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f2-s2753-0b41fbf934d5,task1_cnn_mild_aug_balanced_weighted_v1,2,20,0.492835338740814,0.4260636939623844,0.7046155093787556,0.682282923851671,0.9511674042423316,1.1869565867460692
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,1,4.808207858481058,0.0056925411613266,0.0112331307785034,0.0376869087580103,0.1931644797070491,4.28430419243299
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,2,4.473396937440081,0.0411955123185966,0.1141577901959015,0.1536466280134269,0.4662801342691486,3.291481132690723
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,3,3.838725607569625,0.0794627039842955,0.153099186491999,0.1524259993896856,0.5148001220628624,3.0420412512925954
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,4,3.333097469515917,0.1640613347076293,0.3015598333999431,0.293561184009765,0.6899603295697284,2.48555293908486
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,5,2.8786968033488205,0.1742749168911739,0.2816309614195572,0.2837961550198352,0.6919438510833079,2.519431458069728
