class_index,class_name,precision,recall,f1,support
0,Accessory Gift Set,0.9578947368421052,1.0,0.978494623655914,91
1,Baby Dolls,0.0,0.0,0.0,2
2,Backpacks,0.9146757679180887,0.8874172185430463,0.9008403361344538,604
3,Bangle,0.34210526315789475,0.52,0.4126984126984127,50
4,Basketballs,0.45,0.75,0.5625,12
5,Belts,0.9846625766871165,0.9497041420118343,0.9668674698795181,676
6,Blazers,0.2,0.5714285714285714,0.2962962962962963,7
7,Body Wash and Scrub,0.0,0.0,0.0,1
8,Booties,0.6428571428571429,1.0,0.782608695652174,9
9,Boxers,0.5128205128205128,0.5882352941176471,0.547945205479452,34
10,Bra,0.953307392996109,0.9760956175298805,0.9645669291338582,251
11,Bracelet,0.175,0.1590909090909091,0.16666666666666666,44
12,Briefs,0.9476635514018692,0.8926056338028169,0.9193109700815957,568
13,Camisoles,0.11475409836065574,0.5384615384615384,0.1891891891891892,13
14,Capris,0.44324324324324327,0.6029411764705882,0.5109034267912772,136
15,Caps,0.8271604938271605,0.8739130434782608,0.8498942917547568,230
16,Casual Shoes,0.7522063815342838,0.4868189806678383,0.5910909575886903,2276
17,Churidar,0.3902439024390244,0.6153846153846154,0.47761194029850745,26
18,Clothing Set,0.14285714285714285,0.5714285714285714,0.22857142857142856,7
19,Clutches,0.5676855895196506,0.6878306878306878,0.6220095693779905,189
20,Compact,0.0,0.0,0.0,4
21,Concealer,0.0,0.0,0.0,2
22,Cufflinks,0.5757575757575758,1.0,0.7307692307692307,38
23,Cushion Covers,0.0,0.0,0.0,1
24,Deodorant,0.7560975609756098,0.875,0.811214953271028,248
25,Dresses,0.3941798941798942,0.5155709342560554,0.44677661169415295,289
26,Duffel Bag,0.38235294117647056,0.7123287671232876,0.49760765550239233,73
27,Dupatta,0.45,0.7272727272727273,0.555984555984556,99
28,Earrings,0.9607843137254902,0.9514563106796117,0.9560975609756097,206
29,Eyeshadow,0.8,1.0,0.8888888888888888,4
30,Flats,0.27804107424960506,0.4943820224719101,0.35591506572295245,356
31,Flip Flops,0.7452471482889734,0.8010899182561307,0.7721602101116218,734
32,Footballs,0.17857142857142858,0.7142857142857143,0.2857142857142857,7
33,Formal Shoes,0.48111332007952284,0.9361702127659575,0.6355876559422193,517
34,Foundation and Primer,0.47368421052631576,0.8181818181818182,0.6,11
35,Fragrance Gift Set,0.41509433962264153,0.9361702127659575,0.5751633986928104,47
36,Free Gifts,0.06912442396313365,0.2631578947368421,0.10948905109489052,57
37,Gloves,0.4666666666666667,0.7777777777777778,0.5833333333333334,18
38,Handbags,0.9522258414766558,0.7176759410801964,0.8184787680821278,1222
39,Hat,0.0,0.0,0.0,2
40,Headband,0.08333333333333333,0.16666666666666666,0.1111111111111111,6
41,Heels,0.7119155354449472,0.5303370786516854,0.6078557630392788,890
42,Highlighter and Blush,0.0,0.0,0.0,4
43,Innerwear Vests,0.31020408163265306,0.7414634146341463,0.437410071942446,205
44,Ipad,0.0,0.0,0.0,1
45,Jackets,0.2558139534883721,0.39896373056994816,0.3117408906882591,193
46,Jeans,0.7593582887700535,0.6016949152542372,0.6713947990543735,472
47,Jeggings,0.10576923076923077,0.5,0.1746031746031746,22
48,Jewellery Set,0.967741935483871,0.7894736842105263,0.8695652173913043,38
49,Jumpsuit,0.13333333333333333,0.4,0.2,10
50,Kajal and Eyeliner,0.4444444444444444,0.36363636363636365,0.4,11
51,Key chain,0.0,0.0,0.0,1
52,Kurta Sets,0.6506024096385542,0.84375,0.7346938775510204,64
53,Kurtas,0.8663366336633663,0.6618759455370651,0.7504288164665524,1322
54,Kurtis,0.1614678899082569,0.5116279069767442,0.24546722454672246,172
55,Laptop Bag,0.21875,0.5223880597014925,0.30837004405286345,67
56,Leggings,0.5714285714285714,0.5333333333333333,0.5517241379310345,135
57,Lehenga Choli,0.4,1.0,0.5714285714285714,2
58,Lip Gloss,0.38461538461538464,1.0,0.5555555555555556,5
59,Lip Liner,0.5,0.5454545454545454,0.5217391304347826,11
60,Lip Plumper,0.3333333333333333,1.0,0.5,3
61,Lipstick,0.0,0.0,0.0,10
62,Lounge Pants,0.22077922077922077,0.37777777777777777,0.2786885245901639,45
63,Lounge Shorts,0.17142857142857143,0.41379310344827586,0.24242424242424243,29
64,Lounge Tshirts,0.0,0.0,0.0,1
65,Messenger Bag,0.1276595744680851,0.32432432432432434,0.183206106870229,37
66,Mobile Pouch,0.2857142857142857,0.65,0.3969465648854962,40
67,Mufflers,0.625,0.7575757575757576,0.684931506849315,33
68,Nail Polish,0.5714285714285714,1.0,0.7272727272727273,16
69,Necklace and Chains,0.6875,0.8301886792452831,0.7521367521367521,53
70,Nehru Jackets,0.25,0.5,0.3333333333333333,4
71,Night suits,0.5730337078651685,0.864406779661017,0.6891891891891891,59
72,Nightdress,0.16666666666666666,0.4117647058823529,0.23728813559322035,34
73,Patiala,0.7,0.6086956521739131,0.6511627906976745,23
74,Pendant,0.7722772277227723,0.7428571428571429,0.7572815533980582,105
75,Perfume and Body Mist,0.8162162162162162,0.6371308016877637,0.7156398104265402,474
76,Rain Jacket,0.0,0.0,0.0,1
77,Rain Trousers,0.0,0.0,0.0,1
78,Ring,0.6049382716049383,0.620253164556962,0.6125,79
79,Robe,0.0,0.0,0.0,2
80,Rompers,0.38461538461538464,0.9090909090909091,0.5405405405405406,11
81,Rucksacks,0.2777777777777778,0.5,0.35714285714285715,10
82,Salwar,0.5675675675675675,0.75,0.6461538461538462,28
83,Salwar and Dupatta,0.5,0.6666666666666666,0.5714285714285714,6
84,Sandals,0.6262798634812287,0.4993197278911565,0.5556396669190008,735
85,Sarees,0.8345323741007195,0.8992248062015504,0.8656716417910447,129
86,Scarves,0.5775862068965517,0.7204301075268817,0.6411483253588517,93
87,Shapewear,0.0,0.0,0.0,2
88,Shirts,0.7825390468562274,0.746086292478045,0.7638780297107115,2619
89,Shoe Accessories,0.2127659574468085,0.5,0.29850746268656714,20
90,Shoe Laces,0.0,0.0,0.0,1
91,Shorts,0.8285714285714286,0.6487695749440716,0.7277289836888331,447
92,Shrug,0.0,0.0,0.0,2
93,Skirts,0.35,0.6363636363636364,0.45161290322580644,99
