label,c1_precision,c1_recall,c1_f1,c1_support,c2_precision,c2_recall,c2_f1,c2_support,delta_c1_minus_c2_f1
Fall,0.719442761962447,0.6652105734767025,0.6912646220101263,8928,0.7566383794141801,0.6191756272401434,0.6810397930269804,8928,0.010224828983145917
Spring,0.9241071428571429,0.6230248306997742,0.7442696629213483,1329,0.9104638619201726,0.6350639578630549,0.74822695035461,1329,-0.003957287433261625
Summer,0.7473854929813769,0.8231598398521712,0.78344471802087,16235,0.7353287641893339,0.8458885124730521,0.7867434333018246,16235,-0.0032987152809546005
Winter,0.7647264464254501,0.6987701645104616,0.7302620597563011,6261,0.7505133470225873,0.7005270723526593,0.7246592317224287,6261,0.0056028280338723535
