family,tuning_id,experiment_id,model_family,learning_rate,weight_decay,pooled_macro_f1,fold_mean_macro_f1,fold_sd_macro_f1,spring_f1,five_fold_runtime_minutes,peak_vram_mb,parameter_count,config_sha256,split_sha256,label_map_sha256,implementation_sha256,transform_id,screen_experiment_id,screen_pooled_macro_f1,full_minus_screen_macro_f1,median_best_epoch,rank,provisional_reference
C1,T1,g3-c1-t1-smallcnn,smallcnn,0.001,0.0001,0.7373102656771614,0.7373088007893457,0.0103164899657044,0.7442696629213483,23.570534206667315,191.35888671875,1174244,1c54b8a3539f153f95ddae6aa0d871459673dd01490b2c31e8d7a7fed237f043,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,dd1c2e687fff3fff7d9117f2925e5ea25a6be253a21357467cb92ccb82eebe5f,a0-7dba8a62f166046d,g2-t1-c1-smallcnn,0.7080748795801736,0.029235386096987837,20.0,1,True
C2,T0,g3-c2-t0-resnet18,resnet18_small_stem,0.0003,0.0001,0.7351673521014609,0.7350979612315705,0.0063397470102075,0.74822695035461,88.65639178166603,606.38916015625,11170884,1867b18890a586c213cedcb902344be3fab99d9c3f0f8bc0d854efbc55bc5887,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,dd1c2e687fff3fff7d9117f2925e5ea25a6be253a21357467cb92ccb82eebe5f,a0-7dba8a62f166046d,g1-c2-resnet18,0.707099241697181,0.028068110404279922,22.0,2,False
