row_count,unique_group_count,singleton_group_count,multirow_group_count,minimum_group_size,median_group_size,mean_group_size,maximum_group_size,sampled_group_count_per_replicate,minimum_sampled_row_count,mean_sampled_row_count,maximum_sampled_row_count,group_semantics,group_assignment_sha256,group_size_sha256
32753,22885,19023,3862,1,1.0,1.431199475639065,80,22885,31721,32754.2525,33874,conservative_dependency_block_not_verified_sku,c29748b6026525766937997895ef759097c3d53ff216b85fe5731f5a13d9fe93,dc89c63a02cac2f11dedb6cbd63b3b0143b25b918344df260101230b0434f205
