metric,fold_mean,fold_sd,fold_min,fold_max,pooled_value
n_samples,6550.6,0.8944271909999159,6550.0,6552.0,32753.0
accuracy,0.7234763409065299,0.008955769115954663,0.7144383394383395,0.7384732824427481,0.7234757121485055
balanced_accuracy,0.662549715111096,0.009608859972818417,0.6541680792403345,0.6790290642399428,0.6625561121839549
macro_precision,0.7928338951773559,0.013503210302056876,0.7779695921196568,0.8069334989994699,0.7924054783865541
macro_recall,0.662549715111096,0.009608859972818417,0.6541680792403345,0.6790290642399428,0.6625561121839549
macro_f1,0.7081335048488665,0.009895992259266096,0.7003033063757035,0.7250995169084534,0.7082455882507765
weighted_f1,0.7151500397352797,0.010026958392595651,0.7045209375441563,0.7316941024529778,0.7152679294309996
nll,0.6765877180546287,0.009906569904937941,0.66417425782733,0.6871988632712256,0.6765886418497953
brier,0.3784147638840224,0.006313589713586222,0.37039614833384,0.3858172422062715,0.3784153072477895
ece,0.029090427101947473,0.0028115024395820322,0.025405567863004762,0.03227481599429723,0.024158711698645474
