outer_fold,inner_calibration_fold,scope,class_name,precision,recall,f1,support
4,1,inner_base_training,Smart Casual,1.0,1.0,1.0,28
4,1,inner_base_training,Sports,0.8126084441873915,0.7007481296758105,0.7525441885377611,2005
4,1,inner_base_training,Travel,1.0,1.0,1.0,13
4,1,inner_base_heldout,Casual,0.9062805713167678,0.9206917113893858,0.9134293038848353,5031
4,1,inner_base_heldout,Ethnic,0.7887640449438202,0.805045871559633,0.7968217934165721,436
4,1,inner_base_heldout,Formal,0.6959798994974874,0.7157622739018088,0.7057324840764331,387
4,1,inner_base_heldout,Home,0.0,0.0,0.0,0
4,1,inner_base_heldout,NA,0.0,0.0,0.0,14
4,1,inner_base_heldout,Party,0.0,0.0,0.0,2
4,1,inner_base_heldout,Smart Casual,0.0,0.0,0.0,10
4,1,inner_base_heldout,Sports,0.6655172413793103,0.5752608047690015,0.6171063149480416,671
4,1,inner_base_heldout,Travel,0.0,0.0,0.0,5
4,1,outer_validation,Casual,0.9026878556013341,0.9150755767700876,0.9088395061728395,5028
4,1,outer_validation,Ethnic,0.7588495575221239,0.7885057471264367,0.7733934611048479,435
4,1,outer_validation,Formal,0.7046632124352331,0.6868686868686869,0.6956521739130435,396
4,1,outer_validation,Home,0.0,0.0,0.0,1
4,1,outer_validation,NA,0.1,0.09090909090909091,0.09523809523809523,11
4,1,outer_validation,Party,0.0,0.0,0.0,3
4,1,outer_validation,Smart Casual,0.0,0.0,0.0,9
4,1,outer_validation,Sports,0.6339434276206323,0.5686567164179105,0.5995279307631786,670
4,1,outer_validation,Travel,0.25,0.25,0.25,4
4,2,inner_base_training,Casual,0.950223895126225,0.9701828783461437,0.960099668863316,15092
4,2,inner_base_training,Ethnic,0.9423076923076923,0.9336890243902439,0.9379785604900459,1312
4,2,inner_base_training,Formal,0.9234116623150566,0.9122957867583835,0.9178200692041523,1163
4,2,inner_base_training,Home,0.0,0.0,0.0,0
4,2,inner_base_training,NA,0.925,1.0,0.961038961038961,37
4,2,inner_base_training,Party,1.0,1.0,1.0,7
4,2,inner_base_training,Smart Casual,1.0,1.0,1.0,29
4,2,inner_base_training,Sports,0.8319719953325554,0.7101593625498008,0.7662547017732402,2008
4,2,inner_base_training,Travel,1.0,1.0,1.0,14
4,2,inner_base_heldout,Casual,0.900758902510216,0.9200954084675015,0.9103244837758112,5031
4,2,inner_base_heldout,Ethnic,0.7985436893203883,0.7545871559633027,0.7759433962264151,436
4,2,inner_base_heldout,Formal,0.6803874092009685,0.7205128205128205,0.6998754669987547,390
4,2,inner_base_heldout,Home,0.0,0.0,0.0,0
4,2,inner_base_heldout,NA,0.36363636363636365,0.3076923076923077,0.3333333333333333,13
4,2,inner_base_heldout,Party,0.0,0.0,0.0,2
4,2,inner_base_heldout,Smart Casual,0.0,0.0,0.0,9
4,2,inner_base_heldout,Sports,0.6378091872791519,0.5404191616766467,0.5850891410048622,668
4,2,inner_base_heldout,Travel,0.2,0.25,0.2222222222222222,4
4,2,outer_validation,Casual,0.9027533684827183,0.9194510739856802,0.911025716819391,5028
4,2,outer_validation,Ethnic,0.757847533632287,0.7770114942528735,0.7673098751418842,435
4,2,outer_validation,Formal,0.685,0.6919191919191919,0.6884422110552764,396
4,2,outer_validation,Home,0.0,0.0,0.0,1
4,2,outer_validation,NA,0.5,0.45454545454545453,0.47619047619047616,11
4,2,outer_validation,Party,0.0,0.0,0.0,3
4,2,outer_validation,Smart Casual,0.0,0.0,0.0,9
4,2,outer_validation,Sports,0.6619718309859155,0.5611940298507463,0.6074313408723748,670
4,2,outer_validation,Travel,0.0,0.0,0.0,4
4,3,inner_base_training,Casual,0.9508708084221471,0.9690707993906881,0.9598845409518811,15099
4,3,inner_base_training,Ethnic,0.9495341614906833,0.933587786259542,0.9414934565050038,1310
4,3,inner_base_training,Formal,0.9130808950086059,0.9146551724137931,0.9138673557278209,1160
4,3,inner_base_training,Home,0.0,0.0,0.0,0
4,3,inner_base_training,NA,0.8444444444444444,1.0,0.9156626506024096,38
4,3,inner_base_training,Party,0.875,1.0,0.9333333333333333,7
4,3,inner_base_training,Smart Casual,0.9655172413793104,1.0,0.9824561403508771,28
4,3,inner_base_training,Sports,0.8259109311740891,0.7115097159940209,0.7644539614561028,2007
4,3,inner_base_training,Travel,1.0,1.0,1.0,13
4,3,inner_base_heldout,Casual,0.9022395326192795,0.9221735668789809,0.9120976474062408,5024
4,3,inner_base_heldout,Ethnic,0.7821100917431193,0.7785388127853882,0.7803203661327232,438
4,3,inner_base_heldout,Formal,0.7277486910994765,0.7073791348600509,0.7174193548387097,393
4,3,inner_base_heldout,Home,0.0,0.0,0.0,0
4,3,inner_base_heldout,NA,0.1111111111111111,0.08333333333333333,0.09523809523809523,12
4,3,inner_base_heldout,Party,0.0,0.0,0.0,2
4,3,inner_base_heldout,Smart Casual,0.0,0.0,0.0,10
4,3,inner_base_heldout,Sports,0.6421232876712328,0.5605381165919282,0.5985634477254589,669
4,3,inner_base_heldout,Travel,0.0,0.0,0.0,5
4,3,outer_validation,Casual,0.9004286827747466,0.9190533015115354,0.9096456692913386,5028
4,3,outer_validation,Ethnic,0.7560975609756098,0.7839080459770115,0.7697516930022573,435
4,3,outer_validation,Formal,0.703125,0.6818181818181818,0.6923076923076923,396
4,3,outer_validation,Home,0.0,0.0,0.0,1
4,3,outer_validation,NA,0.45454545454545453,0.45454545454545453,0.45454545454545453,11
4,3,outer_validation,Party,0.0,0.0,0.0,3
4,3,outer_validation,Smart Casual,0.0,0.0,0.0,9
4,3,outer_validation,Sports,0.6467486818980668,0.5492537313432836,0.5940274414850686,670
4,3,outer_validation,Travel,0.5,0.25,0.3333333333333333,4
