model,scope,class_name,support,prevalence,average_precision,roc_auc,true_top1,true_top2,true_top3,true_probability_median,largest_probability
U2,folds_0_4,Ethnic,873,0.06659038901601831,0.8505608381203673,0.9737702333851076,0.6712485681557846,0.9473081328751431,0.979381443298969,0.6197076558372553,0.9606667954486434
U2,folds_0_4,Formal,779,0.059420289855072465,0.7654054352921912,0.9593065641569007,0.5301668806161746,0.9127086007702182,0.9768934531450578,0.496500502503557,0.9460551682980398
U2,folds_0_4,Home,1,7.627765064836003e-05,7.627765064836003e-05,0.5,0.0,0.0,0.0,0.0,0.0
U2,folds_0_4,NA,22,0.0016781083142639206,0.30492407274412847,0.9120082240497889,0.09090909090909091,0.4090909090909091,0.7727272727272727,0.02559284198593365,0.5578396554002433
U2,folds_0_4,Party,6,0.0004576659038901602,0.0018492830025960902,0.6751373626373627,0.0,0.0,0.0,0.0004937555121136,0.0122979143347772
U2,folds_0_4,Smart Casual,18,0.0013729977116704805,0.0038509600852346597,0.7065256136062735,0.0,0.0,0.05555555555555555,0.00236624408583845,0.0412739522903849
U2,folds_0_4,Sports,1338,0.10205949656750572,0.6678467354315577,0.9121148101928672,0.4252615844544096,0.9327354260089686,0.9850523168908819,0.40738708855119304,0.9898241596289636
U2,folds_0_4,Travel,8,0.0006102212051868803,0.2655553224301428,0.8504140589223019,0.125,0.25,0.25,0.00459195279008445,0.3803095702119302
S1,all_available_folds,Casual,10065,0.7677345537757437,0.9279605694193056,0.8468324038250551,0.9629408842523597,1.0,1.0,0.9586617834189528,0.9969587599586422
S1,all_available_folds,Ethnic,873,0.06659038901601831,0.8289817841100727,0.9727829079385834,0.7583046964490263,0.9473081328751431,0.9885452462772051,0.9918541467784664,0.9955975802252895
S1,all_available_folds,Formal,779,0.059420289855072465,0.6122705275833225,0.9423081707821974,0.3748395378690629,0.9088575096277278,0.9319640564826701,0.2787684553814196,0.9529801491156455
S1,all_available_folds,Home,1,7.627765064836003e-05,0.00010691756655618518,0.29529330993973607,0.0,0.0,0.0,7.010947173354363e-08,0.0013698758947474
S1,all_available_folds,NA,22,0.0016781083142639206,0.2379692721096055,0.7693584685485664,0.045454545454545456,0.45454545454545453,0.5,0.0065906435396088,0.66712524938268
S1,all_available_folds,Party,6,0.0004576659038901602,0.027454729374126224,0.702024827024827,0.0,0.5,0.5,0.008479269009552516,0.0253240985333878
S1,all_available_folds,Smart Casual,18,0.0013729977116704805,0.009373662123846478,0.817206012153308,0.0,0.0,0.5,0.0091075044628608,0.0166841472949522
S1,all_available_folds,Sports,1338,0.10205949656750572,0.5930758323162733,0.8713774216338636,0.4551569506726457,0.9424514200298953,0.9850523168908819,0.3605259739308782,0.9812164377642622
S1,all_available_folds,Travel,8,0.0006102212051868803,0.011242819239503552,0.7810448786444817,0.0,0.0,0.75,0.0142929130009965,0.3079636438837155
S1,folds_0_4,Casual,10065,0.7677345537757437,0.9279605694193056,0.8468324038250551,0.9629408842523597,1.0,1.0,0.9586617834189528,0.9969587599586422
S1,folds_0_4,Ethnic,873,0.06659038901601831,0.8289817841100727,0.9727829079385834,0.7583046964490263,0.9473081328751431,0.9885452462772051,0.9918541467784664,0.9955975802252895
S1,folds_0_4,Formal,779,0.059420289855072465,0.6122705275833225,0.9423081707821974,0.3748395378690629,0.9088575096277278,0.9319640564826701,0.2787684553814196,0.9529801491156455
S1,folds_0_4,Home,1,7.627765064836003e-05,0.00010691756655618518,0.29529330993973607,0.0,0.0,0.0,7.010947173354363e-08,0.0013698758947474
S1,folds_0_4,NA,22,0.0016781083142639206,0.2379692721096055,0.7693584685485664,0.045454545454545456,0.45454545454545453,0.5,0.0065906435396088,0.66712524938268
S1,folds_0_4,Party,6,0.0004576659038901602,0.027454729374126224,0.702024827024827,0.0,0.5,0.5,0.008479269009552516,0.0253240985333878
S1,folds_0_4,Smart Casual,18,0.0013729977116704805,0.009373662123846478,0.817206012153308,0.0,0.0,0.5,0.0091075044628608,0.0166841472949522
S1,folds_0_4,Sports,1338,0.10205949656750572,0.5930758323162733,0.8713774216338636,0.4551569506726457,0.9424514200298953,0.9850523168908819,0.3605259739308782,0.9812164377642622
S1,folds_0_4,Travel,8,0.0006102212051868803,0.011242819239503552,0.7810448786444817,0.0,0.0,0.75,0.0142929130009965,0.3079636438837155
