model,scope,class_name,support,prevalence,average_precision,roc_auc,true_top1,true_top2,true_top3,true_probability_median,largest_probability
E9,all_available_folds,Casual,25151,0.767453924081533,0.9586101087947982,0.8917785780029548,0.869866009303805,0.9962625740527216,0.9998807204484911,0.8899392,0.99998045
E9,all_available_folds,Ethnic,2183,0.06661174173074576,0.8875845229356852,0.9848739483968942,0.81539166284929,0.9528172240036646,0.9821346770499313,0.9310217,0.99998915
E9,all_available_folds,Formal,1949,0.05947150006102771,0.7479177927017242,0.9631666693494678,0.7603899435608004,0.90559261159569,0.9774243201641868,0.8768983,0.99996305
E9,all_available_folds,Home,1,3.0513853289393385e-05,6.151574803149606e-05,0.5039821793659027,0.0,0.0,0.0,4.8061024e-06,0.10679377
E9,all_available_folds,NA,61,0.0018613450506529965,0.11025397729538572,0.883367053044271,0.26229508196721313,0.45901639344262296,0.7540983606557377,0.04883108,0.9981494
E9,all_available_folds,Party,12,0.0003661662394727206,0.02467318613929361,0.8362789987789988,0.08333333333333333,0.08333333333333333,0.25,0.0013937501,0.7142231
E9,all_available_folds,Smart Casual,47,0.001434151104601489,0.026679557050292055,0.8768948198234806,0.1276595744680851,0.3191489361702128,0.5319148936170213,0.02010028,0.92295897
E9,all_available_folds,Sports,3346,0.10209935310631027,0.612805760311658,0.9220836069317346,0.6760310818888224,0.9635385534967125,0.9910340705319785,0.7172358050000001,0.9999331
E9,all_available_folds,Travel,22,0.0006713047723666544,0.10868525684414666,0.8994073560027759,0.18181818181818182,0.22727272727272727,0.6363636363636364,0.0226298375,0.979384
E9,folds_0_4,Casual,10065,0.7677345537757437,0.9569809898359003,0.889100436652726,0.8635866865375063,0.995926477893691,0.9998012916045703,0.8863369,0.99998045
E9,folds_0_4,Ethnic,873,0.06659038901601831,0.9017787384643515,0.9870438750672688,0.8224513172966781,0.9667812142038946,0.9908361970217641,0.93382055,0.9999368
E9,folds_0_4,Formal,779,0.059420289855072465,0.7458555126692821,0.9631863877935205,0.7458279845956355,0.8908857509627728,0.9704749679075738,0.87287515,0.99992824
E9,folds_0_4,Home,1,7.627765064836003e-05,0.00022222222222222223,0.6568006712945305,0.0,0.0,0.0,4.8061024e-06,0.072212845
E9,folds_0_4,NA,22,0.0016781083142639206,0.18638867942959153,0.9053296565903535,0.3181818181818182,0.5,0.7272727272727273,0.123820445,0.9558981
E9,folds_0_4,Party,6,0.0004576659038901602,0.10133180699599545,0.8629680504680505,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.01047667515,0.6183224
E9,folds_0_4,Smart Casual,18,0.0013729977116704805,0.03110576040682735,0.8724963506127577,0.1111111111111111,0.3888888888888889,0.5555555555555556,0.0105112935,0.84020126
E9,folds_0_4,Sports,1338,0.10205949656750572,0.6007964110599062,0.9180093170336036,0.6816143497757847,0.9596412556053812,0.9910313901345291,0.7164298499999999,0.9999331
E9,folds_0_4,Travel,8,0.0006102212051868803,0.14257890904969642,0.801843230041215,0.125,0.25,0.625,0.009913910750000001,0.9737483
U1,all_available_folds,Casual,10065,0.7677345537757437,0.9692730314299376,0.9206527521846912,0.9426726279185296,0.9981122702434178,0.9999006458022851,0.98614144,0.9999987
U1,all_available_folds,Ethnic,873,0.06659038901601831,0.9101372160094241,0.9851918500414821,0.827033218785796,0.9667812142038946,0.9885452462772051,0.9876323,0.99999833
U1,all_available_folds,Formal,779,0.059420289855072465,0.8443095430825994,0.9769135450703004,0.7586649550706034,0.944801026957638,0.9897304236200257,0.9273062,0.9999987
U1,all_available_folds,Home,1,7.627765064836003e-05,0.0009149130832570906,0.9166984514455717,0.0,0.0,0.0,3.8145365e-05,0.020689923
U1,all_available_folds,NA,22,0.0016781083142639206,0.18293386327333463,0.89830726272505,0.13636363636363635,0.4090909090909091,0.6363636363636364,0.0103485565,0.99800533
U1,all_available_folds,Party,6,0.0004576659038901602,0.28800094172871304,0.8463573463573464,0.0,0.3333333333333333,0.5,0.00705898845,0.32605132
U1,all_available_folds,Smart Casual,18,0.0013729977116704805,0.03931374508031679,0.9029560036663611,0.05555555555555555,0.4444444444444444,0.6666666666666666,0.004809004,0.54838884
U1,all_available_folds,Sports,1338,0.10205949656750572,0.7364054800104958,0.9377871892819576,0.6434977578475336,0.9656203288490284,0.9947683109118086,0.774391565,0.99999666
U1,all_available_folds,Travel,8,0.0006102212051868803,0.14882772704033181,0.8134445122882002,0.125,0.25,0.625,0.007640379399999999,0.98590356
U1,folds_0_4,Casual,10065,0.7677345537757437,0.9692730314299376,0.9206527521846912,0.9426726279185296,0.9981122702434178,0.9999006458022851,0.98614144,0.9999987
U1,folds_0_4,Ethnic,873,0.06659038901601831,0.9101372160094241,0.9851918500414821,0.827033218785796,0.9667812142038946,0.9885452462772051,0.9876323,0.99999833
U1,folds_0_4,Formal,779,0.059420289855072465,0.8443095430825994,0.9769135450703004,0.7586649550706034,0.944801026957638,0.9897304236200257,0.9273062,0.9999987
U1,folds_0_4,Home,1,7.627765064836003e-05,0.0009149130832570906,0.9166984514455717,0.0,0.0,0.0,3.8145365e-05,0.020689923
U1,folds_0_4,NA,22,0.0016781083142639206,0.18293386327333463,0.89830726272505,0.13636363636363635,0.4090909090909091,0.6363636363636364,0.0103485565,0.99800533
U1,folds_0_4,Party,6,0.0004576659038901602,0.28800094172871304,0.8463573463573464,0.0,0.3333333333333333,0.5,0.00705898845,0.32605132
U1,folds_0_4,Smart Casual,18,0.0013729977116704805,0.03931374508031679,0.9029560036663611,0.05555555555555555,0.4444444444444444,0.6666666666666666,0.004809004,0.54838884
U1,folds_0_4,Sports,1338,0.10205949656750572,0.7364054800104958,0.9377871892819576,0.6434977578475336,0.9656203288490284,0.9947683109118086,0.774391565,0.99999666
U1,folds_0_4,Travel,8,0.0006102212051868803,0.14882772704033181,0.8134445122882002,0.125,0.25,0.625,0.007640379399999999,0.98590356
U2,all_available_folds,Casual,10065,0.7677345537757437,0.9584005328593415,0.8950630426040262,0.9714853452558371,0.9978142076502732,0.9998012916045703,0.9181264540439876,0.9980265302993202
U2,all_available_folds,Ethnic,873,0.06659038901601831,0.8505608381203673,0.9737702333851076,0.6712485681557846,0.9473081328751431,0.979381443298969,0.6197076558372553,0.9606667954486434
U2,all_available_folds,Formal,779,0.059420289855072465,0.7654054352921912,0.9593065641569007,0.5301668806161746,0.9127086007702182,0.9768934531450578,0.496500502503557,0.9460551682980398
U2,all_available_folds,Home,1,7.627765064836003e-05,7.627765064836003e-05,0.5,0.0,0.0,0.0,0.0,0.0
U2,all_available_folds,NA,22,0.0016781083142639206,0.30492407274412847,0.9120082240497889,0.09090909090909091,0.4090909090909091,0.7727272727272727,0.02559284198593365,0.5578396554002433
U2,all_available_folds,Party,6,0.0004576659038901602,0.0018492830025960902,0.6751373626373627,0.0,0.0,0.0,0.0004937555121136,0.0122979143347772
U2,all_available_folds,Smart Casual,18,0.0013729977116704805,0.0038509600852346597,0.7065256136062735,0.0,0.0,0.05555555555555555,0.00236624408583845,0.0412739522903849
U2,all_available_folds,Sports,1338,0.10205949656750572,0.6678467354315577,0.9121148101928672,0.4252615844544096,0.9327354260089686,0.9850523168908819,0.40738708855119304,0.9898241596289636
U2,all_available_folds,Travel,8,0.0006102212051868803,0.2655553224301428,0.8504140589223019,0.125,0.25,0.25,0.00459195279008445,0.3803095702119302
U2,folds_0_4,Casual,10065,0.7677345537757437,0.9584005328593415,0.8950630426040262,0.9714853452558371,0.9978142076502732,0.9998012916045703,0.9181264540439876,0.9980265302993202
