model,fold,teacher_train_f1,teacher_validation_f1,teacher_gap,combined_validation_f1,fit_minutes
v2_e8,0,0.8650609349697933,0.4023556827579399,0.4627052522118534,0.763872198051746,8.612094322866664
mixup_sam,0,0.6598867146458117,0.3956621317848735,0.2642245828609382,0.7543129661644333,9.628344852933333
v2_e8,4,0.7714280715779045,0.39961419156282785,0.37181388001507665,0.7338845797571182,8.709092621250003
mixup_sam,4,0.5499821096600271,0.38277988939343344,0.1672022202665937,0.7473792838509361,9.712990006449997
