epoch,learning_rate,train_loss,train_macro_f1,validation_loss,validation_macro_f1,selected_checkpoint
1,0.001,1.2807039292016271,0.14074799444525704,1.116657260795603,0.18663771585972724,False
2,0.0009972883382072953,1.0281205297733207,0.25434936474401976,1.1470693775433944,0.25646004417019697,False
3,0.0009891830623632338,0.9123698273626921,0.29982235573870764,1.2253592107006748,0.24017311951184853,False
4,0.0009757729755661011,0.8661495682131073,0.3260411060423189,0.8821183172989903,0.3599602794838419,False
5,0.0009572050015330874,0.7778698297859343,0.3642161761036195,1.0709314251287876,0.27406717516118206,False
6,0.0009336825748732973,0.717877326641685,0.3961585309012711,0.9215916469157506,0.36534889374899726,False
7,0.0009054634122155991,0.6813341801602275,0.430672691688582,0.8937121484480082,0.4010732025465853,False
8,0.0008728566886113102,0.6384627987097317,0.4417317931839528,0.8428113475879742,0.3859103143051766,False
9,0.0008362196501476349,0.6127703608572551,0.44064555898585916,1.0918973285450002,0.31066256438227463,False
10,0.0007959536998847742,0.5799518978836564,0.4927770883680879,0.8126223849015233,0.36529881034046086,False
11,0.0007525,0.532060163681525,0.5322173670869078,1.1699665564014898,0.41884566595810935,False
12,0.0007063346383225212,0.49621850981491106,0.5699322545316906,0.8982161385746744,0.4015665663800742,False
13,0.000657963412215599,0.4776251939458167,0.5719657449409534,0.9746802291749795,0.37442873904116847,False
14,0.0006079162869547909,0.44574074929791313,0.589885834988992,0.7724435307097002,0.45784873800653103,False
15,0.0005567415893174886,0.4201551952226543,0.5985686408235931,0.7305717786021712,0.4802746953869469,False
16,0.0005050000000000002,0.39745789763217115,0.6186111726904497,0.8938315493525198,0.4482398703636764,False
17,0.0004532584106825117,0.3902765875881725,0.630773490200715,0.8566662512944313,0.48402157584511163,False
18,0.00040208371304520916,0.36572463817599316,0.6227103089128572,0.7410497269444986,0.5277186374576746,False
19,0.00035203658778440114,0.3385496427904876,0.6697520593743715,0.7885512272849033,0.4945173122591852,False
20,0.00030366536167747904,0.3293080216903507,0.6802793614316115,0.7179155875090258,0.48849382185601087,False
21,0.00025750000000000013,0.32093296735893595,0.6740695880542982,0.7032453743440704,0.5328954849889855,False
22,0.00021404630011522585,0.3004327775092526,0.7133973620974962,0.7131886165082431,0.5538933972571319,False
23,0.00017378034985236535,0.2857906893092254,0.7420878954302415,0.6912174339413357,0.5421632996887193,False
24,0.00013714331138868998,0.2787157675190442,0.7517392314885453,0.708616163784232,0.5734350015838948,False
25,0.00010453658778440108,0.27065130640330387,0.7843135047589286,0.7007949688441604,0.5539503152711406,False
26,7.631742512670285e-05,0.26726519722099046,0.7816126788553794,0.7292005979680475,0.5933141832571884,False
27,5.279499846691252e-05,0.2608938147655939,0.7720054277760614,0.6992361136037739,0.5861741360122958,False
28,3.4227024433899005e-05,0.26162973323958144,0.7777163094229562,0.6974101249633317,0.5887920441538173,False
29,2.0816937636766188e-05,0.2574825549027413,0.7944896483803093,0.6750654207000826,0.5886674826608592,False
30,1.2711661792704668e-05,0.251959632976772,0.7892168196654273,0.6964190702017005,0.5753504316290248,True
