fold,gap,peak_memory_bytes,run_id,train_f1,train_seconds,validation_f1,best_observed_validation_epoch,best_observed_validation_f1,final_validation_loss,epoch20_gap
0,0.09517238077139867,478187520,t3_gender_name_truth_mixup_alpha020_sam005_epoch25_cv_gender_smallcnngem3_f0_s2753_cebc4858f043_20260906T112202Z13e60c,0.8932396903538923,472.61962065699845,0.7980673095824936,23,0.799477271250258,0.2865245627850753,0.09630614076944344
1,0.09961993112639211,478056448,t3_gender_name_truth_mixup_alpha020_sam005_epoch25_cv_gender_smallcnngem3_f1_s2753_cebc4858f043_20260906T113308Zefe5d2,0.8932326370444056,476.3807169819993,0.7936127059180135,24,0.8031963757655796,0.2779549141349117,0.09252734689884279
2,0.11557849253209806,478056448,t3_gender_name_truth_mixup_alpha020_sam005_epoch25_cv_gender_smallcnngem3_f2_s2753_cebc4858f043_20260906T114419Z1959d4,0.901605260504111,479.01114971399875,0.786026767972013,23,0.7901041147616863,0.2882453993056069,0.10196145849014715
3,0.09379097918044399,478056448,t3_gender_name_truth_mixup_alpha020_sam005_epoch25_cv_gender_smallcnngem3_f3_s2753_cebc4858f043_20260906T115531Z5216b9,0.9020914180142819,477.8841480919982,0.808300438833838,25,0.8089418813748473,0.2739338059959377,0.07070240328035482
4,0.10349028914193181,478056448,t3_gender_name_truth_mixup_alpha020_sam005_epoch25_cv_gender_smallcnngem3_f4_s2753_cebc4858f043_20260906T120642Za83c66,0.9026599887162765,481.32562429099926,0.7991696995743447,25,0.7991696995743447,0.279089838989046,0.08991601782636993
