id,path,width,height,aspect_ratio,mode,file_bytes,file_sha256,byte_sha256,pixel_sha256,dhash,brightness,contrast,colorfulness,saturation,edge_sharpness,error
1552,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1552.jpg,60,80,0.75,RGB,1278,cabcb483e5465c74c4fd309da3b69a03a4783eef3dc5649b7d0dc7240359d4cd,cabcb483e5465c74c4fd309da3b69a03a4783eef3dc5649b7d0dc7240359d4cd,6bb6219a426d02933578ed7c427faed7b0940c422b0575f2ca161633fe3bbb25,f0d0b255740cccf0,198.99020833333333,37.50212366151101,42.037783984332094,0.11403480723361777,533.9315010570824,
1555,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1555.jpg,60,80,0.75,RGB,3403,cdc96baa58b977be55be87b4161fb20454430c52066a1a6aee0f6d57ea432f69,cdc96baa58b977be55be87b4161fb20454430c52066a1a6aee0f6d57ea432f69,ab20aadc1104909075c292a57ebb6d636086ad88e17643f2432ee486b6ecb382,c8cc8e96969696cc,179.54958333333335,41.741776134064885,86.64280078876173,0.23858189458476362,178.2423890063425,
1565,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1565.jpg,60,80,0.75,RGB,1144,6b74fcc8690580a8dd8d6c7b30f0eee4d9a649edee263ad7a250c5533cf71cfb,6b74fcc8690580a8dd8d6c7b30f0eee4d9a649edee263ad7a250c5533cf71cfb,0e11c60cd219708e0afda7db7e2fd3868d4a4124ded7b0f050b75dd6c3f582cf,cc1e3339696d7570,184.19875,28.90664713240711,46.3342571015245,0.30818948579655353,137.0142706131078,
1573,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1573.jpg,60,80,0.75,RGB,21547,4b88543d3dc32698a3d8c43fb004144f183d196f064fd6061c85baf7ea818467,4b88543d3dc32698a3d8c43fb004144f183d196f064fd6061c85baf7ea818467,f6bd77c2e3f606ab3d6b51907773042f59d410d515cd3834538948418dcb93da,4646161616161616,220.193125,66.47497331879401,17.440673614029677,0.043356242579772705,467.776532769556,
1583,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1583.jpg,60,80,0.75,RGB,16859,0ace6e4dc9bdd62bfb72c7d5f331cca74b6510c191917a0255bf44dfeef0ef69,0ace6e4dc9bdd62bfb72c7d5f331cca74b6510c191917a0255bf44dfeef0ef69,1443758ad6d50275e2e84612212920999b3b7fc94be335619b9592a8449bce6e,4d1d979696969697,183.54791666666668,96.4880724269053,23.084366098756615,0.12762277705438746,651.5399577167019,
1603,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1603.jpg,60,80,0.75,RGB,24584,10ed996fc3377768e73300266d6f817b3c89178c62a4f9e30bf7bd57dca48a0c,10ed996fc3377768e73300266d6f817b3c89178c62a4f9e30bf7bd57dca48a0c,137e3a4235dea45d982740d1ab55e38f0f8326857dfeef3d882100644554e86a,080f0d1e33330f1f,170.18916666666667,101.35292529558396,23.746597780002446,0.21826377814989273,864.0843551797041,
1607,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1607.jpg,60,80,0.75,RGB,19130,1bdf1f0110d8063bc3ce2abc208de0f0a9df507c13a7ae01b148c33829366881,1bdf1f0110d8063bc3ce2abc208de0f0a9df507c13a7ae01b148c33829366881,8fe2d155de5b633c74ccd92e6a4464ef09eba631d6770409786170f4f4d39b3f,1717171617133333,156.65458333333333,95.18816376346233,20.341565581648332,0.20116191302454467,1019.5437632135306,
1609,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1609.jpg,60,80,0.75,RGB,16902,37e2e5b68ec1f694ce0bb64094bddbd6d37dbbe6c90bbdae0ce34d9e88561ac0,37e2e5b68ec1f694ce0bb64094bddbd6d37dbbe6c90bbdae0ce34d9e88561ac0,6e678f3891d09461e07381cb3586c52e3949ab53971ee018ff012504e0ef1cf9,0f4d97134b0f9f96,192.328125,77.75328530455187,75.70047588057822,0.25073327863522715,723.661733615222,
1636,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1636.jpg,60,80,0.75,RGB,23331,b5d5c2db2db72e3c325a1235f2146d5b07e27627129259c6ac03ffb357ccb0db,b5d5c2db2db72e3c325a1235f2146d5b07e27627129259c6ac03ffb357ccb0db,1f56eeef0edfaac904d8ff9b2abe414cdec68e924e5efe4051b951cc8c364fea,04302d4e59070409,234.86666666666667,48.9693242981994,7.829243919256968,0.0076309941013282725,793.5020084566596,
1642,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1642.jpg,60,80,0.75,RGB,5059,c67706552c561a09913b701a3b71b8a9e668bc01b3df518575eafb2ffc03ca75,c67706552c561a09913b701a3b71b8a9e668bc01b3df518575eafb2ffc03ca75,8ea9a6609c8be571ff409e39dcd362f6305d311532029235a2dd97c11dbe6742,00322c6711090011,232.30541666666667,47.87208272044423,43.13901793372996,0.07037138547355307,575.2297040169133,
1654,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1654.jpg,60,80,0.75,RGB,12105,41fbe1a0467888454e64bebc5940ce41ad543acbaf04def35d9b6ad360265a98,41fbe1a0467888454e64bebc5940ce41ad543acbaf04def35d9b6ad360265a98,63abe35129025bc4e26fe098e370d64b08d469f4a47102e4c573f903865faa3f,20002c2633110420,246.91979166666667,15.591905751273549,1.3800325595620522,0.0029495053098174263,49.92536997885835,
1697,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1697.jpg,60,80,0.75,RGB,1095,c31e47b1266e7538433809b0ec1818b88a38c2dcbc40563a005c5edf71685e42,c31e47b1266e7538433809b0ec1818b88a38c2dcbc40563a005c5edf71685e42,0f13f654ea61079df2fdcb38bb0b1f5a81963e1d09b45bc9a215b63985cf83c8,f0c88e9696b697ce,170.44333333333333,58.54483785005206,4.978451787614891,0.04059888081775787,396.5600422832981,
1756,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1756.jpg,60,80,0.75,RGB,1279,7006a5c82fff6cd8df11d18e9fe888b50292619335d7102efd39ba24d8daff9d,7006a5c82fff6cd8df11d18e9fe888b50292619335d7102efd39ba24d8daff9d,7b434656d55bf7504a41a0d4c5cd8dc4ecc5807c2e7a8be4e91d09aa11b6c709,4c4c4cccb1796923,207.88479166666667,39.96408098163396,23.281378771199616,0.09157544478722379,303.8208245243129,
1804,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1804.jpg,60,80,0.75,RGB,5830,0551047b4742c7f32b5d22210cddedc34b44b9b09034246732f6ac085889d441,0551047b4742c7f32b5d22210cddedc34b44b9b09034246732f6ac085889d441,171274ec344a43a8d7e1a3f415a53d26349a31a13a4f66213879b44e4391632d,9abb2b2b27333333,135.36770833333333,87.41644343170377,35.18185359399115,0.17054724406191055,751.6162790697674,
1809,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1809.jpg,60,80,0.75,RGB,5560,0dc715cae6009f3371d022a5d8e631fe864aeef24186083d9a82aed42695b7d4,0dc715cae6009f3371d022a5d8e631fe864aeef24186083d9a82aed42695b7d4,5b5ee8177ce54b82a5513c183ba22d9155cec99a8c75a432ee8760cc296d26de,0d8d0e2f2d3f0c6d,196.54104166666667,70.55335143644794,52.40608937599614,0.18602700941387668,636.8248414376321,
1810,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1810.jpg,60,80,0.75,RGB,2489,670c899005a63096d188676ac63c9dd5eb8616271f834e9cdb0eb964459b7e9a,670c899005a63096d188676ac63c9dd5eb8616271f834e9cdb0eb964459b7e9a,2370fe47e8d737794846d32ec8420917d3d47c393a4174fd0a768e63cf561bfe,4d4d0e0f33155517,183.63125,72.67463638324928,106.77571550653504,0.33585636406921465,691.6002114164905,
1813,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1813.jpg,60,80,0.75,RGB,4471,c239e3707edea9c0571bf8050f46de2f399d880314629600491a4742c28e2d86,c239e3707edea9c0571bf8050f46de2f399d880314629600491a4742c28e2d86,29f2e3bfe80065c1ffe20bfbb952f046ded0d8f92210e577995aae3f83125961,4a0f1d16373f3f1f,191.54104166666667,77.1052472203736,32.08645013269707,0.1413694945416917,551.0019027484144,
1848,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1848.jpg,60,80,0.75,RGB,2152,b5667036088cd156d0cc0c73845c148b5a06860ba4f276faec60524a55b313c8,b5667036088cd156d0cc0c73845c148b5a06860ba4f276faec60524a55b313c8,22edfe0ed54a657b087ba78d1cdada3fd1c815ffd0dc7751917496afb40364a0,0d4d0e3733171717,163.96833333333333,98.31940422532178,25.32718762156441,0.10933617390969821,874.7680761099366,
1857,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1857.jpg,60,80,0.75,RGB,2014,863b039f5519ea7c50bbd6e499dcc1b1198e2f77e596d7c47e90a89d71e9ca3b,863b039f5519ea7c50bbd6e499dcc1b1198e2f77e596d7c47e90a89d71e9ca3b,0fea966ca5a0d4c7ec13221bafc7ef6135f65a0348f368d78c9a4d2e5e120591,0f4d0e36370f1e16,179.42229166666667,93.4545377607829,22.69659616638908,0.09854114335904886,779.0279069767441,
1862,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1862.jpg,60,80,0.75,RGB,1987,418606cfdb21620205588830fc0a771dc0635bf9fec84a55b511c47da2a032e2,418606cfdb21620205588830fc0a771dc0635bf9fec84a55b511c47da2a032e2,5d2be55e5efc088e0a9e3274fb11273c32f7fffd983c1c18a0cacc45152a6ff2,0d4d0e36333b1f16,197.11083333333335,73.43418685670562,22.734759307485845,0.0772826841804388,659.3006342494715,
1876,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1876.jpg,60,80,0.75,RGB,5535,11507cb4576edc1d2f9aeeae63294c1fc6279b3e42e9837af21a18ce38c524c3,11507cb4576edc1d2f9aeeae63294c1fc6279b3e42e9837af21a18ce38c524c3,2ffb6c4a147d9546278bc1b77ae700c07f43a7e7d3a0076c3aa26119e8bb4510,4d4d0e1f3b3b0b17,214.57145833333334,61.391560036430064,24.197866766095952,0.0838167474055312,521.1838266384779,
1881,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1881.jpg,60,80,0.75,RGB,5084,060309f62f25c65aebcff2ce1e8a4ea342f64c469b80642906ff98e64d3ebcaa,060309f62f25c65aebcff2ce1e8a4ea342f64c469b80642906ff98e64d3ebcaa,2517625f6c8ac4a39eb98b10da822206c8d9d6720becf926dac2c4d6774464b9,4d4d0f9b3b390f17,206.82270833333334,61.91673192817052,21.71320009818196,0.08433182415385214,542.983932346723,
1892,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1892.jpg,60,80,0.75,RGB,2809,40bf46b0a9675d3a68050b9f6983a879ab4973bd055c3bd58e5c2769c115182e,40bf46b0a9675d3a68050b9f6983a879ab4973bd055c3bd58e5c2769c115182e,095a400f6da94650dfcf6eeda595f57f384318680977e21baa436030643b6ad4,0d4d0f3331179697,184.70020833333334,78.43359930512304,67.08858663246849,0.27118358190469766,679.4684989429176,
1906,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1906.jpg,60,80,0.75,RGB,4918,6dacecb1d8578721cab5dbfae3dc3626dfceafe7849bb159f036245dc2c424c1,6dacecb1d8578721cab5dbfae3dc3626dfceafe7849bb159f036245dc2c424c1,7f8d954c03be2ad70f3602a4e60945224651b88993c00e74ce0d657973f09713,9e9d1e3e2b6b7b3b,216.459375,53.96660247729802,28.060678554164348,0.09880699555488737,510.3104651162791,
1915,/localhome/local-lintran/MLA2/data/raw/teacher/train/images_train/1915.jpg,60,80,0.75,RGB,3029,512fc532805468069289d98c790e317bab7fe69832a01aa513b8e25632c49771,512fc532805468069289d98c790e317bab7fe69832a01aa513b8e25632c49771,b78028ea587e5289e1ded59c256614f5069cc811b8508e25c37c1831f34a7bdd,4d4c9e9e9e9e1e0c,239.28729166666668,31.091333280593332,57.10414661334471,0.14032661261704768,178.0291754756871,
