label,count,share,is_blank,column
10477,1,2.589868434683518e-05,False,id
10478,1,2.589868434683518e-05,False,id
10479,1,2.589868434683518e-05,False,id
10480,1,2.589868434683518e-05,False,id
10481,1,2.589868434683518e-05,False,id
10482,1,2.589868434683518e-05,False,id
10483,1,2.589868434683518e-05,False,id
10484,1,2.589868434683518e-05,False,id
10485,1,2.589868434683518e-05,False,id
10486,1,2.589868434683518e-05,False,id
10487,1,2.589868434683518e-05,False,id
10488,1,2.589868434683518e-05,False,id
10489,1,2.589868434683518e-05,False,id
10490,1,2.589868434683518e-05,False,id
10491,1,2.589868434683518e-05,False,id
10492,1,2.589868434683518e-05,False,id
10493,1,2.589868434683518e-05,False,id
10494,1,2.589868434683518e-05,False,id
10495,1,2.589868434683518e-05,False,id
