id_left,id_right,distance,dhash_left,dhash_right
20167,20178,3,4d4d0e333333170e,0d4d0e333373160e
20167,30355,3,4d4d0e333333170e,4d4d0e332323070e
20167,32767,3,4d4d0e333333170e,4d4d0f333333171f
20167,33945,3,4d4d0e333333170e,4d4d0f333323171e
20170,24061,3,0f0d16373717160e,0f4d16331717160e
20259,26385,3,4d4d0f1333231f16,4d4d0f3333230f06
20259,33945,3,4d4d0f1333231f16,4d4d0f333323171e
20988,36020,3,06410e3b2b0e000e,04410c332b0e000e
21282,21331,3,00091045490b0009,00091445490f000d
21293,38231,3,000114410d0f400d,000114411b0f400d
21331,30673,3,00091445490f000d,0009144d4d0d000d
21730,22532,3,2002693e07032001,24026d2e07032001
21747,22161,3,3806793e07032001,3806392e07036001
21747,38534,3,3806793e07032001,1806391e07032001
21806,21820,3,0300033b2b2b2300,030003232b2b0300
21806,28592,3,0300033b2b2b2300,0300032b2b2b3b00
21806,30159,3,0300033b2b2b2300,0300032b2b3b3300
21868,33142,3,2a00171796961600,2b00171796960e00
21868,38956,3,2a00171796961600,2b00171796960e00
21868,41966,3,2a00171796961600,2b00071796961200
22274,46822,3,000c022c0f036005,0004022c0f032001
22548,28257,3,004d4d4d4d4d4d0c,000d4d4d4d4d4d00
22616,32624,3,80173b1716969600,800f3b1716968600
22621,28644,3,000e331796969600,400e33179e968600
22621,30589,3,000e331796969600,000e2b1796961600
23039,29782,3,1707179696969696,1717179696969693
23164,24041,3,0f0d1633171f0f0e,0f4d963317170f0e
23312,24157,3,4d4d9696969e960f,4d4d969e9e9e160f
23553,28257,3,004d4d4d4d4d4d0c,000d4d4d4d4d4d00
23581,23610,3,000c4d4d4d4d0c0c,000d4d4d4d4d4d0c
23581,44151,3,000c4d4d4d4d0c0c,004d4d4d4d4d0d0c
23609,28257,3,000c4d4d4d4d4d0c,000d4d4d4d4d4d00
23609,44151,3,000c4d4d4d4d4d0c,004d4d4d4d4d0d0c
23610,26213,3,000d4d4d4d4d4d0c,004d4d4d4d4d4d00
23610,37907,3,000d4d4d4d4d4d0c,000d0d4d4d4d0c0c
23610,44957,3,000d4d4d4d4d4d0c,004d4d4d4d4d0d08
23610,45766,3,000d4d4d4d4d4d0c,004d4d4d4d4d4d00
23610,46630,3,000d4d4d4d4d4d0c,004d4d4d4d4d4d00
23610,46635,3,000d4d4d4d4d4d0c,000c4d4d4d4d4d00
23610,46669,3,000d4d4d4d4d4d0c,004d4d4d4d4d4d00
23610,49325,3,000d4d4d4d4d4d0c,0c0d4d4d454d4d0c
23777,50201,3,00031043030f0009,00011061030f0009
24110,33638,3,000c016c0f034009,002c016c0f07400b
24161,32236,3,4d4d969696969612,4d4d869696969696
24161,40565,3,4d4d969696969612,4d4d96969696960e
24182,38534,3,1806181e07032005,1806391e07032001
24418,47681,3,3084313c0f034009,2004313c0f034001
25045,25069,3,1817111c49130621,1817111d19130621
25051,25061,3,1897111c3b030621,1817111d39030621
25394,33075,3,4d4d0f332323238e,4d4d0f332323068e
25677,30045,3,0f4d8e17178e4d0d,0d0d8e17178e0d0d
25677,51549,3,0f4d8e17178e4d0d,4d4f8e17178e4d0d
25774,25796,3,0f2f0f161617332b,0f0f0f171717332b
26062,29829,3,4d4d0f3333371717,4d4d0f1333251717
26062,30786,3,4d4d0f3333371717,0d4d0f3333170717
26062,39773,3,4d4d0f3333371717,0d4d0f3333271797
26154,26155,3,171f179696969292,361f169696969292
26154,29782,3,171f179696969292,1717179696969693
26213,40160,3,004d4d4d4d4d4d00,000d8d4d4d4d4d00
26213,41962,3,004d4d4d4d4d4d00,000d8d4d4d4d4d00
26213,44151,3,004d4d4d4d4d4d00,004d4d4d4d4d0d0c
26262,31587,3,0f4d1e330f171717,0f4d163317171717
26385,34239,3,4d4d0f3333230f06,4d4d0f3333233f16
26387,34239,3,4d4d0e3733232f16,4d4d0f3333233f16
27370,31581,3,0d4d863337170717,0d4d0e3317170717
27459,27462,3,0001414171717100,0000414171713300
27520,41725,3,38043b3c0f032009,30043b3c0f072001
27997,28002,3,010069178e4d2a14,01006917064d2814
28257,44957,3,000d4d4d4d4d4d00,004d4d4d4d4d0d08
28257,46662,3,000d4d4d4d4d4d00,000c4d4d4d4d0c00
28257,49102,3,000d4d4d4d4d4d00,200c4d4d4d4d0d00
28383,30289,3,0001144101070007,00011041010f0003
29290,32046,3,4d4d0f33333b3716,4d4d0f333323371e
29290,34239,3,4d4d0f33333b3716,4d4d0f3333233f16
29292,36857,3,4d4d0e3333331397,4d4d0e1333233397
29700,29829,3,0d4d0f3333351717,4d4d0f1333251717
29700,30786,3,0d4d0f3333351717,0d4d0f3333170717
29700,31624,3,0d4d0f3333351717,4d4d0f3333171717
29700,39773,3,0d4d0f3333351717,0d4d0f3333271797
29772,31624,3,4d4d0f233317161f,4d4d0f3333171717
29797,40104,3,0f4d16330707070f,0f4d16230f07070e
30267,51688,3,000110430b0f000f,00011043090f0005
30355,33075,3,4d4d0e332323070e,4d4d0f332323068e
30589,31455,3,000e2b1796961600,000f3b1796969600
30786,31581,3,0d4d0f3333170717,0d4d0e3317170717
30863,32236,3,4d5d969616969696,4d4d869696969696
31455,32624,3,000f3b1796969600,800f3b1716968600
31624,32767,3,4d4d0f3333171717,4d4d0f333333171f
31694,33210,3,0d4d969e9e961616,0d4d969e9e9e9696
32046,32767,3,4d4d0f333323371e,4d4d0f333333171f
32613,32614,3,04410e3323060106,0a410e3323060106
32613,36024,3,04410e3323060106,02410e33230e0106
32613,36884,3,04410e3323060106,04410c33230e0006
33945,34239,3,4d4d0f333323171e,4d4d0f3333233f16
35233,46796,3,5804597c1f034009,7804797c0f034009
35337,46957,3,000008080c4c0008,000008080c0c0800
35493,50761,3,2806393e1f074009,2886392e1f074001
35571,39985,3,1806393e0703400d,1806390e07034009
35571,43480,3,1806393e0703400d,1804393c07034009
36017,49571,3,0023000f2b0f000b,0003000f2b0f0007
36020,46066,3,04410c332b0e000e,00410c336f0e000e
36884,37061,3,04410c33230e0006,04410e33230f0007
36915,40220,3,001900072b2b2b00,001900232b2b2300
37907,44151,3,000d0d4d4d4d0c0c,004d4d4d4d4d0d0c
38364,41259,3,000300232b2b2b00,000b002b2b2b2300
38381,51769,3,0001003b23070007,0003001f23070007
38487,50835,3,00610c33230f0002,00610c332b0f0007
