file_sha256,pixel_sha256,ids,count
34688a5b8644e51b71ea5cd727823402ea2b65430f97b097dda698ae3a16f6ae,c690fd5c83f2b16bf6b17db63872cd3c0ad48e9176d1c078ef3aef957ad1e693,"(7171, 8798)",2
34bf66447d465e999d750d00d7de455b07692a7b6406f8547977bf11b151e2c3,9c01d2a3c6660458575e2f01ae905e9e5f1e85aad998833a0e50bb797382684c,"(10184, 10185)",2
3506d1797958fdd0a9c52f065e49e44024ff9480ea55ba57c552d6a83b273ff9,47312a700f350f81c6a4633062b528dd216aa7f60fe6348e63355bb971a3a614,"(34107, 35444, 35445)",3
35d22f99540a1c6f57651dda2089dee81f3390ed0203c8d0a3bd01b66a8dc917,a062159594f7d6d4f51cb1a73d00f9fc2c83369fd727e53e18b270bfb3bf3842,"(41754, 43685, 43686)",3
35deae64113860bbd450fdd1adcda776b06f6548782200e1ebaa8354a575c5ba,24cd28d71bd9d547ba2b34f146764e4b97799c9732bab692d9ec5116cb2970c0,"(4923, 4924)",2
35e2945de100e656d693606fc4c2ebdf211124b9ff3f8ee45930c8f7006e5da0,7c5e877ffc888caa1455fa7dee94015712afb249206431da657df16e6396693c,"(31120, 34007, 34008)",3
363cbd78842d8cea7431b8d0aa1379de5be748dc5383e3e828ec5bbcc8b59a02,9e78a23f884c0e0cde4d43026100f5120d7b7aaf76b3ffa8449a04af5fabaa7b,"(11118, 11119)",2
36632edd0c1cdc3ae7c842697cc91a2bebee0f17b07330e1e323914c6d4ea1af,05e2221d8193ec8c82903a2d20698c0191bf571d2d50cbbdfda4d990b866cf04,"(7173, 8796)",2
366bfefd731780fd91557ed8c91777eeb969f2100a31d2d0e069691d3f44ada1,da17ace1ff1768e25615670bdbf1499f179a8e9294a0040f332c5028bcb78b32,"(31174, 34164)",2
36749e687375c0dd3489e2e1fe7269345b13f428ac974b9615458407fbf6005b,6c5414908b96a26bf0138db2b07d5917b50331db138b01a48b5aa243a19aaf43,"(31108, 34024, 34025)",3
37f80043e61340264b5e4bf20580e60b72c3a5ec4e8f77ffa7192ff63021b0e5,6c62df0fd54a45ad9d8db2ac67aa46063bbf2567453c458acb634ff516b7bcff,"(26048, 30213)",2
38100e78989f1d2af2428eaa905b1d7649772102514885e2f080d4a38700503b,bcdb5449806f98120490c620dd78b933b829fe7fc41e7901cfacee4b9d06ee8e,"(31168, 34167)",2
38378388bfeb0b907c36bf68707918ca8b04c7b678e1218ce378fb9a6b732d54,8c9546b4f77faf04ca04ce13892f660e1a6afa4ffbf8a8cf34e87ddae0a28d89,"(31100, 34034, 34035)",3
383c6d76373d0f785c8ebb1fc7c447b2919fb83215bfee3995fef3d0450ac01a,52c62ae6820df4f6a40a7d435a2b6e50e49aae89f127152948158ce955d750a4,"(40126, 41994)",2
3841a61119aca0d33591d8a2f18438a1d4bde0359d559f5a4b0535b750af6593,f644951c4c845d154e05da4214e103c92c46ba40c299ac0e110bd4b07004859d,"(33141, 38954, 38955)",3
38e06e2b4b1e0ba20438e90ccfc7e3b8f25c4bd30359efe0be2815d8cfa259e4,aca7b34e747d7da6d675338ab489fe13c9330584a7ccd9c0ab93eb4fc396e94c,"(8725, 9616)",2
391570cb98caa3386bdc9f7b4131ec64911be8f9b415582a2647b53b00500493,73c983bd15c576f0b220ed91f3695a60ab7d9f42d9d510cd2c81132a2c765614,"(31114, 34056, 34057)",3
391612822cdf94e9eca642957426b0f1142616632f46b57e0e1efc55b45ff9fd,992a3a446fd96fda128cb607f9dcf74e03c8ee752c09c2f4db6a043b672e9aa5,"(33151, 38948, 38949)",3
39d8837431f419848c7b9de41bc1c6efc18586d55cb3866ad4c179c4ae48b8c8,e8cf0f43b1fedc7cee9a39ca7e04032463430c82c80203577a4aef7f4a1e9413,"(9808, 9809)",2
3a0d35e4f15c245b2db183bcb37d01de777670b48365bcc0a7da3d9ddcf5241e,e904c3b971456bd2af7b763328f666482f6ac448b5f3f314dfdfa87e0d5077a5,"(8773, 9606)",2
3b30a51998c37682e8fcd13310d1409b846b9dfa90092aa4f1c73de70355bda1,43be5d8875dab802e53c4b82fa71d4c18bf9331fb433035f5ec53b4f3bf82dd8,"(24594, 24597)",2
3bc52e82d0c1b983f3e1e6fdc40803e06b26460608182c85e74dfacd47196a9f,1dfb8a7a434cb99ea6ba65c02ee52543617db154107c0d7345f32fb26a4315ad,"(34040, 34041)",2
3bcf3e3926ce4dd774ab78094a7d1ce1742f619997674daa693b55f40b0676b1,d6d46c3de6ccd4fb55f37dc603a7b7891f1012986177bd669510469e4f746bed,"(13232, 13233)",2
3be9750c08f5a2f00ac29f55d33e4ec1e8691ece65ff7ee96101887e6cfcb3a5,def0dcd4b1299c5dd30827be68d9ab673477ca90254d7a727f2c33df22556484,"(21848, 23131)",2
3c4624185398558734111b1bddbbbce6a6b7b05c337a45d00408628c8d715642,5e3b3cbe19a6f4065c2926a09c8107ce45473a748701d877a1c00fff418a4782,"(28404, 28405)",2
3c49e9fc60d061c2da2687b90b199853a07a435800afc83b30483ef1488764bf,4f9b9dc1303a3880fceb6bca2f48d6b08ba4c943e42ab7610a84abd3c683fa92,"(36212, 39746)",2
3cfdc50892682ad7c848817c15188b021ff30d7314548d7d953fa09bae5c2281,d8ba826515cf14f97c9a2e5911f756add95a282a3d4472c9aedc4c4021f0f596,"(31159, 34185)",2
3d760e5ada4a0f3c55a921ef9cd58a9991fb8dc9bc451a5dd352fa879f0b8d26,b006e660981b36510714f32688b5b6f7f5e3262de447779b00659ca42c2b7623,"(27548, 43032)",2
3e164620bbddd89190c67a7400b0886529d1ae7a7680794d15026a57e33e1388,34f5fa272a89d31d06f915ce671c46f3c2f6ee6d4a19b1057819a49245a6f458,"(11063, 11064)",2
3e8fd7c9a3996254770c5ef41f356b5af7c206dcd42c8c4fc0b54954a07a8e60,b554585e5fda1a94860c680398e27c7203692cb922e849f298a71faba938a23e,"(9455, 9456)",2
3e95c1e7f5a445868aaabd46ba5cf3949aa41fdcd83bf2c1b14af7fe046df222,9e55e8c50342955615277bbc625550e4f29b933c8924abee5712c9e697825153,"(31106, 34026, 34027)",3
3e9b4051deaa7719705a683d44c4bda8731f8eff4ceae42201cbd1b83e54df0a,bb0de146e9b1a5661cf42e87df71b2610a24796e18496e69a48cf206f4304b39,"(11143, 11144)",2
3f24b6207d8238c42d58a5e3356450a1b5dcaa7e029eb8523cec12252e37c53b,194f7aac33f2048e9fb7b7898aea4b8da9f69bf1d36665af64cb935548f6cf08,"(11051, 11052)",2
3f27f13c623696ff6279c76a7275def5458639442f5341fd312dfd76c51ed8a9,55ab02c714abb2494f22d98510e4091a096e7e9b3ccbc84f08812cdab30679a9,"(38504, 41004, 41005)",3
3fb8ce3f74b29cada88d5aea8de09c678ef239445d1d796f63b03f365d6f1b80,c5ff5c264039073086cd86c6dfd79e4fad3f276d69b5d7afca630c40e547c351,"(27212, 33490, 33491)",3
400112906ae81b3c5f94a60945407e7cda1fa50e8c4bcb55a1be670257eaaaa6,03d7dc5043e7e2bfaef7175227614691f10e62136cd680e8beee935df8b2abec,"(18172, 18173)",2
4083266c69e21fc78453227687b1b8ee7da504754519962a642a0e645d6ad98b,03e3b9d32630b3540eb0d4ac7c629db614ae59fc13dff99cd50dd35a5c9e7fa6,"(40127, 41996)",2
41ae76de65ba8737a9a53343cd9c562ebff27507df35cdbf48c0524736ee1a55,972dd5c21aaa729b1f0bd8d22868e57254df6df50fba6530a624bd3b284a71e1,"(24739, 24740)",2
41aede7ed868071bd9789127f3dc0e62cc86d87ff79b51617dac9bf4eaa2ddd4,37a2b5db8442f23d98229d53f5077f6b97236205ae1594eddbf7b24376434e2c,"(28345, 28347)",2
42aeae96e02e85e948396679d60aacc7d5d5a2704ba573cc1c26ad481191e733,883a8b69cc8efd0139253f7ae0324747bd8dbb74acb4740640e144968be5fae4,"(11047, 11048)",2
4303ef9ecdf8f74a096c053647b184bae0ac0859e8b05f800a220a5a14d1624e,1204a09311f74e12bad05ddd686287754b5b203a23a0bf0ddef90e89121cec08,"(27560, 43033)",2
43af08293fb07a35ab4dee63d6f734c3cde515cd247f2445e1720b86b9a05198,37629b4c63482425553ec8eb4837272a6e6c1a59304007ac529d453e130a766c,"(41009, 41010)",2
43cc9eebe2df9074475f8b3c92a9e8e5197bb36149101b7c1f385e73ebafd2c5,a7a56e2239d5e0d2f2d0158cd3efd60521e65aa126c4e6e9719f26a2888f2f48,"(33273, 39327)",2
43ead8f1065e65cc4c9ddcd8c64c58bd43d7181cf0c560986fd4851c7c5e873b,ef0e317642f12931dece1102b3b179d8ee005df1c6567ae4a03c7e920842b5d2,"(11055, 11056)",2
44095e329ff3dd8a86ca5ade755133ccd51a660837d5a7f24daba7bfc1a12b8e,47391a83c87a962399b8f9d92ef0b9f88a046fb08cc2b875d55ba2e2257c4049,"(9424, 9425)",2
4455f28fe0bbe4c5af5cb28d82759862a1243bedaf5b11008d99b5eed82a4b79,c5090f633028165d8383800dddcff342b94f3c709986deadae3addbd6e79c79a,"(13856, 13857)",2
4591d54d6b8cc13ba9390f6b9783f1905719ca097e1620e984549ad021ad3a6d,cb0d873f0ae7b92bf2a732e5304ce8dd874755f03d7427f4741ca7aec42a82fb,"(9569, 9570)",2
45c98b4d178f5df579a772b58b4b6d2883c3aa9bc30b691dad86b890dddb66fc,4b8b280d1c774324712afec94a6b106a1cb4373018998c7cace8fe92922a7c43,"(34148, 34149)",2
46337c063d29af75ab94b30ec0793cc16d81bb821105f50a95d5f610f6cdbb8a,dd8dc3f5b87dde954a67402fffd1c576cb7a4e7253fb63c114d38635599574d6,"(41236, 47151)",2
46f3e3ade6ac9012598aa56430da4ce1da8535f72de821c0ada9c4c6c99c22d0,9a24d4979070a344ff4742ad8e27a5acb76fdc9e1649b8a1586db5ee76b1bafb,"(31149, 34191)",2
478c2a6460b47b45b9beffc031e90372718f60b48d2909271bf97f835bc09c40,3b46368dbe89d9f6443740c93788c360cd0124c79b0798ef43956cd913454746,"(34114, 35433)",2
491ce4441dcbb7f8248364f035e7cfb1b7b91fcff8e742fa7336ae3f0efcfdac,74df6a16503a5ef3af8d9deaf026615ed16e3c283ebda9da456f7181706486cb,"(21843, 23130)",2
492221fb6ff9b10f69dee89aeaad0fee8912cc2bc5b18e6c5afe9eecf0620c52,cf3ffa751fedf04398e953cbfbbb6e964ad0c10bde17cb3e84384b799b448c5f,"(29633, 31636)",2
49276718db6aebb21749f842d0e1b764a21e025fcec3774f03fee6954be530bb,9383d95f971e56a0afcc52991fb77432fcd7f7a29361aaf96db25cd823700523,"(38496, 40983, 40984)",3
4a1fdc685317766f7621a880ea6f7ba3958b54013b710f86df526e03cd446d26,f95c4ab6f9659dcc3b1630aaad75b18622b19d1e32180eec8607b57bc36012e4,"(39872, 41689)",2
4b32af1d791b80a645fb1f0567d0a419ebc44ed70b074f8e8872a3df160cdde0,025b75830d632e8ac5b99e5ca2acffee39b838b7632cbe032d592ae915a05dd2,"(33257, 39325)",2
4b359430c86f290a969030bb29cfe261a2578b80f7d34cc163951e72da04f6ec,19b6ed6b7d7d51e694d33d53fbc42b49c76d267a461f1acfc64ffd588cc63936,"(10186, 10187)",2
4b5025bb168bc2e61e9a9623054443032aa7c4a66d09b631cdc51d501d03982d,36729e27d3c9e4dece349252ac3dbaf28feb4032a3b59e632ecabf2e0a77f3c1,"(31160, 34158, 34159)",3
4b557edbf75f9cfddbdb0746213b06268e604919987d77964eee2e1c44c2825e,d80f2f182a5e1f296ec9b4d72a54e25f95dd0ee0bde5de165480bd5c111a52af,"(11043, 11044)",2
4b9484435f8d30a8422537f05a9be4861b32d8161947dfb2cbba231c2cf0d1e8,b83576a5f3f04b0203d5a4eed3cb66c10b85a9c613dac7c3b1a7cc3487158bd2,"(39001, 40947)",2
4c304de38fb7c1cc5eebc64554b4127ae31c344fea64fa4c8298da5b9d3eb8fd,5b8111f6c8166cf801b32ed21826b646efaf4fbb3fc38be0a3d53024f512d037,"(33138, 38942, 38943)",3
4c49ba13f81724a151f3d1b4ca4e72d4387826a17ccfd6da054605efd5260fb7,2ebdad44a57748dc9ecd095d80ac8156a067aa0143783fd0b68f9ff005282d46,"(28418, 28421)",2
4cac6365a5ecf7f6decc6f60d68dc3efb5a78fe0a385e846c069ba37f9c8d082,4aa79326c423cf5cdec90ec0855b1dd289415983f3ccdbed9e166a82f21e6cf5,"(8748, 9627)",2
4cfb8fc83f393055d98d66ea8868e585fe5ba643211c2bbf12b05d65bb52db1d,e69c4ff1203b6a8d3d680fdfce29e94ddad08615264eca9f05482d04a790470d,"(40150, 41957, 41958)",3
4e74205b70417db9ed851a7203e4343fd9194f8c4ed9ed79c6c969e76df68600,cb9f7caa85b944758864ab265b4c55be1c4a0c37237950994d09c253d040e92a,"(33140, 38958, 38959)",3
4e7bf6a59528a9de30fee5e48dc4548899383d792465f8f90dbf5aeefc6e0913,d181d1159cbc976689cf3216b388f53d2a95a71fde3bedf1ebb835923d4eee9a,"(40134, 41990, 41991)",3
4ec5b173ccc7c90751fb0ce52a84d9e815991c0b9a01df272510d9bcea4bd43c,eae7e8707e5e1abc80b28a6e4a64cb4748e410147f7a3743f17747ae0b4becd4,"(39011, 40930, 40931, 40932)",4
4f02f0af421fe3b8ff2729da02920965824d9508a6545f69a1bb2f732e388e25,ca8e704e35f7366483c31b11f2db64b5cf48436f5209aaadd1d01d84c98250d3,"(28167, 28186, 28188)",3
4f7b5d9543776c0e5aa7ad52df100f69e7b5f8944550e1b363226fd6daace612,54a40c1277afb91118b7131ada4419174e2a340e66c51f2b496b4b2547959f96,"(33145, 38938, 38939)",3
4f8af0ab1fcc53817a9ada4164444a2372675a302e9d24ce956335a3790ef4ab,ef02066ba9c605a73f4ae1e417830cb89a741f520dc6bd07c8107a4e86a3b413,"(33268, 39328, 39329)",3
4f9b0f738606271027852bc980b04f16f58917bc7dd792f0808e368726f54796,3c6a05702f1f7c729a5457f6092e445519f4493b4f063280129577958ed2f5bb,"(31119, 34005, 34006)",3
5004b7f72accd593f609fd014cb76ed4878f3dda17f0077a29ef3f7b93906003,3b8d39e5e4b1d52f29717f83a5e290990eb3ba88265c7727811405ee6cbbd04b,"(9426, 9427)",2
50571d2b26d98b5f41e2175ce16c24f4e7471bed5f6233a95073e70b4c2cb9aa,b58f07338fd385bf759fe592aa2b00675047da61f2324c7028d88fc8eb397303,"(9422, 9423)",2
508596764a31c05aed362299791ff2c61a4e011d9b24b4b07312e230c3d375be,d7e2c4ee22196cd72005651ede19a1b0fb112692f28b83c6576fba00460bcf46,"(11114, 11115)",2
50a0aa2b891fdbfe82b6c9f9856da51a23f080cd7f47213b3e1ba6675a2332a1,8396712b97cbce67741d33c7ef842487436505abd8c45988f5911cf27ffef28a,"(13866, 13867)",2
50a8e1db38594354252ef7b9266b7c152adfc6fc04a14462399b4d9f157cab6b,38c9e3ddca74a5eda4fb71e9261aafc17ec6e15391def91b84f452e994c83a11,"(28350, 28351)",2
50b4b3dbd6cc1a59723134b853d760f01449615a30b95945015b3ace5af389b5,87efa04c539a4690adbe01a486300a32e8c1d9c4549927fd8992fe4a249e1e56,"(27213, 33492, 33493)",3
50cede7710bd642c47c3c26443c86c40a0437cf72dbc9ec6c45bdafa421c812f,abf248850c2bcc510c8c52f5df348add7477f3ac24bcdd38972c5d9c0f794148,"(40985, 40986)",2
52b6a855e5c5e3e40811dd11dd76ec79f64519d04d23be2c9a7173fe1c2633aa,81759ffa349a3a7f4c1fc46607f5fa5df658ae087b517f19e50d11e8dab35ac4,"(11100, 11101)",2
52f913d5f795288d3a4c906f8a1f09a82fb6c5610c26389b6d7748cd60a9955a,98ac635939934f0b2a6fdc6e8990a85b36740195da5b02467502e70086fc0e92,"(8783, 9667)",2
53b85903112e40c3dfe085fbf2c52059c8d9759cb56b773dbbdc089006651f5e,90f44ef47a11766d63284a3face57a66f3cebf481fe9fc606ff4f2cd0b046f2c,"(41757, 43691)",2
543d6f1ba32b8fbf89dcf36ca4f01e3e925233766f2b5e86248f5516b69c9c48,7132d7974ac1a35c4a2bb2717f1ab1da7318518f48bad74c372777e760ca94c0,"(8720, 9608)",2
5497ac8056ee32baa6be3b9051bd27d9aed1e32a2b80aad9e8c6a1a99995837c,7acb0cf2965787d31f7c0306311b7d51b283e0c73af1a89cd639473136a89601,"(9479, 9480)",2
54e96959ffadf51db5bd18511aa9d300665ef3d937a3ffb7d13777444a793647,41fbadb8547a277e2e5a53b6efcb95e964cfb787edcd01e6d169503a0fe39dd7,"(8273, 8325)",2
54e9bfcfcd2c1a0d5753cf2ffedcc7df2b78cf8d7125d91c93e22dec9d27475d,0cc644e388fa46f2164fcc9836bf7a29ed293f4e09f48b59463db147c859b724,"(7177, 8810)",2
5530bc09ba021f4ca79011cab2cdbed004b1eb1e5d9e1665bb293ba5db2053ed,6956c2eb758316b39910039e11f2d2c16f6c75fac22ffb9b3011ac41b483ce74,"(5356, 5357)",2
55648611b13681006c643ea3587391451ae28c2f267b3954f0802c067672c374,d9102f1efc5ca1d28b667df9f4001f35fbc6cecc0b59b7d40b3ec8d95ed3e80f,"(9878, 9879)",2
55b8e6b33bb1041f7b9031944104d24f073cf1068dffe5e801b3abf53cf52f16,6b95a67d51e27c3edccda2690cff4b839de6f3ae43088a505278f56ac8d19f48,"(14985, 15040)",2
56346655189677b72997a7c302e4b35e242f3758f98ef3c1fe119337460a148b,5f42812855fd55527a646e3f7b2e39c227cf706a3c792db509690250ed83a7ca,"(8721, 9609)",2
56b87dffdf5dc63c394cc14a2a2dd6c32d022d4da22ac04a5c47dbb14b84732d,c35cbf576e8b46249d78f268e9f00e04937ec3dd325debb08cdb2fe390a451cd,"(9502, 9503)",2
56f7e3f959b0d1075b163535e96a35e299edc99b77f3357e14c6d56f8e772f0d,d9f41a40aa0c287f40723b12b19b1cf5539d3a496fe9e0fcfb1e574e5522843d,"(8194, 8197)",2
57b6ff6d886c5fb342f11602dd4c29b1a3b1fcdf230fa38e6765e0c0d87ac9de,3d8f3021367c1af759bab03201fbaaa4cbb0b804a5cc35659910c6e32ae5cdb9,"(4949, 4950)",2
58212231479b02e1ba22d78801ce8e8b09c480364cc829dc94aca07c8af38bef,9dd3a545987db6173758c81be9fc8ce2af0a80a2254c0bbb83b863157f80553e,"(39758, 39759)",2
58d84c79d72fc1431aa8aa252729dc5ef9eab6f8933d209db75be13005c761c6,93ba20b3b4eb0bf46ef6a2a1549eeea7875541f104c7a908bc5c63e197001e21,"(36726, 39862, 39863)",3
594a564155aaf4e42ede4e409cb52698402078f8c0ffd6ce9c031c8781f15920,a7f98844b633899b98c9b74a373de4c46ccd96785ece7c98ea1c94fdb84ae8b7,"(26063, 29705)",2
594bab891a8539c2ac1ca5b8c4a3c6ad19b84a322c6ccb3181bf62f2bcc3bb96,526536bcb8f98d7b233383ff4a1bf4c36632aa6ffee3d4fcaba46c6e9851efac,"(26047, 30212)",2
5979f94fd1379b51a9f56831c5c3bbff86f46c9847b5271b5f8b1090ad5f1efe,c815207143b887fc5303e29e32df8f4adbfbaeba9d249ce2220f32a7ff562af6,"(31103, 34018, 34019)",3
59f16ca631ba3169b49a46f6a375ba84705b64a2b9a481f06b87552661233faf,2d2ecc4e0f317a7f7e41121ca2859b35725a7ebaa4ed0f4ce7ea44cf878f54da,"(13333, 13334)",2
5a00f61f2ee414b6f32363879252635ebae49d391ac5750290b5d1e3bcb27ec7,1586a1a720265b6a304af874cbb7ffa0f3ecdc670c0df7f51cffd840ab8d2fcb,"(29636, 31639)",2
5a9e6fd93b220471c1f9001f68be9ea4ab64341aa642fe1fade17ff7934c6d77,e78a8e965ba91611b32d948ca6151bf479fe031de4b16853df3ba1fe291c9fcd,"(26114, 31302)",2
5b22366255a1c5b10366c05d2402c5a9e854c8c2c4f05cb1f9a09182726799d9,f7ae1dfdd98726767a89381dfa4c00f19f35bb25b6474da1e5b85f54543d1493,"(9521, 9522)",2
5b350422c4d157f7fd5a75b34588a26f22977a1058be88d6142c048290f3d1b2,39b6485a70c622bfa75a96513578b2062d21d2b8b36b79deb0a22198eace118a,"(8326, 8327)",2
5b732fd508e1432d308e16ec6399562877398d5a051007c7f1b7faf4240bd99b,3e220fbd8c24d316dc6e7ac2303a3aae78768d519b86053c6b7a2f2c6401e8c3,"(33262, 39316, 39317)",3
5b9b23b50d00d6ff69c37813a30d19690a7577bbd0e9fbcfd441a0b06e7b19e1,6af66bf8f10a8be337bf0009df85bcc10ab6290d350a51a7bcdac8e96ee1ada1,"(38501, 41008)",2
5bb633ef77da0c8346f398aa570abe9b6a6700654d839c478135dd33dd6281f6,b25584facba872f6cec580bb0151988329a8f51e1c320ad873e4401de8a14de7,"(8741, 9646)",2
5bf2734712df81f161cbba242e9945bb9bff40e57f39a8e80154da6aabfaeaf8,f96dee89e6e799ec86c35620103b83585426c7caddbcdc4f97bc969a47a263de,"(7175, 8805)",2
5c22980d7b84f21b63734a33387354e1883003bdf47fa60511a4f2ba759b17b8,f744a74c3cdfa41760569e654c9f56e20363c008d955083dd1b317b330ea8b6c,"(38494, 40974, 40975)",3
5c4ea015f987834fb5bd00995a2c1113a53e4e0136d7eae63a28f4189e4aed2a,70bd1b3c2bbbcd0ac94ce85a5c96a7fbad2b22f1d018437b7eae3bf6de54e94a,"(13242, 13243)",2
5c717f69a113a845ec6ea0a3c3916ff9d41d674c18854cf04d62581021386d82,a7ac07207abcb9b1925d23f2e77944304d474fb4a88506c294313be15a3a9748,"(13886, 13887)",2
5c9eaeb178fc842d00eb7e1164e3ecfa173e86171bdeae84de07d1a6ef364421,5694378cf05144cec62b54a3c9d87da4afd3b67462f3065a8c252646bee71c29,"(43584, 43585)",2
5cb97e269d03204bfa75f0eda997e49a48124d9f89ec10ce6357af6355e146e2,57e64dfc9f29a6fb53fcdc88abd4daae3ddb038cb7ab0a2e341d017c9518372f,"(40136, 41983, 41984)",3
5d59d254a81364f399bf314bce1721cdd9073f8cef25f7a088dff77d8befa416,f07577858e62b12fcd8c5ee2df178859f65e4cf8a1ab960091fbda48828a2454,"(38999, 40934)",2
5d6eb0f84c2991bfa336fa2bce9f3562bd15752ae2347509a6a2359213315ba8,d6788f8322bd27999b4d46872d6eff00902f828253609285f3e115c5c56e1a23,"(34102, 35458)",2
5da1b1af52e726a6ccfd3e295f37799f7d83bb35139097ec3cb863d61de19cd8,8d2443ba0a4bcd6c810f6644c97ed04f2df6acbccd4396029c717d28c7c68b0e,"(17809, 17810)",2
5fec16118fbb6e5f24f87bdfb62d901e2b4f44e2cbfa9216358b70e5d993cbff,5aca87026c2a69f17e95f1f87ffe02fd674d627e11c54af25e400f47cabb80ec,"(26115, 31303)",2
60e6a8c9731f3b956267eb4f1ab895423806b0b97efc1b645f2382fd7bd63f96,11f344378d1263d374887dbf7c78f3e05ad685a547e785fef48009461d5d2132,"(8742, 9647)",2
61ae70057d60ad31c1d5f46a049914ba4c23fd41cfffef86f4615b18a39cce7c,aa5a88c9d6eef9bf85bf48ff00511af409627f2afc8563e33758a134e1544434,"(31126, 34066)",2
6266deadf329d81b780b77286ea1248be4fbf5066fbcf4a36e6e82f3b8773e6f,79eb60989843991b22777254ec8698381b65aac409ca94745efef68861531d69,"(38500, 40997, 40998, 40999)",4
637a5dcb4402d5612580f261182aa77f8e23d5a08d4b4db88f5f9aba6a7dd856,44ca2b6d7b5bd0eb2e0d02d3a269791e5c705a602eb86cd8395aad3910f12e4e,"(10200, 10244)",2
63c53ab935ba75491446517b9f6b9258b69c8586ee35d24e3e540dfc2d53dd0e,80330a8431a980c76b535c9b0070b3f54fb4ac0b632dbb23e8f2a3ba8ba3b61d,"(8722, 9610)",2
64ac27ab35f4aa0f0a970425ae81a09d7802bfa22429d0fa2fd0a21fa7a56008,005529adf656e191d293c5c68f717f3aa72a57145d91f53ca0990f4fc7a12cff,"(8778, 9637)",2
64adf2f2aa2ab39589593226f421ca061c60d1251837d2b895f791f78388b803,a860627e3dcaf8b95b25a3eb3ad0ea0bc973070a7210e0a95dcfabbc76443c61,"(38988, 40952)",2
6542220f7c9a53f79111b98ee2566b3c45676c704705e5d12da599c13fa65f11,15ce3563bf1ee2c381bb23173551317517cd25e97e6725372b15c9b2da2c22ec,"(8941, 9659)",2
6544af2f70f2a41a292a573ac4fedb57a7097c92adcd2b6dec93a62c48148607,865b15ae39056cdf3c17e5054c415bfedd678246860538fd8f2ed2d71859f03f,"(41310, 43573, 43574)",3
6575eba72d1d18e604c0cdfdb0627dba5f55f60ea5d3c4850f3c8cd219201866,c04904c888f2d7773cfef4b72e7f0bd9a04a8e69a99ce95d0b237b3e5f41788f,"(29664, 31656)",2
66d46f758fd21b42913c8499b4db5e795709a40003c6fd41efcca94a29cd1b12,b2c258a4dcdefe48d4db130213a9f7e3462a5cbbf79d167f836ec54b947dd729,"(13868, 13869)",2
66f7c6dc88c70a4500899a66ac5d4d089d23bcbd39dc88f57692c598b1f2a316,08607747cbdf8ffd7bab10b7eb16d404005af5788919d80dc66a046a209b5f80,"(27222, 33501)",2
69b709faab3f65e46c6dd0adbff2831aadf09ed44d28e26d7416c6bc17f7da7d,f38811879bcbec0bcea0c8152cf9b08a5ed2f561043d862a003378d152df41ab,"(8777, 9631)",2
6a13f29588c4ecb44bf9ec30bf060c943ab8aa49fec07f9cfe375b96f403c483,12be33fb0f2f33ee60feb27025d6a7567cd23ab2aec342bbb82efc917d221731,"(43692, 43693)",2
6a8b5012a98d80a6f8af32a2d5832849eb71bf4dfcf7e582d1fec01fa82961a4,69e4935effe4bd4747fa22a9f74245a90bd86dbfbb9629ff45bb1a6ee09fd19e,"(8731, 9624)",2
6aa45b2f8e344a880c027674b1d820146d5e50dd67a9279fdd8fe6ed5a655ed2,b61f1e646776a42bba1bc7f5f6657b3e87749f9ec4eb6319e325ceb8db6966bc,"(13226, 13227)",2
6aa4f1b6520f52d1580b223eedeaf502cd0ea281d7a8ca4e2208c0fb86a4de1c,9733d19b429e22d0407b84c8d92f7c0c8abf6161ac84e66b839cff56420e4893,"(31172, 34156, 34157)",3
6acb6e5320e45210aa5be81f2b1c26ad95957d2bc7e990dd4262b99157511476,09d74255f7ba4e96a8d1b9d95f6e1425e89332c4b0072eac94c313565ed476f9,"(9875, 9876)",2
6b598643772cc56c963a7961048635f0548524d7c8f04f00177ea55d4bd0bace,2a6cbcd79e8e99d05b99c20f1df04ca4a2e52cad4a01c0f5abc353333e5766f7,"(8723, 9612)",2
6bd0f8c6ffae1d9ec64377c3967c8d028d300946980bee177617eed8f806b1ef,92dc3876ef43653b80565805fd76f49ec69b5a387436b177003d8ed3ab44622d,"(46732, 49843)",2
6c7673876275d0ba229d9857152eeb08fd629dcb0ae24fd4252cf9b455ce70de,a2ab1fb0786bce4b8439daf0840702627717a25b67c99d1d3a32a1d94f97ef18,"(41660, 41661)",2
6c7e22da5f75198c04d70ddc696addac25ad53331e04ed65e2f8570dd7902ce8,2003a2c996a10f9e9467fc46b913ea5d4414ec7fecb2a68a4c425515f7af22b2,"(36716, 39853, 39854)",3
6ca30b78291599be505725aad0a8f1f1c3e5f74c4986238075c736f6ff25726c,c73fa3b658d64f9fc64d18b047ee7ead8dd5be05c8b0f8495d03a5de66f7d3a0,"(31098, 34038, 34039)",3
6d23686d1d313b3313e99fb919e75f71c14602aff1d04a151417436f2ce9fc43,ddb48e803a1f773d86755f42128cbd4b488335a677560e558c47ad2a538c1afb,"(31117, 34003, 34004)",3
6d6a48e2f2a6e8512926663c10da0d6f2ac4e27fad5fe3037d058a9e0da813d8,02d6b51872a616b8c43ab9242ef09ecda6aac15e0439854ae4c9c64cc45e2c79,"(9416, 9417)",2
6e7ac859884e86bd1f40a56f2ee9c2e710349ea477c10f6347260169fe7a858f,146b97e768d1a4340576cbf859a8141e0dab94cd3afafb3cc574ed39103ee017,"(40161, 41975, 41976)",3
