metric,fold_mean,fold_sd,fold_min,fold_max,pooled_value
n_samples,6550.6,0.8944271909999159,6550.0,6552.0,32753.0
accuracy,0.7140146812129062,0.0417000758908558,0.6422466422466423,0.7476335877862595,0.7140109302964613
balanced_accuracy,0.686620829618249,0.031799937821576474,0.6490842166693604,0.7188017332026808,0.6866111332001319
macro_precision,0.7308381650790687,0.048941822852733165,0.6509113600946378,0.7652053326889248,0.7211680688561442
macro_recall,0.686620829618249,0.031799937821576474,0.6490842166693604,0.7188017332026808,0.6866111332001319
macro_f1,0.700921890524002,0.03491869167132212,0.6443061784444162,0.7361513300003564,0.7014706759899986
weighted_f1,0.71005591019047,0.04013613316530117,0.6439186412947028,0.7459049794437382,0.7115059645807938
nll,0.6946801065156785,0.05844318443331265,0.6323563376678447,0.7908807892209534,0.6946857737553845
brier,0.3857736316591498,0.03783227946620012,0.34926163442569147,0.44968152397045824,0.3857770680792359
ece,0.03183169720656852,0.010744414674522789,0.01579835096467343,0.044565224383865454,0.024848420022148848
