label,precision,recall,f1,support
Fall,0.6026656109791502,0.5115367383512545,0.5533745304737672,8928
Spring,0.42309827873403666,0.5733634311512416,0.48690095846645365,1329
Summer,0.684789972899729,0.7470896211887896,0.7145844993666598,16235
Winter,0.7195337336630167,0.6506947771921419,0.6833850540971232,6261
