label,precision,recall,f1,support
Fall,0.686861810755616,0.5650761648745519,0.6200454740981994,8928
Spring,0.9580764488286067,0.5846501128668171,0.7261682242990655,1329
Summer,0.6933594757752438,0.8277178934400986,0.7546046720575023,16235
Winter,0.7687883435582822,0.640472767928446,0.6987888821120501,6261
