epoch,learning_rate,train_loss,train_macro_f1,validation_loss,validation_macro_f1,selected_checkpoint
1,0.001,1.2437813061662717,0.14235999335431002,1.225376995611271,0.12420712340829329,False
2,0.0009972883382072953,1.0173576039489938,0.24799791777711114,1.1996023782938443,0.2617884134892963,False
3,0.0009891830623632338,0.9181766138753065,0.3059454062174915,1.1597347550929593,0.20550830589379732,False
4,0.0009757729755661011,0.8324073624876694,0.3396718068980683,1.0803838469756029,0.23353447645823705,False
5,0.0009572050015330874,0.7519199598241251,0.3974668285145244,1.2216988593442364,0.23194222764210531,False
6,0.0009336825748732973,0.7215114750384202,0.40513096993642944,0.9150529054788538,0.3088916567683403,False
7,0.0009054634122155991,0.681892977907221,0.4201221031656639,1.0102980568730247,0.3218596759170261,False
8,0.0008728566886113102,0.6440743373368203,0.45216904967829497,0.842317251895201,0.3897448620520406,False
9,0.0008362196501476349,0.595811630029822,0.4925757939700605,0.9075814392516446,0.350485962017306,False
10,0.0007959536998847742,0.554726835749661,0.5067838610465789,0.885991019976378,0.33394304595721863,False
11,0.0007525,0.5498639201760299,0.5359409482556432,0.9562603038197609,0.37393750203835485,False
12,0.0007063346383225212,0.4839186208686236,0.5667490263924548,1.144365934707186,0.3096650879865219,False
13,0.000657963412215599,0.47495318994492175,0.550084033074634,1.0480657138362057,0.31849771350383943,False
14,0.0006079162869547909,0.44638465664074223,0.5896265292767375,0.8558124593167258,0.41744938532114245,False
15,0.0005567415893174886,0.42338404770913146,0.6021700921643692,0.908262926789931,0.39383654315080796,False
16,0.0005050000000000002,0.40390887233251177,0.6275904059660069,0.9133777046652486,0.4249261754817433,False
17,0.0004532584106825117,0.38400648173581103,0.624220423609896,1.0353765963852997,0.44555730345999517,False
18,0.00040208371304520916,0.3627862093558628,0.6652150538914223,0.7895944357308632,0.45786573661015606,False
19,0.00035203658778440114,0.34904371033663695,0.6777718166512372,0.7871211550377878,0.41259553206724237,False
20,0.00030366536167747904,0.31569029589382874,0.7137590633770771,0.8736805564338345,0.48921485363598094,False
21,0.00025750000000000013,0.30331777952629424,0.7251149953960175,0.8482084014968145,0.46062144282962225,False
22,0.00021404630011522585,0.3022087201611236,0.7193507108678303,0.8920927656932102,0.48762997789429935,False
23,0.00017378034985236535,0.2885575227315407,0.7336742356896476,0.7846675725040331,0.49190646857831755,False
24,0.00013714331138868998,0.28321121883008926,0.7589984057040243,0.775054149507525,0.5122722921264291,False
25,0.00010453658778440108,0.27483046601456407,0.7744948599311583,0.7785516699416228,0.5036746772225755,False
26,7.631742512670285e-05,0.26273772231189474,0.7804897850193776,0.8336148036180675,0.5151685323756904,False
27,5.279499846691252e-05,0.2613734943395559,0.7825545707344621,0.7964150114079833,0.5041899987708934,False
28,3.4227024433899005e-05,0.2592581102017267,0.7926197962474955,0.8174741711482064,0.5092029838172472,False
29,2.0816937636766188e-05,0.260420042479616,0.7830389781635857,0.8292792148028025,0.5172463638701179,False
30,1.2711661792704668e-05,0.2515708620791029,0.7833788468331823,0.8176168324657899,0.5040015113630453,True
