candidate,experiment_id,seed,fold,run_id,checkpoint_path,checkpoint_sha256,checkpoint_bytes,history_sha256,fold_stats_sha256,selected_examples
C2,g3-c2-t0-resnet18,2753,0,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,tmp/task2/checkpoints/g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6.pt,eb4d4a3c44fe2ec224c4ff164f197cd9e427cb1953dda54aa643302228875b2f,134179223,aadb640ce6d1ed88ea81351ce0c6972b5da35d58384c42e264a23e949b99a9de,a01190d87781258e9dfd75b173ba3849f460ec97abcb65bae2995e9acaacd353,3
C2,g3-c2-t0-resnet18,2753,1,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,tmp/task2/checkpoints/g3-c2-t0-resnet18-f1-s2753-dc728952f19f.pt,9bd3180201f863b90acdcdc9cda5d7d1000cda64947a83b6c13aae5c8837c151,134179223,6e51e0dd9039236f8aedfd1a23825aaeff605b68df88a6e783ecc6211c1f0913,905c2d6e2ec274443daa26ccb27ffc4dfdc7c9528728d0d32dc617810d90f933,4
C2,g3-c2-t0-resnet18,2753,3,g3-c2-t0-resnet18-f3-s2753-7e8c480bec75,tmp/task2/checkpoints/g3-c2-t0-resnet18-f3-s2753-7e8c480bec75.pt,2cb33d8b4cf7817d7f94066356eddf77061a6d22d1a29bae6fd91f574b2b0c37,134179223,b363057731cd949c3c3dd927e7e0a2c5948683e04940468549793af2f40c7fb4,494eb1ae779d3c35a88b480b8473eac95b5cb206fd0e3f7cbe90b1aebd46bebb,4
C2,g3-c2-t0-resnet18,2753,4,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,tmp/task2/checkpoints/g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e.pt,b99f7fd286ed4d228afe069bac92e447440c851a904de3bc8c9c310bfba52f26,134179223,505fbead648bcc435ad7805d24d61532a3c9c48d942cf34d6b0b6c4192811fe4,4c5a400a18e7de1c816c73093f40222f4889ee7d79bce55ea0b8858d89ea073c,13
I2,g4-i2-article-type-lambda-0-3-c1,2753,0,g4-i2-article-type-lambda-0-3-c1-f0-s2753-902fcc852d5f,tmp/task2/checkpoints/g4-i2-article-type-lambda-0-3-c1-f0-s2753-902fcc852d5f.pt,8ac50fd5ad5083a2290407e3b56b97d5370982fd69fe031391ae4c19eb5f2c61,14521135,2ced38172d3eabca21c1a7c05efe904b0c650948e4dededf71abf0c463274269,a01190d87781258e9dfd75b173ba3849f460ec97abcb65bae2995e9acaacd353,1
I2,g4-i2-article-type-lambda-0-3-c1,2753,1,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,tmp/task2/checkpoints/g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12.pt,ffad535403298dd007734853b96c6e885835855b450ea056ebe8ffa2a9897429,14521135,195368c48b552b86ae41e530a6544a8cf138505e54b90ce3299e29b60ff5442b,905c2d6e2ec274443daa26ccb27ffc4dfdc7c9528728d0d32dc617810d90f933,9
I2,g4-i2-article-type-lambda-0-3-c1,2753,3,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,tmp/task2/checkpoints/g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b.pt,305530343740ded6121bab8e8c38631c71fa559746230c674647092596321c6a,14521135,f8b3f8d5fe29612aff250d7ebea2bc2e81da3ea25256f90423ca1be1aa884953,494eb1ae779d3c35a88b480b8473eac95b5cb206fd0e3f7cbe90b1aebd46bebb,7
I2,g4-i2-article-type-lambda-0-3-c1,2753,4,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,tmp/task2/checkpoints/g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e.pt,c121137657f070d5521f10f4a7ac7237cf827977cf92e41e712df99b7ecfce35,14521135,f69214d9809dd1109a87056a14ded47d31d6e713dae1cbd7bd2eb5d5996876fd,4c5a400a18e7de1c816c73093f40222f4889ee7d79bce55ea0b8858d89ea073c,7
