candidate,variant,run_id,stage,experiment_id,model_family,benchmark_only,final_eligible,scratch,fold,seed,git_commit,git_dirty,config_sha256,split_sha256,label_map_sha256,implementation_sha256,transform_id,loss_id,epochs_requested,epochs_completed,best_epoch,primary_metric_name,primary_metric_value,runtime_seconds,peak_vram_mb,parameter_count,checkpoint_path,checkpoint_sha256,prediction_path,prediction_sha256,history_path,history_sha256,status
C2,C2 ResNet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,g3_full_budget,g3-c2-t0-resnet18,resnet18_small_stem,false,true,true,0,2753,47442a2bff0aa97561bd34e16322a9af987937c7,false,1867b18890a586c213cedcb902344be3fab99d9c3f0f8bc0d854efbc55bc5887,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,2887c38cd5653b64b57c880880a7fdf9d6aa590a4e4bd1000b87a9806a2d09fe,a0-7dba8a62f166046d,cross_entropy,30,30,29,macro_f1,0.7346773084590131,1359.1451885999995,605.88916015625,11170884,tmp/task2/checkpoints/g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6.pt,eb4d4a3c44fe2ec224c4ff164f197cd9e427cb1953dda54aa643302228875b2f,tmp/task2/runs/g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6/oof.csv,e1eed70d7ba1a5125df0d6bcacfa5bd419f0cdc4bfa695d8e0026bf4013d44d7,tmp/task2/runs/g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6/history.json,aadb640ce6d1ed88ea81351ce0c6972b5da35d58384c42e264a23e949b99a9de,completed
C2,C2 ResNet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,g3_full_budget,g3-c2-t0-resnet18,resnet18_small_stem,false,true,true,1,2753,47442a2bff0aa97561bd34e16322a9af987937c7,false,1867b18890a586c213cedcb902344be3fab99d9c3f0f8bc0d854efbc55bc5887,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,2887c38cd5653b64b57c880880a7fdf9d6aa590a4e4bd1000b87a9806a2d09fe,a0-7dba8a62f166046d,cross_entropy,30,29,24,macro_f1,0.7301639034276558,1029.6265971999965,606.26416015625,11170884,tmp/task2/checkpoints/g3-c2-t0-resnet18-f1-s2753-dc728952f19f.pt,9bd3180201f863b90acdcdc9cda5d7d1000cda64947a83b6c13aae5c8837c151,tmp/task2/runs/g3-c2-t0-resnet18-f1-s2753-dc728952f19f/oof.csv,b6bc6b22fd80be261e5d05bfe09c04e0fe67063f9efff23dc3d85dc8a46e1518,tmp/task2/runs/g3-c2-t0-resnet18-f1-s2753-dc728952f19f/history.json,6e51e0dd9039236f8aedfd1a23825aaeff605b68df88a6e783ecc6211c1f0913,completed
C2,C2 ResNet18,g3-c2-t0-resnet18-f2-s2753-80377ad03917,g3_full_budget,g3-c2-t0-resnet18,resnet18_small_stem,false,true,true,2,2753,47442a2bff0aa97561bd34e16322a9af987937c7,false,1867b18890a586c213cedcb902344be3fab99d9c3f0f8bc0d854efbc55bc5887,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,2887c38cd5653b64b57c880880a7fdf9d6aa590a4e4bd1000b87a9806a2d09fe,a0-7dba8a62f166046d,cross_entropy,30,19,14,macro_f1,0.72969255491362,661.9211471000453,606.38916015625,11170884,tmp/task2/checkpoints/g3-c2-t0-resnet18-f2-s2753-80377ad03917.pt,a36f7610d8919a858f6c364ac6f7f5f42b73a406f6520686e954d247d148fcea,tmp/task2/runs/g3-c2-t0-resnet18-f2-s2753-80377ad03917/oof.csv,ff5c263882413fc48edf37f1c98bc201062d6a529a9c20c84f4c01f872feb149,tmp/task2/runs/g3-c2-t0-resnet18-f2-s2753-80377ad03917/history.json,877358f846e9f0884b436ec206dfa459ef7e253449672de0f498106dc57c4e39,completed
C2,C2 ResNet18,g3-c2-t0-resnet18-f3-s2753-7e8c480bec75,g3_full_budget,g3-c2-t0-resnet18,resnet18_small_stem,false,true,true,3,2753,47442a2bff0aa97561bd34e16322a9af987937c7,false,1867b18890a586c213cedcb902344be3fab99d9c3f0f8bc0d854efbc55bc5887,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,2887c38cd5653b64b57c880880a7fdf9d6aa590a4e4bd1000b87a9806a2d09fe,a0-7dba8a62f166046d,cross_entropy,30,27,22,macro_f1,0.7454441632445239,925.461901600007,606.38916015625,11170884,tmp/task2/checkpoints/g3-c2-t0-resnet18-f3-s2753-7e8c480bec75.pt,2cb33d8b4cf7817d7f94066356eddf77061a6d22d1a29bae6fd91f574b2b0c37,tmp/task2/runs/g3-c2-t0-resnet18-f3-s2753-7e8c480bec75/oof.csv,e3380c4314da6220d8913258d99b7285509586be202088459ba7e822bd72cd2f,tmp/task2/runs/g3-c2-t0-resnet18-f3-s2753-7e8c480bec75/history.json,b363057731cd949c3c3dd927e7e0a2c5948683e04940468549793af2f40c7fb4,completed
C2,C2 ResNet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,g3_full_budget,g3-c2-t0-resnet18,resnet18_small_stem,false,true,true,4,2753,47442a2bff0aa97561bd34e16322a9af987937c7,false,1867b18890a586c213cedcb902344be3fab99d9c3f0f8bc0d854efbc55bc5887,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,2887c38cd5653b64b57c880880a7fdf9d6aa590a4e4bd1000b87a9806a2d09fe,a0-7dba8a62f166046d,cross_entropy,30,30,28,macro_f1,0.734809718676507,1518.601164599997,606.26416015625,11170884,tmp/task2/checkpoints/g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e.pt,b99f7fd286ed4d228afe069bac92e447440c851a904de3bc8c9c310bfba52f26,tmp/task2/runs/g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e/oof.csv,e11cb70494708af0ca2e8a38d14dec9ad6be2659930fe94e55230c284b47ae81,tmp/task2/runs/g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e/history.json,505fbead648bcc435ad7805d24d61532a3c9c48d942cf34d6b0b6c4192811fe4,completed
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1-f0-s2753-902fcc852d5f,g4_i2_multitask,g4-i2-article-type-lambda-0-3-c1,smallcnn,false,true,true,0,2753,7a6bb493f0d91f56aa075bb3d1f1c6e8a6e6f884,false,28a122892bd80bf44b1dfa79abb6228e4160e430d25ec632386e3be68619eb4c,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,877706919db28f917632f9250b1b40d446695f941fd226211246d69efd7838de,a0-7dba8a62f166046d,season_ce_plus_masked_article_type_ce_lambda_0_3,30,27,22,macro_f1,0.7489367875819454,419.3587966999621,190.1025390625,1206112,tmp/task2/checkpoints/g4-i2-article-type-lambda-0-3-c1-f0-s2753-902fcc852d5f.pt,8ac50fd5ad5083a2290407e3b56b97d5370982fd69fe031391ae4c19eb5f2c61,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f0-s2753-902fcc852d5f/oof.csv,0bfd0b41c4db96a94c5f34906b60f17ad70bf5b4ce5ec8c9cbda71bf02b3f4e4,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f0-s2753-902fcc852d5f/history.json,2ced38172d3eabca21c1a7c05efe904b0c650948e4dededf71abf0c463274269,completed
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,g4_i2_multitask,g4-i2-article-type-lambda-0-3-c1,smallcnn,false,true,true,1,2753,7a6bb493f0d91f56aa075bb3d1f1c6e8a6e6f884,false,28a122892bd80bf44b1dfa79abb6228e4160e430d25ec632386e3be68619eb4c,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,877706919db28f917632f9250b1b40d446695f941fd226211246d69efd7838de,a0-7dba8a62f166046d,season_ce_plus_masked_article_type_ce_lambda_0_3,30,30,29,macro_f1,0.7575743989618585,384.6993605000316,190.1025390625,1206112,tmp/task2/checkpoints/g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12.pt,ffad535403298dd007734853b96c6e885835855b450ea056ebe8ffa2a9897429,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12/oof.csv,c59eb0fe612c098cdd58a123faf9fc3e550400f1b746c224b5f7be6683a38136,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12/history.json,195368c48b552b86ae41e530a6544a8cf138505e54b90ce3299e29b60ff5442b,completed
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1-f2-s2753-e4b6d5100cf8,g4_i2_multitask,g4-i2-article-type-lambda-0-3-c1,smallcnn,false,true,true,2,2753,7a6bb493f0d91f56aa075bb3d1f1c6e8a6e6f884,false,28a122892bd80bf44b1dfa79abb6228e4160e430d25ec632386e3be68619eb4c,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,877706919db28f917632f9250b1b40d446695f941fd226211246d69efd7838de,a0-7dba8a62f166046d,season_ce_plus_masked_article_type_ce_lambda_0_3,30,19,14,macro_f1,0.743012242110391,235.09015639999416,190.1025390625,1206112,tmp/task2/checkpoints/g4-i2-article-type-lambda-0-3-c1-f2-s2753-e4b6d5100cf8.pt,5398a95d48fab3dd4192557cbf2a5cea8f0a4869a73e4b37bbba512f31807fdf,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f2-s2753-e4b6d5100cf8/oof.csv,cdfcd587bd0dac2fb01f64a552dddb237cfcf75bd7c8e6f418c8c36784fd7e2c,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f2-s2753-e4b6d5100cf8/history.json,4290db45922bb542fc30ebcf05ffd7e973a91ae8a29d27b0a8c50751bc667f8a,completed
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,g4_i2_multitask,g4-i2-article-type-lambda-0-3-c1,smallcnn,false,true,true,3,2753,7a6bb493f0d91f56aa075bb3d1f1c6e8a6e6f884,false,28a122892bd80bf44b1dfa79abb6228e4160e430d25ec632386e3be68619eb4c,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,877706919db28f917632f9250b1b40d446695f941fd226211246d69efd7838de,a0-7dba8a62f166046d,season_ce_plus_masked_article_type_ce_lambda_0_3,30,30,26,macro_f1,0.7597741630370382,347.1426416999893,190.1025390625,1206112,tmp/task2/checkpoints/g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b.pt,305530343740ded6121bab8e8c38631c71fa559746230c674647092596321c6a,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b/oof.csv,e292b846a7980e471a25494013fa80d7fa67c3d01cec5b401bae12875b58d523,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b/history.json,f8b3f8d5fe29612aff250d7ebea2bc2e81da3ea25256f90423ca1be1aa884953,completed
I2,I2 SmallCNN,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,g4_i2_multitask,g4-i2-article-type-lambda-0-3-c1,smallcnn,false,true,true,4,2753,7a6bb493f0d91f56aa075bb3d1f1c6e8a6e6f884,false,28a122892bd80bf44b1dfa79abb6228e4160e430d25ec632386e3be68619eb4c,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,51b7623c3a2c1a8f9ebb9b0d8b4b8a50a24ea57522c1f8f4dd15b94c1996a327,877706919db28f917632f9250b1b40d446695f941fd226211246d69efd7838de,a0-7dba8a62f166046d,season_ce_plus_masked_article_type_ce_lambda_0_3,30,29,24,macro_f1,0.7534862811083198,327.07448589999694,190.1025390625,1206112,tmp/task2/checkpoints/g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e.pt,c121137657f070d5521f10f4a7ac7237cf827977cf92e41e712df99b7ecfce35,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e/oof.csv,670c8c3c03772b67a1d6083df2f77e6842cdf6dbfd959fc3a34a5b03800d2118,tmp/task2/runs/g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e/history.json,f69214d9809dd1109a87056a14ded47d31d6e713dae1cbd7bd2eb5d5996876fd,completed
