model_id,target,code,name,epoch,folds,train_macro_f1,validation_macro_f1,train_loss,validation_loss
g-e10,gender,E10,Audience helper,28,5,0.99988409,0.72579915,0.00443087,0.49723274
g-e10,gender,E10,Audience helper,29,5,0.99993776,0.72664585,0.00427162,0.49780608
g-e10,gender,E10,Audience helper,30,5,0.99991869,0.72682099,0.00419563,0.49861286
g-swin,gender,S2,Micro-Swin,1,2,0.26945115,0.30891734,0.86723433,0.74535811
g-swin,gender,S2,Micro-Swin,2,2,0.45865045,0.57427219,0.63992424,0.52545588
g-swin,gender,S2,Micro-Swin,3,2,0.57433712,0.61093062,0.51238166,0.47439833
g-swin,gender,S2,Micro-Swin,4,2,0.60840999,0.62908596,0.47309677,0.44994112
g-swin,gender,S2,Micro-Swin,5,2,0.6366298,0.65449406,0.44377027,0.44383117
g-swin,gender,S2,Micro-Swin,6,2,0.66285469,0.65060636,0.4165246,0.43042718
g-swin,gender,S2,Micro-Swin,7,2,0.67923865,0.66096142,0.39468914,0.40681295
g-swin,gender,S2,Micro-Swin,8,2,0.70047683,0.65664203,0.37756597,0.40776182
g-swin,gender,S2,Micro-Swin,9,2,0.71600886,0.68764735,0.35912085,0.40130594
g-swin,gender,S2,Micro-Swin,10,2,0.73100577,0.68160093,0.34108252,0.41094922
g-swin,gender,S2,Micro-Swin,11,2,0.74494104,0.65928886,0.32789867,0.40792253
g-swin,gender,S2,Micro-Swin,12,2,0.75267583,0.66935768,0.31314351,0.38494301
g-swin,gender,S2,Micro-Swin,13,2,0.77123553,0.68158875,0.2983685,0.39437041
g-swin,gender,S2,Micro-Swin,14,2,0.77663573,0.64746305,0.28828247,0.40909533
g-swin,gender,S2,Micro-Swin,15,2,0.79166817,0.66440033,0.27384364,0.41116733
g-swin,gender,S2,Micro-Swin,16,2,0.79819245,0.67032817,0.26070405,0.39925566
g-swin,gender,S2,Micro-Swin,17,2,0.81101126,0.67211029,0.24963602,0.40510121
g-swin,gender,S2,Micro-Swin,18,2,0.82393973,0.68402053,0.23942845,0.4036525
g-swin,gender,S2,Micro-Swin,19,2,0.83446841,0.67271046,0.22616557,0.42214719
g-swin,gender,S2,Micro-Swin,20,2,0.84656207,0.67598549,0.21554525,0.42302143
g-swin,gender,S2,Micro-Swin,21,2,0.85698332,0.67202388,0.20284336,0.44833471
g-swin,gender,S2,Micro-Swin,22,2,0.86140468,0.69091952,0.1963605,0.43418613
g-swin,gender,S2,Micro-Swin,23,2,0.8681431,0.67978015,0.18427096,0.45136748
g-swin,gender,S2,Micro-Swin,24,2,0.88009674,0.68164616,0.17274588,0.43658142
g-swin,gender,S2,Micro-Swin,25,2,0.88271893,0.66681285,0.16510997,0.47248696
g-swin,gender,S2,Micro-Swin,26,2,0.89528621,0.68002427,0.15279872,0.47030307
g-swin,gender,S2,Micro-Swin,27,2,0.90026461,0.67845108,0.14181902,0.50053081
g-swin,gender,S2,Micro-Swin,28,2,0.90972058,0.6619597,0.13547761,0.51523436
g-swin,gender,S2,Micro-Swin,29,2,0.91368581,0.69488097,0.12595992,0.52247592
g-swin,gender,S2,Micro-Swin,30,2,0.9202427,0.6769193,0.12094677,0.53084444
g-swin,gender,S2,Micro-Swin,31,2,0.9256359,0.68683697,0.10761981,0.55277689
g-swin,gender,S2,Micro-Swin,32,2,0.93066155,0.68465557,0.10327943,0.56404083
g-swin,gender,S2,Micro-Swin,33,2,0.93498975,0.69484784,0.09767394,0.57434209
g-swin,gender,S2,Micro-Swin,34,2,0.94120657,0.68207219,0.09093826,0.59780039
g-swin,gender,S2,Micro-Swin,35,2,0.9479766,0.67754017,0.08233813,0.61147417
g-swin,gender,S2,Micro-Swin,36,2,0.95065249,0.67226276,0.07844643,0.64010031
g-swin,gender,S2,Micro-Swin,37,2,0.95320268,0.67462255,0.07115583,0.64706389
g-swin,gender,S2,Micro-Swin,38,2,0.95589353,0.66699469,0.06858018,0.66051527
g-swin,gender,S2,Micro-Swin,39,2,0.95987372,0.68602553,0.06626689,0.68485272
g-swin,gender,S2,Micro-Swin,40,2,0.96592666,0.69148009,0.05805455,0.67699827
g-swin,gender,S2,Micro-Swin,41,2,0.96624875,0.68219348,0.05418576,0.72084692
g-swin,gender,S2,Micro-Swin,42,2,0.96572728,0.67086869,0.05248756,0.74236988
g-swin,gender,S2,Micro-Swin,43,2,0.9700686,0.67959153,0.04685757,0.74272209
g-swin,gender,S2,Micro-Swin,44,2,0.97149624,0.68130839,0.04386038,0.78439589
g-swin,gender,S2,Micro-Swin,45,2,0.97397137,0.67973656,0.04206523,0.77610038
g-swin,gender,S2,Micro-Swin,46,2,0.97490449,0.68491935,0.03874431,0.80289431
g-swin,gender,S2,Micro-Swin,47,2,0.9760512,0.68866024,0.03793407,0.80858802
g-swin,gender,S2,Micro-Swin,48,2,0.97735881,0.68471958,0.03722354,0.82081266
g-swin,gender,S2,Micro-Swin,49,2,0.98133507,0.68330244,0.03167368,0.8434576
g-swin,gender,S2,Micro-Swin,50,2,0.98107948,0.68031276,0.03308093,0.8546456
g-swin,gender,S2,Micro-Swin,51,2,0.98232066,0.68772634,0.03118721,0.85754705
g-swin,gender,S2,Micro-Swin,52,2,0.98213181,0.68192315,0.03048461,0.87164774
g-swin,gender,S2,Micro-Swin,53,2,0.98330645,0.6878134,0.02817818,0.87004102
g-swin,gender,S2,Micro-Swin,54,2,0.98399309,0.67975385,0.02564702,0.88994129
g-swin,gender,S2,Micro-Swin,55,2,0.98412312,0.67860116,0.02804583,0.87601283
g-swin,gender,S2,Micro-Swin,56,2,0.98441689,0.68629577,0.02540853,0.89074749
g-swin,gender,S2,Micro-Swin,57,2,0.98392159,0.68364759,0.02541995,0.88985499
g-swin,gender,S2,Micro-Swin,58,2,0.98334511,0.68484178,0.0259279,0.89072525
g-swin,gender,S2,Micro-Swin,59,2,0.98380576,0.68669107,0.02421398,0.89963604
g-swin,gender,S2,Micro-Swin,60,2,0.98551056,0.68481815,0.02421797,0.90127914
u-e1,usage,E1,SmallCNN baseline,1,5,0.22543254,0.24836658,0.61049885,0.61005832
u-e1,usage,E1,SmallCNN baseline,2,5,0.31019421,0.24930653,0.42563182,0.58469871
u-e1,usage,E1,SmallCNN baseline,3,5,0.33223736,0.28918873,0.38116248,0.5010958
u-e1,usage,E1,SmallCNN baseline,4,5,0.34203336,0.28755248,0.35563373,0.55066423
u-e1,usage,E1,SmallCNN baseline,5,5,0.35080796,0.25310052,0.33270703,0.67476399
u-e1,usage,E1,SmallCNN baseline,6,5,0.35784262,0.29852504,0.31078166,0.61845626
u-e1,usage,E1,SmallCNN baseline,7,5,0.36362614,0.28078316,0.2907387,0.8328384
u-e1,usage,E1,SmallCNN baseline,8,5,0.36896091,0.26511954,0.27324533,0.87629582
u-e1,usage,E1,SmallCNN baseline,9,5,0.37598669,0.29312102,0.25353011,0.74909246
u-e1,usage,E1,SmallCNN baseline,10,5,0.38268068,0.29747347,0.23575069,0.58922231
u-e1,usage,E1,SmallCNN baseline,11,5,0.38949646,0.30268134,0.21586993,0.65652792
u-e1,usage,E1,SmallCNN baseline,12,5,0.40463431,0.29048031,0.19742315,0.69735083
u-e1,usage,E1,SmallCNN baseline,13,5,0.41266944,0.31046445,0.17503815,0.70125128
u-e1,usage,E1,SmallCNN baseline,14,5,0.42141378,0.30348949,0.1551736,0.72975747
u-e1,usage,E1,SmallCNN baseline,15,5,0.4277501,0.31216143,0.13556621,0.6641045
u-e1,usage,E1,SmallCNN baseline,16,5,0.44395708,0.28800892,0.11894805,0.72217042
u-e1,usage,E1,SmallCNN baseline,17,5,0.45730601,0.28925881,0.10044286,0.78751049
u-e1,usage,E1,SmallCNN baseline,18,5,0.47023231,0.32947947,0.08428317,0.55080008
u-e1,usage,E1,SmallCNN baseline,19,5,0.48834303,0.31364571,0.0689115,0.60320002
u-e1,usage,E1,SmallCNN baseline,20,5,0.51984573,0.31107699,0.05674008,0.87741433
u-e1,usage,E1,SmallCNN baseline,21,5,0.5279602,0.34454084,0.04683064,0.57693077
u-e1,usage,E1,SmallCNN baseline,22,5,0.54907601,0.34420453,0.03952991,0.69728122
u-e1,usage,E1,SmallCNN baseline,23,5,0.57474345,0.35466791,0.03285375,0.58275763
u-e1,usage,E1,SmallCNN baseline,24,5,0.59319979,0.36174255,0.02811464,0.53347387
u-e1,usage,E1,SmallCNN baseline,25,5,0.61355906,0.35992377,0.02453835,0.50054944
u-e1,usage,E1,SmallCNN baseline,26,5,0.62007433,0.37441475,0.02234023,0.47384477
u-e1,usage,E1,SmallCNN baseline,27,5,0.62775598,0.37505196,0.02047825,0.46237797
u-e1,usage,E1,SmallCNN baseline,28,5,0.63803146,0.37445418,0.0191363,0.46499656
u-e1,usage,E1,SmallCNN baseline,29,5,0.64550584,0.37081511,0.01826524,0.46881359
u-e1,usage,E1,SmallCNN baseline,30,5,0.65464,0.3741241,0.01769924,0.46414211
u-e2,usage,E2,Class balance,1,5,0.16067249,0.20471719,1.10291107,1.03037633
u-e2,usage,E2,Class balance,2,5,0.25628391,0.20522807,0.90214635,1.10046104
u-e2,usage,E2,Class balance,3,5,0.29770145,0.27140845,0.80376389,0.92771258
u-e2,usage,E2,Class balance,4,5,0.32381076,0.26987475,0.74307282,0.97375643
u-e2,usage,E2,Class balance,5,5,0.34731345,0.24887881,0.68560162,1.12029377
u-e2,usage,E2,Class balance,6,5,0.36847674,0.28232644,0.63566797,0.9821304
u-e2,usage,E2,Class balance,7,5,0.38699693,0.31733255,0.58187378,0.89464231
u-e2,usage,E2,Class balance,8,5,0.41676819,0.28003679,0.53604171,1.07464605
u-e2,usage,E2,Class balance,9,5,0.47882554,0.32154429,0.49612961,0.84842078
u-e2,usage,E2,Class balance,10,5,0.54839776,0.32516469,0.44299376,0.85338685
u-e2,usage,E2,Class balance,11,5,0.60221978,0.31969608,0.39945158,0.9462612
u-e2,usage,E2,Class balance,12,5,0.6415235,0.33479568,0.36567582,0.94329038
u-e2,usage,E2,Class balance,13,5,0.67027402,0.31071462,0.33051913,0.9950843
u-e2,usage,E2,Class balance,14,5,0.72467668,0.34978012,0.30331083,0.88550877
u-e2,usage,E2,Class balance,15,5,0.73451733,0.34828244,0.27812692,0.86658934
u-e2,usage,E2,Class balance,16,5,0.77945842,0.35030058,0.25513982,0.96623782
u-e2,usage,E2,Class balance,17,5,0.8116919,0.36609757,0.23244899,0.94605703
u-e2,usage,E2,Class balance,18,5,0.85682154,0.37531535,0.21151908,0.92123099
u-e2,usage,E2,Class balance,19,5,0.8657973,0.35138883,0.19586184,1.02691736
u-e2,usage,E2,Class balance,20,5,0.88557643,0.36381196,0.18170574,1.01216229
u-e2,usage,E2,Class balance,21,5,0.89382485,0.37735154,0.16739124,0.91450006
u-e2,usage,E2,Class balance,22,5,0.90193005,0.37996617,0.15631722,1.00647488
u-e2,usage,E2,Class balance,23,5,0.91204083,0.37592916,0.1439396,0.98291764
u-e2,usage,E2,Class balance,24,5,0.91339605,0.38906562,0.13389694,0.89943094
u-e2,usage,E2,Class balance,25,5,0.92369653,0.4036865,0.12500489,0.91303321
u-e2,usage,E2,Class balance,26,5,0.9305389,0.40016721,0.11833725,0.88547959
u-e2,usage,E2,Class balance,27,5,0.93315813,0.39353532,0.11300883,0.91448075
u-e2,usage,E2,Class balance,28,5,0.93442085,0.39557382,0.1084471,0.91492839
u-e2,usage,E2,Class balance,29,5,0.93647468,0.39594343,0.10563159,0.89714737
u-e2,usage,E2,Class balance,30,5,0.93848904,0.40431581,0.10430684,0.9075182
u-e3,usage,E3,Dropout,1,5,0.15425979,0.20721702,1.25248223,1.10835107
u-e3,usage,E3,Dropout,2,5,0.24324459,0.22858336,1.06740781,1.0308404
u-e3,usage,E3,Dropout,3,5,0.29389585,0.28189691,0.94813916,1.02125907
u-e3,usage,E3,Dropout,4,5,0.31044484,0.27097411,0.86316352,1.13782613
u-e3,usage,E3,Dropout,5,5,0.33594303,0.27628355,0.79827052,1.02026277
u-e3,usage,E3,Dropout,6,5,0.35786232,0.2798969,0.72977689,1.09991373
u-e3,usage,E3,Dropout,7,5,0.38076364,0.31866017,0.66289868,0.92892463
u-e3,usage,E3,Dropout,8,5,0.40749278,0.28599389,0.61547342,1.0812741
u-e3,usage,E3,Dropout,9,5,0.4839811,0.29454785,0.56179838,0.95474657
u-e3,usage,E3,Dropout,10,5,0.52697026,0.31651645,0.49099299,1.00227774
u-e3,usage,E3,Dropout,11,5,0.55499,0.31740621,0.44878068,0.98681536
u-e3,usage,E3,Dropout,12,5,0.60687705,0.35395944,0.4066089,0.95713292
u-e3,usage,E3,Dropout,13,5,0.63476611,0.31072142,0.36527632,1.19576234
u-e3,usage,E3,Dropout,14,5,0.67826013,0.33580441,0.33710576,1.08510617
u-e3,usage,E3,Dropout,15,5,0.71047031,0.34542184,0.3096133,1.0001988
u-e3,usage,E3,Dropout,16,5,0.74615913,0.35529264,0.28065926,0.995692
u-e3,usage,E3,Dropout,17,5,0.78465198,0.35978541,0.25887618,1.17033449
u-e3,usage,E3,Dropout,18,5,0.80487176,0.3883031,0.239366,1.02797275
u-e3,usage,E3,Dropout,19,5,0.83111758,0.36588113,0.22280422,1.0884829
u-e3,usage,E3,Dropout,20,5,0.8437078,0.36892774,0.21137376,1.20646172
u-e3,usage,E3,Dropout,21,5,0.85869377,0.38162606,0.19649165,1.10416015
u-e3,usage,E3,Dropout,22,5,0.87339119,0.3808265,0.18261656,1.17966059
u-e3,usage,E3,Dropout,23,5,0.88873227,0.38258101,0.17260535,1.25467834
u-e3,usage,E3,Dropout,24,5,0.88424253,0.41262996,0.16347772,1.07974879
u-e3,usage,E3,Dropout,25,5,0.90205903,0.40575773,0.15538344,1.08309937
u-e3,usage,E3,Dropout,26,5,0.9083543,0.41020801,0.14930279,1.09910438
u-e3,usage,E3,Dropout,27,5,0.91227534,0.41073369,0.14258868,1.1257968
u-e3,usage,E3,Dropout,28,5,0.91110183,0.41537535,0.14009462,1.10757863
u-e3,usage,E3,Dropout,29,5,0.9225192,0.41454299,0.13699287,1.11498065
u-e3,usage,E3,Dropout,30,5,0.91624704,0.41401787,0.13521115,1.11726808
u-e4,usage,E4,TinyResNet,1,5,0.16933104,0.18256859,1.25499178,1.38980127
u-e4,usage,E4,TinyResNet,2,5,0.25303724,0.25818449,1.07925798,0.98717327
u-e4,usage,E4,TinyResNet,3,5,0.30570611,0.26203302,0.92068371,1.11945804
u-e4,usage,E4,TinyResNet,4,5,0.33372598,0.30706151,0.82700298,0.92137874
u-e4,usage,E4,TinyResNet,5,5,0.36916656,0.29374672,0.72881509,1.0212588
u-e4,usage,E4,TinyResNet,6,5,0.395382,0.26897263,0.62308568,1.21598381
u-e4,usage,E4,TinyResNet,7,5,0.45309635,0.34391384,0.53704941,0.96157247
u-e4,usage,E4,TinyResNet,8,5,0.49928265,0.3343777,0.45347487,0.96744127
u-e4,usage,E4,TinyResNet,9,5,0.59084281,0.34323732,0.39329612,0.96319418
u-e4,usage,E4,TinyResNet,10,5,0.67297376,0.37217094,0.31393514,1.02489552
u-e4,usage,E4,TinyResNet,11,5,0.78422109,0.37154218,0.24845404,1.12149266
u-e4,usage,E4,TinyResNet,12,5,0.83389091,0.36638325,0.20817821,1.19525928
u-e4,usage,E4,TinyResNet,13,5,0.85951741,0.37030283,0.1733823,1.24880825
u-e4,usage,E4,TinyResNet,14,5,0.89830833,0.35217087,0.13720036,1.36664382
u-e4,usage,E4,TinyResNet,15,5,0.92245967,0.36655934,0.10352074,1.28378359
u-e4,usage,E4,TinyResNet,16,5,0.94970222,0.3860425,0.07208529,1.38254198
u-e4,usage,E4,TinyResNet,17,5,0.95426103,0.37221087,0.05276787,1.45238537
u-e4,usage,E4,TinyResNet,18,5,0.95585748,0.36872487,0.03609574,1.4559206
u-e4,usage,E4,TinyResNet,19,5,0.95201886,0.37546483,0.0304137,1.56719721
u-e4,usage,E4,TinyResNet,20,5,0.96988764,0.3869867,0.0154197,1.55046422
u-e4,usage,E4,TinyResNet,21,5,0.97098333,0.39008961,0.01148217,1.56786126
u-e4,usage,E4,TinyResNet,22,5,0.97445303,0.39555521,0.00732524,1.56894298
u-e4,usage,E4,TinyResNet,23,5,0.97473059,0.38604305,0.00603951,1.60550147
u-e4,usage,E4,TinyResNet,24,5,0.97567419,0.38714334,0.00464563,1.62555295
u-e4,usage,E4,TinyResNet,25,5,0.9759421,0.38919264,0.00396671,1.6304632
u-e4,usage,E4,TinyResNet,26,5,0.97619297,0.38808082,0.00360998,1.64765052
u-e4,usage,E4,TinyResNet,27,5,0.97617443,0.38510563,0.00337061,1.65079533
u-e4,usage,E4,TinyResNet,28,5,0.97619297,0.38116947,0.0030936,1.65891502
u-e4,usage,E4,TinyResNet,29,5,0.97618136,0.38510499,0.00298008,1.65460231
u-e4,usage,E4,TinyResNet,30,5,0.97596902,0.3857787,0.00295813,1.65680106
u-e5,usage,E5,Label smoothing,1,5,0.16049819,0.19385133,1.32987166,1.25773426
u-e5,usage,E5,Label smoothing,2,5,0.26017066,0.22819947,1.15598271,1.25340949
u-e5,usage,E5,Label smoothing,3,5,0.30164985,0.28016511,1.05800542,1.15286372
u-e5,usage,E5,Label smoothing,4,5,0.32508956,0.2445244,0.99272168,1.33362023
u-e5,usage,E5,Label smoothing,5,5,0.34957117,0.25938206,0.94105159,1.22879521
u-e5,usage,E5,Label smoothing,6,5,0.39185428,0.28127072,0.88195399,1.1700883
u-e5,usage,E5,Label smoothing,7,5,0.43288823,0.33105315,0.8236867,1.10928931
u-e5,usage,E5,Label smoothing,8,5,0.48415725,0.29025219,0.78310346,1.21999287
u-e5,usage,E5,Label smoothing,9,5,0.53473916,0.30977919,0.73817719,1.07817904
u-e5,usage,E5,Label smoothing,10,5,0.59351707,0.32936645,0.6878846,1.0701322
u-e5,usage,E5,Label smoothing,11,5,0.63477929,0.3305077,0.65429947,1.12007147
u-e5,usage,E5,Label smoothing,12,5,0.67165352,0.33673466,0.62140267,1.14244232
u-e5,usage,E5,Label smoothing,13,5,0.70769445,0.32421846,0.59454816,1.19010394
u-e5,usage,E5,Label smoothing,14,5,0.74374785,0.3236639,0.57191513,1.15576734
u-e5,usage,E5,Label smoothing,15,5,0.75947886,0.33843357,0.55046448,1.103367
u-e5,usage,E5,Label smoothing,16,5,0.80605701,0.3694541,0.53005727,1.09728933
u-e5,usage,E5,Label smoothing,17,5,0.83427336,0.36442485,0.51369306,1.10956646
u-e5,usage,E5,Label smoothing,18,5,0.86614793,0.38426597,0.49822424,1.04340258
u-e5,usage,E5,Label smoothing,19,5,0.87719361,0.3397334,0.48411824,1.18257248
u-e5,usage,E5,Label smoothing,20,5,0.89322906,0.37333604,0.47222966,1.11564012
u-e5,usage,E5,Label smoothing,21,5,0.90047053,0.39164229,0.46244043,1.02703507
u-e5,usage,E5,Label smoothing,22,5,0.90839935,0.38175496,0.45261848,1.09114237
u-e5,usage,E5,Label smoothing,23,5,0.91891629,0.38862113,0.44427252,1.11163103
u-e5,usage,E5,Label smoothing,24,5,0.92349022,0.38134943,0.43631243,1.0314909
u-e5,usage,E5,Label smoothing,25,5,0.92965846,0.40290027,0.4298089,0.99714977
u-e5,usage,E5,Label smoothing,26,5,0.93129594,0.40922207,0.42497558,0.97260887
u-e5,usage,E5,Label smoothing,27,5,0.93459705,0.41018547,0.42064384,0.99586188
u-e5,usage,E5,Label smoothing,28,5,0.93615276,0.40052637,0.41753628,0.9874193
u-e5,usage,E5,Label smoothing,29,5,0.93928715,0.4016007,0.41540283,0.98654411
u-e5,usage,E5,Label smoothing,30,5,0.93885889,0.40328054,0.41426805,0.98515269
u-e6,usage,E6,Focal loss,1,5,0.17129606,0.19652996,0.9814257,0.87916297
u-e6,usage,E6,Focal loss,2,5,0.25927056,0.20354932,0.79115428,0.93935291
u-e6,usage,E6,Focal loss,3,5,0.29938097,0.25592666,0.68044384,0.81890797
u-e6,usage,E6,Focal loss,4,5,0.32002235,0.25329617,0.60489821,0.87173834
u-e6,usage,E6,Focal loss,5,5,0.3409009,0.27013025,0.55021027,0.76981575
u-e6,usage,E6,Focal loss,6,5,0.35464584,0.2835498,0.4902321,0.77392624
u-e6,usage,E6,Focal loss,7,5,0.37986027,0.31435808,0.42333253,0.70587936
u-e6,usage,E6,Focal loss,8,5,0.40080998,0.29397038,0.37658408,0.73457624
u-e6,usage,E6,Focal loss,9,5,0.47874473,0.30774865,0.33858121,0.67080733
u-e6,usage,E6,Focal loss,10,5,0.53189215,0.31362053,0.2845482,0.70524721
u-e6,usage,E6,Focal loss,11,5,0.58869185,0.33908003,0.25414144,0.64976492
u-e6,usage,E6,Focal loss,12,5,0.62885964,0.34030546,0.22287009,0.76599569
u-e6,usage,E6,Focal loss,13,5,0.67347483,0.33579793,0.20068838,0.77892739
u-e6,usage,E6,Focal loss,14,5,0.71122588,0.34370417,0.18083285,0.7221675
u-e6,usage,E6,Focal loss,15,5,0.72840031,0.3380915,0.16455239,0.71336964
u-e6,usage,E6,Focal loss,16,5,0.76804058,0.36275148,0.14994392,0.75284661
u-e6,usage,E6,Focal loss,17,5,0.80649061,0.37024558,0.1343828,0.81884517
u-e6,usage,E6,Focal loss,18,5,0.83963218,0.37450115,0.12176192,0.78839082
u-e6,usage,E6,Focal loss,19,5,0.84838254,0.37067772,0.11304597,0.84174678
u-e6,usage,E6,Focal loss,20,5,0.87476923,0.37376947,0.10298453,0.83865292
u-e6,usage,E6,Focal loss,21,5,0.88864682,0.38041517,0.09601472,0.83862375
u-e6,usage,E6,Focal loss,22,5,0.89509289,0.37293998,0.08887974,0.86809937
u-e6,usage,E6,Focal loss,23,5,0.90316008,0.3779372,0.08321878,0.88343093
u-e6,usage,E6,Focal loss,24,5,0.91293442,0.39696116,0.07696526,0.82910247
u-e6,usage,E6,Focal loss,25,5,0.92124704,0.40705134,0.07235636,0.8236839
u-e6,usage,E6,Focal loss,26,5,0.92439925,0.40601387,0.06879921,0.79898274
u-e6,usage,E6,Focal loss,27,5,0.92959764,0.40264946,0.06541044,0.8391187
u-e6,usage,E6,Focal loss,28,5,0.93288683,0.40594045,0.06320097,0.82274188
u-e6,usage,E6,Focal loss,29,5,0.93257183,0.40866936,0.06174876,0.82079925
u-e6,usage,E6,Focal loss,30,5,0.93409542,0.40564762,0.0608477,0.82951767
u-e7,usage,E7,TinyConvNeXt,1,5,0.10493588,0.13164211,1.39817953,1.24399892
u-e7,usage,E7,TinyConvNeXt,2,5,0.14778437,0.15658242,1.2815026,1.16114614
u-e7,usage,E7,TinyConvNeXt,3,5,0.16497588,0.16932184,1.22699934,1.13674321
u-e7,usage,E7,TinyConvNeXt,4,5,0.17699368,0.180675,1.20106224,1.10649904
u-e7,usage,E7,TinyConvNeXt,5,5,0.19772448,0.20552153,1.162595,1.07841762
u-e7,usage,E7,TinyConvNeXt,6,5,0.21129547,0.21454751,1.12352236,1.06238763
u-e7,usage,E7,TinyConvNeXt,7,5,0.23052208,0.22621218,1.07110354,1.02604258
u-e7,usage,E7,TinyConvNeXt,8,5,0.25037807,0.23716004,1.04025932,1.02175471
u-e7,usage,E7,TinyConvNeXt,9,5,0.26717799,0.22955805,0.99102113,1.00985913
u-e7,usage,E7,TinyConvNeXt,10,5,0.27854962,0.26013159,0.92668989,0.98997615
u-e7,usage,E7,TinyConvNeXt,11,5,0.29028995,0.28028768,0.87896293,0.98579961
u-e7,usage,E7,TinyConvNeXt,12,5,0.30755671,0.2808663,0.81887177,0.95875115
u-e7,usage,E7,TinyConvNeXt,13,5,0.35212615,0.28257651,0.77491716,0.99481053
u-e7,usage,E7,TinyConvNeXt,14,5,0.35919533,0.29798982,0.72595501,0.98061622
u-e7,usage,E7,TinyConvNeXt,15,5,0.38815863,0.30941081,0.6893636,0.96836703
u-e7,usage,E7,TinyConvNeXt,16,5,0.41301637,0.31691269,0.63756062,0.97914987
u-e7,usage,E7,TinyConvNeXt,17,5,0.41410164,0.31663436,0.61260981,0.97617212
u-e7,usage,E7,TinyConvNeXt,18,5,0.46961943,0.32513809,0.56509364,1.00281393
u-e7,usage,E7,TinyConvNeXt,19,5,0.47750353,0.33161576,0.53144742,1.0412221
u-e7,usage,E7,TinyConvNeXt,20,5,0.51756884,0.34101156,0.49435662,1.07612414
u-e7,usage,E7,TinyConvNeXt,21,5,0.55748436,0.33906203,0.47197015,1.0805374
u-e7,usage,E7,TinyConvNeXt,22,5,0.57561663,0.34023225,0.44340886,1.0833871
u-e7,usage,E7,TinyConvNeXt,23,5,0.60682922,0.34141618,0.42351364,1.11141838
u-e7,usage,E7,TinyConvNeXt,24,5,0.62277629,0.34170893,0.40726829,1.13432528
u-e7,usage,E7,TinyConvNeXt,25,5,0.63947005,0.34666966,0.39426951,1.13532767
u-e7,usage,E7,TinyConvNeXt,26,5,0.65373021,0.34541841,0.38422557,1.14561133
u-e7,usage,E7,TinyConvNeXt,27,5,0.66171525,0.34813062,0.37540839,1.15810802
u-e7,usage,E7,TinyConvNeXt,28,5,0.66964214,0.3456427,0.37041683,1.16245728
u-e7,usage,E7,TinyConvNeXt,29,5,0.67855341,0.3483995,0.36709018,1.15840613
u-e7,usage,E7,TinyConvNeXt,30,5,0.67749674,0.34740592,0.36421607,1.16543735
u-e8,usage,E8,Translation,1,5,0.1543651,0.18981407,1.25102866,1.11824435
u-e8,usage,E8,Translation,2,5,0.24798588,0.22264451,1.05530256,1.06029829
u-e8,usage,E8,Translation,3,5,0.28862911,0.25373672,0.93927617,1.0913483
u-e8,usage,E8,Translation,4,5,0.30543135,0.26036997,0.8741818,1.07074568
u-e8,usage,E8,Translation,5,5,0.31872176,0.28714355,0.82331691,1.0186455
u-e8,usage,E8,Translation,6,5,0.3440994,0.28673954,0.75932987,0.98362491
u-e8,usage,E8,Translation,7,5,0.35412483,0.29952375,0.7008134,0.96931353
u-e8,usage,E8,Translation,8,5,0.37167069,0.29284154,0.66611112,0.99415099
u-e8,usage,E8,Translation,9,5,0.43838399,0.32069752,0.62560893,0.89071553
u-e8,usage,E8,Translation,10,5,0.47936779,0.31346312,0.569784,0.90672516
u-e8,usage,E8,Translation,11,5,0.48399764,0.3121481,0.53764061,0.97115362
u-e8,usage,E8,Translation,12,5,0.52227882,0.33008146,0.50910496,0.93092475
u-e8,usage,E8,Translation,13,5,0.53982034,0.33162095,0.47396983,0.92609825
u-e8,usage,E8,Translation,14,5,0.54698357,0.33953707,0.4480967,0.88095342
u-e8,usage,E8,Translation,15,5,0.55863205,0.34313772,0.4282033,0.8763385
u-e8,usage,E8,Translation,16,5,0.57175389,0.35837521,0.40797791,0.80427494
u-e8,usage,E8,Translation,17,5,0.60252561,0.37991482,0.38204525,0.86722252
u-e8,usage,E8,Translation,18,5,0.63332138,0.37919429,0.35844267,0.85262111
u-e8,usage,E8,Translation,19,5,0.63833534,0.38715757,0.34700316,0.84868008
u-e8,usage,E8,Translation,20,5,0.65451094,0.38076492,0.33314216,0.85017999
u-e8,usage,E8,Translation,21,5,0.68131805,0.39640152,0.31618813,0.8241982
u-e8,usage,E8,Translation,22,5,0.6800499,0.38852047,0.30621095,0.87495991
u-e8,usage,E8,Translation,23,5,0.71421989,0.41284538,0.29493384,0.85250493
u-e8,usage,E8,Translation,24,5,0.72149677,0.40918662,0.28490533,0.82080784
u-e8,usage,E8,Translation,25,5,0.73387501,0.41511035,0.27600653,0.83858625
u-e8,usage,E8,Translation,26,5,0.73845108,0.42704647,0.27117576,0.82361037
u-e8,usage,E8,Translation,27,5,0.75210063,0.41725249,0.26506879,0.8383862
u-e8,usage,E8,Translation,28,5,0.75251348,0.42631567,0.25854164,0.82928066
u-e8,usage,E8,Translation,29,5,0.76170269,0.42151123,0.25883862,0.8247652
u-e8,usage,E8,Translation,30,5,0.77069507,0.4155489,0.25487432,0.83277073
