label,precision,recall,f1,support
Fall,0.7203389830508474,0.5521953405017921,0.6251585087496829,8928
Spring,0.9437939110070258,0.6064710308502633,0.7384333486028402,1329
Summer,0.6985063901863163,0.838250692947336,0.7620247494260597,16235
Winter,0.7462311557788944,0.6641111643507427,0.7027803600101411,6261
