experiment_id,run_id,fold,seed,source,n_samples,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,nll,brier,ece
g1-c2-resnet18,g1-c2-resnet18-f0-s2753-b91662d47026,0,2753,cache,6550,0.7073282442748091,0.6691984764043032,0.7628619995391481,0.6691984764043032,0.7037577914158095,0.7078619729872337,0.6890756700992203,0.3895539533965929,0.017197587179508037
g1-c2-resnet18,g1-c2-resnet18-f1-s2753-a4ff07c863e4,1,2753,cache,6551,0.7208059838192642,0.6608466515408228,0.7800093413821333,0.6608466515408228,0.7050578825656015,0.715471717101568,0.6879142831232167,0.382376594182337,0.028330963139059546
g1-c2-resnet18,g1-c2-resnet18-f2-s2753-2d6a8dffa3fe,2,2753,cache,6550,0.7267175572519083,0.6675115895412084,0.8013082201847292,0.6675115895412084,0.7128098681685373,0.7169722728777269,0.6839164790854954,0.3781310440773521,0.026062019037783393
g1-c2-resnet18,g1-c2-resnet18-f3-s2753-f2eb5f7a2dac,3,2753,cache,6550,0.723206106870229,0.6580211577928343,0.8076418167299569,0.6580211577928343,0.7074561011942083,0.7123575886164482,0.6626788310488069,0.37205492224890907,0.027874283028423544
g1-c2-resnet18,g1-c2-resnet18-f4-s2753-2449eed2ce12,4,2753,cache,6552,0.7098595848595849,0.6706807738684195,0.7604305906277486,0.6706807738684195,0.7033964761241132,0.7056365359841713,0.704601010169141,0.3951149334732652,0.020395532836888646
