corruption,mixup_f1,sam25_f1,difference,lower_95,upper_95,mixup_pooled_drop,mixup_mean_fold_drop,sam25_pooled_drop,sam25_mean_fold_drop
jpeg_75,0.793746688203465,0.7897624567399404,0.003984231463524557,-0.003811825775351549,0.01186281607125452,0.010892673593758562,0.011052118641733565,0.007495765747719374,0.0074980759884429645
brightness_085,0.787228371127006,0.7747500051160127,0.01247836601099328,0.0029330766786124507,0.022082290486467884,0.017410990670217452,0.017454846938804745,0.0225082173716471,0.022463477359203177
brightness_115,0.7722597173623612,0.7704538865666201,0.0018058307957409259,-0.00715202781170281,0.01097386337198494,0.0323796444348623,0.03214473355919092,0.0268043359210397,0.026477483544311252
grayscale,0.7763669750528592,0.7721029456277054,0.004264029425153915,-0.003880111816937356,0.012252958080887397,0.028272386744364275,0.028149633819462783,0.025155276859954334,0.025287302856301607
translation_003,0.7623702877270058,0.755425703184551,0.006944584542454724,-0.0017322256818403075,0.01542485780778594,0.04226907407021774,0.042364703078599145,0.04183251930310872,0.041976603707986795
