run_id,target,experiment_id,model_variant,status,role,validation_fold,registry_source,complete_metric_versions
t3_usage_expanded_e8_usage_smallcnn_f0_s2753_6eb56854d557_20260906T091936Zd9a955,usage,t3_usage_expanded_e8,t3_usage_expanded_e8,complete,Development candidate,0,results/evidence/task3/usage_expanded_e8_20260906/results/runs.csv,1
t3_usage_expanded_e8_usage_smallcnn_f1_s2753_6eb56854d557_20260906T081516Z23f525,usage,t3_usage_expanded_e8,t3_usage_expanded_e8,running,Incomplete attempt; no candidate score,1,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,0
t3_usage_expanded_e8_usage_smallcnn_f1_s2753_6eb56854d557_20260906T092900Z43e2aa,usage,t3_usage_expanded_e8,t3_usage_expanded_e8,complete,Development candidate,1,results/evidence/task3/usage_expanded_e8_20260906/results/runs.csv,1
t3_usage_expanded_e8_usage_smallcnn_f2_s2753_6eb56854d557_20260906T093831Zb99abd,usage,t3_usage_expanded_e8,t3_usage_expanded_e8,complete,Development candidate,2,results/evidence/task3/usage_expanded_e8_20260906/results/runs.csv,1
t3_usage_expanded_e8_usage_smallcnn_f3_s2753_6eb56854d557_20260906T094801Z1a6eea,usage,t3_usage_expanded_e8,t3_usage_expanded_e8,complete,Development candidate,3,results/evidence/task3/usage_expanded_e8_20260906/results/runs.csv,1
t3_usage_expanded_e8_usage_smallcnn_f4_s2753_6eb56854d557_20260906T095731Zaa2e15,usage,t3_usage_expanded_e8,t3_usage_expanded_e8,complete,Development candidate,4,results/evidence/task3/usage_expanded_e8_20260906/results/runs.csv,1
t3_usage_expanded_v2_e8_usage_smallcnn_f0_s2753_3c4369c6ce6e_20260906T141147Zfb606e,usage,t3_usage_expanded_v2_e8,t3_usage_expanded_v2_e8,complete,Development candidate,0,results/evidence/task3/usage_expanded_v2_e8_20260906/results/runs.csv,1
t3_usage_expanded_v2_e8_usage_smallcnn_f1_s2753_3c4369c6ce6e_20260906T142131Zb5daae,usage,t3_usage_expanded_v2_e8,t3_usage_expanded_v2_e8,complete,Development candidate,1,results/evidence/task3/usage_expanded_v2_e8_20260906/results/runs.csv,1
t3_usage_expanded_v2_e8_usage_smallcnn_f2_s2753_3c4369c6ce6e_20260906T143118Zfb9b48,usage,t3_usage_expanded_v2_e8,t3_usage_expanded_v2_e8,complete,Development candidate,2,results/evidence/task3/usage_expanded_v2_e8_20260906/results/runs.csv,1
t3_usage_expanded_v2_e8_usage_smallcnn_f3_s2753_3c4369c6ce6e_20260906T144112Z005070,usage,t3_usage_expanded_v2_e8,t3_usage_expanded_v2_e8,complete,Development candidate,3,results/evidence/task3/usage_expanded_v2_e8_20260906/results/runs.csv,1
t3_usage_expanded_v2_e8_usage_smallcnn_f4_s2753_3c4369c6ce6e_20260906T145103Z229e7e,usage,t3_usage_expanded_v2_e8,t3_usage_expanded_v2_e8,complete,Development candidate,4,results/evidence/task3/usage_expanded_v2_e8_20260906/results/runs.csv,1
t3_usage_expanded_v2_mixup_sam_usage_smallcnn_f0_s2753_dd6018a005e9_20260906T154107Z42a2aa,usage,t3_usage_expanded_v2_mixup_sam,t3_usage_expanded_v2_mixup_sam,complete,Development candidate,0,results/evidence/task3/usage_mixup_sam_20260906/experiments/t3_usage_expanded_v2_mixup_sam/usage/results/runs.csv,1
t3_usage_expanded_v2_mixup_sam_usage_smallcnn_f4_s2753_dd6018a005e9_20260906T155155Z92ec97,usage,t3_usage_expanded_v2_mixup_sam,t3_usage_expanded_v2_mixup_sam,complete,Development candidate,4,results/evidence/task3/usage_mixup_sam_20260906/experiments/t3_usage_expanded_v2_mixup_sam/usage/results/runs.csv,1
t3_usage_e6_focal_gamma1_usage_smallcnn_f0_s2753_d78d360d01b2_20260831T094442Z22542c,usage,t3_usage_focal_gamma1_smallcnn,t3_usage_focal_gamma1_smallcnn,complete,Development candidate,0,results/runs.csv,1
t3_usage_e6_focal_gamma1_usage_smallcnn_f1_s2753_d78d360d01b2_20260831T095326Z8d3f13,usage,t3_usage_focal_gamma1_smallcnn,t3_usage_focal_gamma1_smallcnn,complete,Development candidate,1,results/runs.csv,1
t3_usage_e6_focal_gamma1_usage_smallcnn_f2_s2753_d78d360d01b2_20260831T100213Z453f7d,usage,t3_usage_focal_gamma1_smallcnn,t3_usage_focal_gamma1_smallcnn,complete,Development candidate,2,results/runs.csv,1
t3_usage_e6_focal_gamma1_usage_smallcnn_f3_s2753_d78d360d01b2_20260831T101101Z24818e,usage,t3_usage_focal_gamma1_smallcnn,t3_usage_focal_gamma1_smallcnn,complete,Development candidate,3,results/runs.csv,1
t3_usage_e6_focal_gamma1_usage_smallcnn_f4_s2753_d78d360d01b2_20260831T101946Z418c62,usage,t3_usage_focal_gamma1_smallcnn,t3_usage_focal_gamma1_smallcnn,complete,Development candidate,4,results/runs.csv,1
t3_usage_e5_label_smoothing_usage_smallcnn_f0_s2753_0ccaa3f16434_20260831T065319Z338806,usage,t3_usage_label_smoothing_smallcnn,t3_usage_label_smoothing_smallcnn,complete,Development candidate,0,results/runs.csv,1
t3_usage_e5_label_smoothing_usage_smallcnn_f1_s2753_0ccaa3f16434_20260831T070200Zba9896,usage,t3_usage_label_smoothing_smallcnn,t3_usage_label_smoothing_smallcnn,complete,Development candidate,1,results/runs.csv,1
t3_usage_e5_label_smoothing_usage_smallcnn_f2_s2753_0ccaa3f16434_20260831T071044Zb8469e,usage,t3_usage_label_smoothing_smallcnn,t3_usage_label_smoothing_smallcnn,complete,Development candidate,2,results/runs.csv,1
t3_usage_e5_label_smoothing_usage_smallcnn_f3_s2753_0ccaa3f16434_20260831T071926Z24011b,usage,t3_usage_label_smoothing_smallcnn,t3_usage_label_smoothing_smallcnn,complete,Development candidate,3,results/runs.csv,1
t3_usage_e5_label_smoothing_usage_smallcnn_f4_s2753_0ccaa3f16434_20260831T072807Z03061f,usage,t3_usage_label_smoothing_smallcnn,t3_usage_label_smoothing_smallcnn,complete,Development candidate,4,results/runs.csv,1
t3_usage_replaced_v3_mixup_sam_usage_smallcnn_f0_s2753_efaf7648b32f_20260906T171028Zac966b,usage,t3_usage_replaced_v3_mixup_sam,t3_usage_replaced_v3_mixup_sam,complete,Development candidate,0,results/evidence/task3/usage_replaced_v3_mixup_sam_20260907/experiments/t3_usage_replaced_v3_mixup_sam/usage/results/runs.csv,1
t3_usage_replaced_v3_mixup_sam_usage_smallcnn_f4_s2753_efaf7648b32f_20260906T172117Zb45c56,usage,t3_usage_replaced_v3_mixup_sam,t3_usage_replaced_v3_mixup_sam,complete,Development candidate,4,results/evidence/task3/usage_replaced_v3_mixup_sam_20260907/experiments/t3_usage_replaced_v3_mixup_sam/usage/results/runs.csv,1
t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f0_s2753_70abdddddebe_20260831T124841Zc7fa81,usage,t3_usage_tinyconvnext18,t3_usage_tinyconvnext18,complete,Development candidate,0,results/runs.csv,1
t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f1_s2753_70abdddddebe_20260831T130419Zdab5ca,usage,t3_usage_tinyconvnext18,t3_usage_tinyconvnext18,complete,Development candidate,1,results/runs.csv,1
t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f2_s2753_70abdddddebe_20260831T131953Zcc2b31,usage,t3_usage_tinyconvnext18,t3_usage_tinyconvnext18,complete,Development candidate,2,results/runs.csv,1
t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f3_s2753_70abdddddebe_20260831T133523Z777285,usage,t3_usage_tinyconvnext18,t3_usage_tinyconvnext18,complete,Development candidate,3,results/runs.csv,1
t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f4_s2753_70abdddddebe_20260831T135054Zd71995,usage,t3_usage_tinyconvnext18,t3_usage_tinyconvnext18,complete,Development candidate,4,results/runs.csv,1
t3_usage_e4_tinyresnet18_pm_usage_tinyresnet18pm_f0_s2753_f87812b0c178_20260831T033129Z7d4ec1,usage,t3_usage_tinyresnet18_pm,t3_usage_tinyresnet18_pm,complete,Development candidate,0,results/runs.csv,1
t3_usage_e4_tinyresnet18_pm_usage_tinyresnet18pm_f1_s2753_f87812b0c178_20260831T034010Z7f733c,usage,t3_usage_tinyresnet18_pm,t3_usage_tinyresnet18_pm,complete,Development candidate,1,results/runs.csv,1
t3_usage_e4_tinyresnet18_pm_usage_tinyresnet18pm_f2_s2753_f87812b0c178_20260831T034851Z173f05,usage,t3_usage_tinyresnet18_pm,t3_usage_tinyresnet18_pm,complete,Development candidate,2,results/runs.csv,1
t3_usage_e4_tinyresnet18_pm_usage_tinyresnet18pm_f3_s2753_f87812b0c178_20260831T035732Zc5da9c,usage,t3_usage_tinyresnet18_pm,t3_usage_tinyresnet18_pm,complete,Development candidate,3,results/runs.csv,1
t3_usage_e4_tinyresnet18_pm_usage_tinyresnet18pm_f4_s2753_f87812b0c178_20260831T040612Z397d10,usage,t3_usage_tinyresnet18_pm,t3_usage_tinyresnet18_pm,complete,Development candidate,4,results/runs.csv,1
t3_usage_e8_translation_usage_smallcnn_f0_s2753_be3cf562b9ab_20260831T173123Zd848db,usage,t3_usage_translation_2px_smallcnn,t3_usage_translation_2px_smallcnn,complete,Development candidate,0,results/runs.csv,1
t3_usage_e8_translation_usage_smallcnn_f1_s2753_be3cf562b9ab_20260831T174039Zabd68d,usage,t3_usage_translation_2px_smallcnn,t3_usage_translation_2px_smallcnn,complete,Development candidate,1,results/runs.csv,1
t3_usage_e8_translation_usage_smallcnn_f2_s2753_be3cf562b9ab_20260831T174953Z528158,usage,t3_usage_translation_2px_smallcnn,t3_usage_translation_2px_smallcnn,complete,Development candidate,2,results/runs.csv,1
t3_usage_e8_translation_usage_smallcnn_f3_s2753_be3cf562b9ab_20260831T175907Z3587b1,usage,t3_usage_translation_2px_smallcnn,t3_usage_translation_2px_smallcnn,complete,Development candidate,3,results/runs.csv,1
t3_usage_e8_translation_usage_smallcnn_f4_s2753_be3cf562b9ab_20260831T180832Z708926,usage,t3_usage_translation_2px_smallcnn,t3_usage_translation_2px_smallcnn,complete,Development candidate,4,results/runs.csv,1
t3_usage_u3_two_stage_cnn_f0_s2753_415911296044_20260905T122940_d95ccf,usage,t3_usage_u3_two_stage_cnn,t3_usage_u3_two_stage_cnn,complete,Development candidate,0,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_usage_u3_two_stage_cnn_f0_s2753_7eaa4c39632f_20260905T120059_e69628,usage,t3_usage_u3_two_stage_cnn,t3_usage_u3_two_stage_cnn,failed,Incomplete attempt; no candidate score,0,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,0
t3_usage_u3_two_stage_cnn_f4_s2753_124823bd1fcd_20260905T123959_6c0791,usage,t3_usage_u3_two_stage_cnn,t3_usage_u3_two_stage_cnn,running,Incomplete attempt; no candidate score,4,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,0
t3_usage_v2_u1_component_weight_usage_smallcnn_f0_s2753_1d1b2051d464_20260904T143317Zeb944e,usage,t3_usage_v2_u1_component_weight,t3_usage_v2_u1_component_weight,complete,Development candidate,0,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_usage_v2_u1_component_weight_usage_smallcnn_f4_s2753_1d1b2051d464_20260904T144158Z283ddc,usage,t3_usage_v2_u1_component_weight,t3_usage_v2_u1_component_weight,complete,Development candidate,4,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_usage_v2_u2_hogsvm_usage_hogsvm_f0_s2753_a6ad243ce747_20260905T054052Z04fa8f,usage,t3_usage_v2_u2_full_rgb_hog_svm,t3_usage_v2_u2_full_rgb_hog_svm,complete,Development candidate,0,results/runs.csv,1
t3_usage_v2_u2_hogsvm_usage_hogsvm_f4_s2753_9e41360894cc_20260905T070228Z5803af,usage,t3_usage_v2_u2_full_rgb_hog_svm,t3_usage_v2_u2_full_rgb_hog_svm,complete,Development candidate,4,results/runs.csv,1
