run_id,target,experiment_id,model_variant,status,role,validation_fold,registry_source,complete_metric_versions
t3_eda_gender_border_hog_f0_s2753_1bcecd2b0a_20260902T101632Zf7a553,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_border_hog_f0_s2753_2971e3f2ba_20260902T105809Zcba7d5,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_border_hog_f0_s2753_59c4861c6f_20260902T113615Z710b8f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_border_hog_f0_s2753_7bcd60ca17_20260902T092249Z73ca4a,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_border_hog_f1_s2753_1c5d2340a8_20260902T105819Zf32416,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_border_hog_f1_s2753_3c6d4c1da2_20260902T101642Z945b36,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_border_hog_f1_s2753_5175275dc6_20260902T092259Z4a9625,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_border_hog_f1_s2753_de42287661_20260902T113626Za59fbf,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_border_hog_f2_s2753_147448d372_20260902T101652Z7fda27,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_border_hog_f2_s2753_52c2276d3a_20260902T092309Zc5adf6,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_border_hog_f2_s2753_b3c6ff29c9_20260902T113636Z0251d2,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_border_hog_f2_s2753_d0e76bb049_20260902T105828Z0aa3a5,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_border_hog_f3_s2753_31790bdf2e_20260902T113653Z4c1c94,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_border_hog_f3_s2753_8046f3b6fc_20260902T092326Zb78629,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_border_hog_f3_s2753_8c8d348aca_20260902T105844Zcd328e,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_border_hog_f3_s2753_f037961ec9_20260902T101709Z02fb7a,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_border_hog_f4_s2753_7373005c6e_20260902T113707Za9f59b,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_border_hog_f4_s2753_af80e0823d_20260902T092340Z7f1feb,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_border_hog_f4_s2753_c693a17ae0_20260902T105857Zb7cb4f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_border_hog_f4_s2753_faf7be1592_20260902T101724Zc1f88b,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_colour_summary_f0_s2753_05c1031007_20260902T114058Zbf2b62,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_colour_summary_f0_s2753_3270c86527_20260902T092728Z6876f5,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_colour_summary_f0_s2753_c0245b5059_20260902T102118Z5fd5cb,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_colour_summary_f0_s2753_ff3fcf0445_20260902T110233Z758b3d,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_colour_summary_f1_s2753_9a04eceb31_20260902T114058Za7e3c8,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_colour_summary_f1_s2753_9c70c2b9d6_20260902T092728Z612ce5,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_colour_summary_f1_s2753_b89554b0b5_20260902T110233Z2d9811,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_colour_summary_f1_s2753_bf55e48ce2_20260902T102118Z11be86,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_colour_summary_f2_s2753_19166d0b08_20260902T092728Zf7fd90,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_colour_summary_f2_s2753_1cc29e3272_20260902T110234Z57b139,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_colour_summary_f2_s2753_5a69bc7d0d_20260902T102119Z1a53c6,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_colour_summary_f2_s2753_846259bfcc_20260902T114059Zf9acae,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_colour_summary_f3_s2753_1af2f0c664_20260902T092728Z8fc9ae,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_colour_summary_f3_s2753_72a294ea75_20260902T102119Zedfd81,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_colour_summary_f3_s2753_791648c8ca_20260902T110234Zc8856f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_colour_summary_f3_s2753_ac84a29ff1_20260902T114059Z242f50,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_colour_summary_f4_s2753_08ed45c31d_20260902T102119Zd25121,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_colour_summary_f4_s2753_d00182c304_20260902T110234Zca85da,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_colour_summary_f4_s2753_d855184e51_20260902T092729Z49bd45,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_colour_summary_f4_s2753_e49366b04f_20260902T114059Z5e1eab,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_foreground_hog_f0_s2753_021d5b55d1_20260902T091422Z322c99,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,failed,Incomplete attempt; no candidate score,0,results/runs.csv,0
t3_eda_gender_foreground_hog_f0_s2753_021d5b55d1_20260902T092033Z168d49,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_foreground_hog_f1_s2753_6765e110fe_20260902T092058Z8eb355,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_foreground_hog_f2_s2753_a0fe120b76_20260902T092128Z5fb434,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_foreground_hog_f3_s2753_b32dad14b8_20260902T092152Z2e0e0f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_foreground_hog_f4_s2753_f334de19cb_20260902T092217Zc36385,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f0_s2753_238a79925c_20260902T101415Ze98731,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f0_s2753_6d12785a1e_20260902T113403Z8d7dbb,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f0_s2753_9d027d9972_20260902T105605Zf9daef,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f1_s2753_4160870cdf_20260902T105626Z635fc1,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f1_s2753_44f31e937e_20260902T113424Z9e1a53,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f1_s2753_f4724cc84f_20260902T101436Ze0bec3,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f2_s2753_241dd86b2c_20260902T113449Z265eb3,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f2_s2753_4bef7ef6c5_20260902T101503Z64c7c8,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f2_s2753_89f112f751_20260902T105651Z6038d6,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f3_s2753_25cf3bb42c_20260902T113517Z1150a9,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f3_s2753_ab76cc0c8f_20260902T101530Z963b55,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f3_s2753_fc53f5141c_20260902T105715Zc385aa,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f4_s2753_a86ffc7b18_20260902T113540Z32cd83,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f4_s2753_bb202679b6_20260902T105736Zf61644,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_foreground_letterbox_hog_f4_s2753_eb3ed971fc_20260902T101556Z26455b,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f0_s2753_131975811a_20260902T101210Zde8a31,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f0_s2753_829afbd1b9_20260902T105407Z44c487,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f0_s2753_ab191d393d_20260902T113158Zb145df,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f1_s2753_2a1edd8f36_20260902T101231Ze2f4a2,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f1_s2753_2bc8ebd505_20260902T113219Zd2da71,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f1_s2753_44e03db11d_20260902T105427Ze4a09d,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f2_s2753_301a07aef3_20260902T105448Z17420f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f2_s2753_8f86ef8b1d_20260902T101255Zfb29fe,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f2_s2753_be70dbd192_20260902T113240Zae7b80,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f3_s2753_48f2d0c54d_20260902T101320Z2f8f9b,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f3_s2753_7a0397174b_20260902T105511Zd9f624,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f3_s2753_b4e35c4a78_20260902T113305Z619d3c,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f4_s2753_564270e13f_20260902T105532Ze37401,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f4_s2753_5e7701abab_20260902T113327Z73398a,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_foreground_masked_hog_f4_s2753_6c737dc620_20260902T101340Z956e32,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_masked_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f0_s2753_0b61b007ca_20260902T112945Z92865f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f0_s2753_4abbaf7942_20260902T091213Zd63a5a,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f0_s2753_4abbaf7942_20260902T091838Z57e102,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f0_s2753_9e8baec55d_20260902T101000Zcff18c,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f0_s2753_a90d9ad2ff_20260902T105207Zb0e20a,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f0_s2753_f2b08e2b38_20260902T123000Zd8c15b,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f1_s2753_2369418e6a_20260902T091239Z82b03f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f1_s2753_2369418e6a_20260902T091901Z66f3fa,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f1_s2753_7838067db8_20260902T101025Z9964e3,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f1_s2753_88a0f99afc_20260902T123024Zd87e51,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f1_s2753_acb1a0c378_20260902T113013Ze13b5c,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f1_s2753_c741ee183c_20260902T105230Z287ace,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f2_s2753_44a8e4ef4f_20260902T101049Z833a61,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f2_s2753_77e104dce0_20260902T123046Z4a9de0,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f2_s2753_b03f654e20_20260902T113037Z35200a,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f2_s2753_c7c9799846_20260902T091301Za75b74,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f2_s2753_c7c9799846_20260902T091923Z5b6837,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f2_s2753_e8a84ed649_20260902T105251Zfed532,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f3_s2753_271c3e019c_20260902T105314Z75cb47,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f3_s2753_333dbadc13_20260902T123110Z243a4c,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,failed,Incomplete attempt; no candidate score,3,results/runs.csv,0
t3_eda_gender_full_rgb_hog_f3_s2753_7fab8f3643_20260902T101115Zb7a58f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f3_s2753_8b701d606d_20260902T091328Za468fc,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f3_s2753_8b701d606d_20260902T091949Z1cabb2,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f3_s2753_b9b91e86f3_20260902T113102Zbd5fd4,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f4_s2753_2a46ff43dc_20260902T105336Zf689f1,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f4_s2753_388d29f7a5_20260902T101138Z599d99,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f4_s2753_52efffa784_20260902T091351Z19855a,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f4_s2753_52efffa784_20260902T092011Z0f2ac4,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_full_rgb_hog_f4_s2753_a8264091ba_20260902T113125Zf330e1,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_full_rgb_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f0_s2753_2e2c8bba6c_20260902T102120Z56e64f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f0_s2753_786801570b_20260902T110234Zb2df25,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f0_s2753_8bba61b936_20260902T114059Zff7f9d,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f1_s2753_1df5adbb37_20260902T110235Z90fcec,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f1_s2753_6e57538c52_20260902T102120Z70bcc4,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f1_s2753_ffe54e101a_20260902T114100Zbf98cc,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f2_s2753_3b9df838b8_20260902T114100Z80a456,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f2_s2753_be4d856e9d_20260902T102120Zd2132c,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f2_s2753_be8f8d3e5f_20260902T110235Z1f173f,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f3_s2753_15a2291462_20260902T110235Z1bdf0c,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f3_s2753_bb07f07e3a_20260902T114100Z0bfbfa,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f3_s2753_e6326cc13b_20260902T102120Z28b9fb,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f4_s2753_36aab4bd73_20260902T102120Zf58251,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f4_s2753_c250f2c812_20260902T110235Z4aff40,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_global_geometry_colour_f4_s2753_f0b359b7ab_20260902T114100Z40b273,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_global_geometry_colour,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_gender_grayscale_hog_f0_s2753_842f97061e_20260902T110034Z0e3060,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_grayscale_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_grayscale_hog_f0_s2753_8a6571636f_20260902T092521Z3ae7ce,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_grayscale_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_grayscale_hog_f0_s2753_ce95db0f79_20260902T113850Zd34038,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_grayscale_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_grayscale_hog_f0_s2753_f26f0e2854_20260902T101903Z224cc1,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_grayscale_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_gender_grayscale_hog_f1_s2753_510950ab1f_20260902T110056Z5667e6,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_grayscale_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_grayscale_hog_f1_s2753_6a6d16ac66_20260902T101928Ze0eb3d,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_grayscale_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_grayscale_hog_f1_s2753_97df47b102_20260902T092546Zd0cbdb,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_grayscale_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_gender_grayscale_hog_f1_s2753_c5d4d4259d_20260902T113915Zecf89e,gender,t3_clean_slate_eda_view_probe,eda_linear_probe_grayscale_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
