class_name,train_f1,validation_f1,gap,gap_share
Boys,0.9606834341504829,0.7996774896491611,0.16100594450132175,0.2493651538663292
Girls,0.9571043980771866,0.7891783775359118,0.16792602054127465,0.26008293097582835
Men,0.9738927324602364,0.93802096705825,0.03587176540198645,0.05555800021315227
Unisex,0.8295060952814431,0.5983310259960006,0.2311750692854425,0.3580427225899752
Women,0.9694286648780401,0.9197440990376373,0.04968456584040275,0.0769511923547151
